Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,43.93,,Jeremy WARINER,31 JAN 1984,USA,1,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1255
2,44.27,,Darold WILLIAMSON,19 FEB 1983,USA,1sf1,,"Sacramento, CA (USA)",10 JUN 2005,1231
3,44.35,,Andrew ROCK,23 JAN 1982,USA,2,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1225
4,44.44,,Tyler CHRISTOPHER,03 OCT 1983,CAN,3,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1219
5,44.48,,Christopher BROWN,15 OCT 1978,BAH,4,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1216
6,44.51,,Tyree WASHINGTON,28 AUG 1976,USA,1,,"Stade Louis II, Monaco (MON)",09 SEP 2005,1214
7,44.56,,Tim BENJAMIN,02 MAY 1982,GBR,2,,"Stade Louis II, Monaco (MON)",09 SEP 2005,1211
8,44.57,,Kerron CLEMENT,31 OCT 1985,USA,1,,"Fayetteville, AR (USA) (i)",12 MAR 2005,1273
9,44.60,,Alleyne FRANCIQUE,07 JUN 1976,GRN,1,,Monterrey (MEX),11 JUN 2005,1208
10,44.66,,LaShawn MERRITT,27 JUN 1986,USA,1,,Kingston (JAM),07 MAY 2005,1203
11,44.70,,Brandon SIMPSON,06 SEP 1981,BRN,1,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1201
12,44.75,,Jamel ASHLEY,17 APR 1979,USA,2,,"Sacramento, CA (USA)",11 JUN 2005,1197
13,44.77,,Lansford Winston SPENCE,15 DEC 1982,JAM,1,,Kingston (JAM),26 JUN 2005,1196
14,44.81,,Gary KIKAYA,04 FEB 1978,COD,1,,Oslo (NOR),29 JUL 2005,1193
15,44.84,,Michael BLACKWOOD,29 AUG 1976,JAM,4,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1191
16,44.87,,Ricardo CHAMBERS,07 OCT 1984,JAM,1,,"Atlanta, GA (USA)",14 MAY 2005,1189
17,44.90,,Andrae WILLIAMS,12 JUL 1983,BAH,3,,"Sacramento, CA (USA)",11 JUN 2005,1187
18,44.92,,Davian CLARKE,30 APR 1976,JAM,2,,"Mangueirão, Belém (BRA)",22 MAY 2005,1185
19,44.93,,Nagmeldin Ali ABUBAKR,22 FEB 1986,SUD,1,,La Mecque (KSA),14 APR 2005,1185
19,44.93,,Terry GATSON,23 AUG 1982,USA,2sf1,,"Sacramento, CA (USA)",10 JUN 2005,1185
