Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,43.74,,LaShawn MERRITT,27 JUN 1986,USA,1,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1269
2,43.96,,Kirani JAMES,01 SEP 1992,GRN,1,,"Stade de France, Paris-St-Denis (FRA)",06 JUL 2013,1253
3,44.40,,Tony MCQUAY,16 APR 1990,USA,2,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1222
4,44.52,,Luguelín SANTOS,12 NOV 1992,DOM,3,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1213
5,44.54,,Jonathan BORLÉE,22 FEB 1988,BEL,4,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1212
6,44.61,,Youssef Ahmed MASRAHI,31 DEC 1987,KSA,1sf1,,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1207
7,44.73,,Bryshon NELLUM,01 MAY 1989,USA,1,,"Eugene, OR (USA)",07 JUN 2013,1199
7,44.73,,Kévin BORLÉE,22 FEB 1988,BEL,1,,Bruxelles (BEL),21 JUL 2013,1199
9,44.75,,David VERBURG,14 MAY 1991,USA,3sf1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2013,1197
10,44.82,,Arman Gino HALL,12 FEB 1994,USA,4sf1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2013,1192
11,44.84,,Pavel MASLÁK,21 FEB 1991,CZE,3sf3,,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1191
12,44.93,,Ramon MILLER,17 FEB 1987,BAH,1,,Nassau (BAH),22 JUN 2013,1185
13,44.94,,Deon LENDORE,28 OCT 1992,TTO,2,,"Eugene, OR (USA)",07 JUN 2013,1184
14,44.95,,Anderson HENRIQUES,03 MAR 1992,BRA,3sf1,,"Luzhniki Stadion, Moskva (RUS)",12 AUG 2013,1183
15,45.05,,Martyn ROONEY,03 APR 1987,GBR,1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1176
16,45.08,,Josh MANCE,21 MAR 1992,USA,1f1,,"Los Angeles, CA (USA)",04 MAY 2013,1174
16,45.08,,Javere BELL,20 SEP 1992,JAM,1,,Kingston (JAM),23 JUN 2013,1174
