Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,44.06,,LaShawn MERRITT,27 JUN 1986,USA,1,,"Olympiastadion, Berlin (GER)",21 AUG 2009,1246
2,44.53,,Renny QUOW,25 AUG 1987,TTO,2sf2,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1213
3,44.60,,Jeremy WARINER,31 JAN 1984,USA,2,,"Olympiastadion, Berlin (GER)",21 AUG 2009,1208
4,44.73,,LaToy WILLIAMS,28 MAY 1988,BAH,1,,"Hutchinson, KS (USA)",23 MAY 2009,1199
5,44.74,,Michael BINGHAM,13 APR 1986,GBR,2sf1,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1198
6,44.77,,Tabarie HENRY,01 DEC 1987,ISV,2,,"Hutchinson, KS (USA)",23 MAY 2009,1196
6,44.77,,David GILLICK,09 JUL 1983,IRL,1,,Madrid (ESP),04 JUL 2009,1196
8,44.78,,Jonathan BORLÉE,22 FEB 1988,BEL,1,,"Fayetteville, AR (USA)",13 JUN 2009,1195
9,44.80,,Leslie DJHONE,18 MAR 1981,FRA,3sf1,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1194
10,44.81,,Christopher BROWN,15 OCT 1978,BAH,1,,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,1193
11,44.86,,Gil ROBERTS,15 MAR 1989,USA,1,,"Lubbock, TX (USA)",17 MAY 2009,1190
12,44.93,,William COLLAZO,31 AUG 1986,CUB,3sf2,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1185
13,44.96,,Calvin SMITH,10 DEC 1987,USA,1,,"Gainesville, FL (USA)",17 MAY 2009,1183
14,44.98,,Andrae WILLIAMS,12 JUL 1983,BAH,1f1,,"Lubbock, TX (USA)",07 MAY 2009,1181
14,44.98,,Dwight MULLINGS,10 DEC 1986,JAM,2,,"Gainesville, FL (USA)",17 MAY 2009,1181
16,44.99,,Ramon MILLER,17 FEB 1987,BAH,5sf1,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1180
17,45.07,,Sean WROE,18 MAR 1985,AUS,1,,Brisbane (AUS),20 MAR 2009,1175
