Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,44.35,,LaShawn MERRITT,27 JUN 1986,USA,1h3,,"DS, Daegu (KOR)",28 AUG 2011,1225
2,44.36,,Kirani JAMES,01 SEP 1992,GRN,1,,"Letzigrund, Zürich (SUI)",08 SEP 2011,1225
3,44.65,,Rondell BARTHOLOMEW,07 APR 1990,GRN,1f1,,"Lubbock, TX (USA)",02 APR 2011,1204
3,44.65,,Nery BRENES,25 SEP 1985,CRC,1,,Guadalajara (MEX),26 OCT 2011,1204
5,44.68,,Tony MCQUAY,16 APR 1990,USA,1,,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1202
6,44.69,,Jermaine GONZALES,26 NOV 1984,JAM,1f1,,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1201
7,44.71,,Luguelín SANTOS,12 NOV 1992,DOM,2,,Guadalajara (MEX),26 OCT 2011,1200
8,44.74,,Kévin BORLÉE,22 FEB 1988,BEL,1f1,,"Moratalaz, Madrid (ESP)",09 JUL 2011,1198
9,44.78,,Demetrius PINDER,13 FEB 1989,BAH,1f1,,Freeport (BAH),25 JUN 2011,1195
9,44.78,,Jonathan BORLÉE,22 FEB 1988,BEL,1,,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1195
11,44.79,,Christopher BROWN,15 OCT 1978,BAH,3f1,,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1194
12,44.82,,Angelo TAYLOR,29 DEC 1978,USA,4f1,,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1192
13,44.83,,Tabarie HENRY,01 DEC 1987,ISV,1f3,,"Baton Rouge, LA (USA)",02 APR 2011,1192
14,44.84,,Renny QUOW,25 AUG 1987,TTO,2h1,,"DS, Daegu (KOR)",28 AUG 2011,1191
15,44.86,,LJ VAN ZYL,20 JUL 1985,RSA,1f3,,Germiston (RSA),26 MAR 2011,1190
16,44.88,,Jeremy WARINER,31 JAN 1984,USA,1,,Baie Mahault (FRA),07 MAY 2011,1188
17,44.91,,Michael BERRY,10 DEC 1991,USA,1,,"Tucson, AZ (USA)",14 MAY 2011,1186
18,44.95,,William COLLAZO,31 AUG 1986,CUB,2f1,,"Moratalaz, Madrid (ESP)",09 JUL 2011,1183
19,44.98,,Greg NIXON,12 SEP 1981,USA,3,,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1181
20,45.01,,Ramon MILLER,17 FEB 1987,BAH,3,,Guadalajara (MEX),26 OCT 2011,1179
21,45.05,,Joey Jacob HUGHES,26 OCT 1990,USA,2,,"Tucson, AZ (USA)",14 MAY 2011,1176
22,45.07,,Oscar PISTORIUS,22 NOV 1986,RSA,1,,Lignano Sabbiadoro (ITA),19 JUL 2011,1175
23,45.11,,Jamaal TORRANCE,20 JUL 1983,USA,4,,"Hayward Field, Eugene, OR (USA)",25 JUN 2011,1172
24,45.13,,Rabah YOUSIF,11 DEC 1986,SUD,1f1,,Lapinlahti (FIN),24 JUL 2011,1171
25,45.19,,Miles SMITH,24 SEP 1984,USA,1f1,,Luzern (SUI),21 JUL 2011,1167
26,45.22,,Gil ROBERTS,15 MAR 1989,USA,2h1,,"Des Moines, IA (USA)",08 JUN 2011,1165
27,45.23,,Yuzo KANEMARU,18 SEP 1987,JPN,1,,"DS, Daegu (KOR)",12 MAY 2011,1164
28,45.24,,David NEVILLE,01 JUN 1984,USA,2,,"DS, Daegu (KOR)",12 MAY 2011,1163
29,45.26,,Calvin SMITH,10 DEC 1987,USA,2sf1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2011,1162
30,45.27,,Marcin MARCINISZYN,07 SEP 1982,POL,1,,Bydgoszcz (POL),12 AUG 2011,1161
31,45.29,,Josh MANCE,21 MAR 1992,USA,3h1,,"Des Moines, IA (USA)",08 JUN 2011,1160
31,45.29,,Bryan MILLER,31 MAY 1989,USA,3h2,,"Des Moines, IA (USA)",08 JUN 2011,1160
33,45.30,,Errol NOLAN,18 AUG 1991,USA,4h2,,"Des Moines, IA (USA)",08 JUN 2011,1159
33,45.30,,Riker HYLTON,13 DEC 1988,JAM,1,,Kingston (JAM),26 JUN 2011,1159
33,45.30,,Martyn ROONEY,03 APR 1987,GBR,2h5,,"DS, Daegu (KOR)",28 AUG 2011,1159
