Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,43.62,,Jeremy WARINER,31 JAN 1984,USA,1f1,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1278
2,44.10,,Gary KIKAYA,04 FEB 1978,COD,2,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1243
3,44.14,,LaShawn MERRITT,27 JUN 1986,USA,3,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",09 SEP 2006,1240
4,44.45,,Andrew ROCK,23 JAN 1982,USA,1,,"Indianapolis, IN (USA)",24 JUN 2006,1218
5,44.53,,Xavier CARTER,08 DEC 1985,USA,1,,"Sacramento, CA (USA)",10 JUN 2006,1213
6,44.64,,Brandon SIMPSON,06 SEP 1981,BRN,2,,Rieti (ITA),27 AUG 2006,1205
6,44.64,,Alleyne FRANCIQUE,07 JUN 1976,GRN,3,,Rieti (ITA),27 AUG 2006,1205
8,44.71,,Kerron CLEMENT,31 OCT 1985,USA,1,,"New York, NY (USA)",03 JUN 2006,1200
8,44.71,,Ricardo CHAMBERS,07 OCT 1984,JAM,2,,"Sacramento, CA (USA)",10 JUN 2006,1200
10,44.73,,John STEFFENSEN,30 AUG 1982,AUS,1,,Melbourne (AUS),22 MAR 2006,1199
11,44.75,,David NEVILLE,01 JUN 1984,USA,3,,"Indianapolis, IN (USA)",24 JUN 2006,1197
12,44.80,,Christopher BROWN,15 OCT 1978,BAH,2f1,,Oslo (NOR),02 JUN 2006,1194
13,44.84,,Michael BLACKWOOD,29 AUG 1976,JAM,1f2,,Madrid (ESP),17 JUL 2006,1191
14,44.85,,Jermaine GONZALES,26 NOV 1984,JAM,5f1,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1190
15,44.87,,Jamel ASHLEY,17 APR 1979,USA,5sf2,,"Indianapolis, IN (USA)",23 JUN 2006,1189
16,44.88,,Darold WILLIAMSON,19 FEB 1983,USA,,,"Waco, TX (USA)",22 APR 2006,1188
17,44.91,,Leslie DJHONE,18 MAR 1981,FRA,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1186
18,44.95,,Marc RAQUIL,02 APR 1977,FRA,1sf1,,"Ullevi Stadium, Göteborg (SWE)",08 AUG 2006,1183
19,44.96,,Derrick BREW,28 DEC 1977,USA,1,,Heusden-Zolder (BEL),22 JUL 2006,1183
20,44.98,,Tyler CHRISTOPHER,03 OCT 1983,CAN,6f1,,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1181
21,44.99,,James GODDAY,09 JAN 1984,NGR,1,,Abuja (NGR),11 FEB 2006,1180
22,45.00,,Otis HARRIS,30 JUN 1982,USA,5,,"Indianapolis, IN (USA)",24 JUN 2006,1180
23,45.02,,Andrés Byron SILVA,27 MAR 1986,URU,1,,Fortaleza (BRA),17 MAY 2006,1178
24,45.06,,Clinton HILL,19 APR 1980,AUS,1,,Canberra (AUS),26 JAN 2006,1176
