Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,43.94,,Kirani JAMES,01 SEP 1992,GRN,1,,"Olympic Stadium, London (GBR)",06 AUG 2012,1255
2,44.12,,LaShawn MERRITT,27 JUN 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1242
3,44.43,,Jonathan BORLÉE,22 FEB 1988,BEL,1h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1220
4,44.45,,Luguelín SANTOS,12 NOV 1992,DOM,1,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1218
5,44.49,,Tony MCQUAY,16 APR 1990,USA,2,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1215
6,44.52,,Lalonde GORDON,25 NOV 1988,TTO,3,,"Olympic Stadium, London (GBR)",06 AUG 2012,1213
7,44.56,,Kévin BORLÉE,22 FEB 1988,BEL,1h1,,Bruxelles (BEL),16 JUN 2012,1211
8,44.67,,Christopher BROWN,15 OCT 1978,BAH,2sf2,,"Olympic Stadium, London (GBR)",05 AUG 2012,1203
9,44.75,,Michael BERRY,10 DEC 1991,USA,2,,"Des Moines, IA (USA)",08 JUN 2012,1197
10,44.77,,Demetrius PINDER,13 FEB 1989,BAH,1,,Nassau (BAH),23 JUN 2012,1196
11,44.80,,Bryshon NELLUM,01 MAY 1989,USA,3,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1194
12,44.83,,Josh MANCE,21 MAR 1992,USA,2h3,,"Des Moines, IA (USA)",06 JUN 2012,1192
12,44.83,,Dane HYATT,22 JAN 1984,JAM,1,,Kingston (JAM),01 JUL 2012,1192
14,44.84,,Gil ROBERTS,15 MAR 1989,USA,3h3,,"Des Moines, IA (USA)",06 JUN 2012,1191
15,44.87,,Ramon MILLER,17 FEB 1987,BAH,2,,Nassau (BAH),23 JUN 2012,1189
16,44.91,,Pavel MASLÁK,21 FEB 1991,CZE,2h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1186
17,44.92,,Martyn ROONEY,03 APR 1987,GBR,1,,"Walnut, CA (USA)",21 APR 2012,1185
18,44.93,,Angelo TAYLOR,29 DEC 1978,USA,1,,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,1185
19,44.96,,Jeremy WARINER,31 JAN 1984,USA,2,,"Walnut, CA (USA)",21 APR 2012,1183
19,44.96,,Manteo MITCHELL,06 JUL 1987,USA,5,,"Hayward Field, Eugene, OR (USA)",24 JUN 2012,1183
21,44.97,,Steven SOLOMON,16 MAY 1993,AUS,3sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1182
22,45.00,,Pavel TRENIKHIN,24 MAR 1986,RUS,3h3,,"Olympic Stadium, London (GBR)",04 AUG 2012,1180
23,45.01,,Maksim DYLDIN,15 MAY 1987,RUS,1,,Cheboksary (RUS),05 JUL 2012,1179
24,45.06,,David VERBURG,14 MAY 1991,USA,1,,"Fairfax, VA (USA)",05 MAY 2012,1176
24,45.06,,Michael MATHIEU,24 JUN 1984,BAH,1f1,,Uberlandia (BRA),13 MAY 2012,1176
26,45.08,,Conrad WILLIAMS,20 MAR 1982,GBR,1f1,,Genève (SUI),02 JUN 2012,1174
27,45.10,,Rusheen MCDONALD,17 AUG 1992,JAM,2,,Kingston (JAM),01 JUL 2012,1173
28,45.11,,Nery BRENES,25 SEP 1985,CRC,1,,"Ataköy Arena, Istanbul (TUR) (i)",10 MAR 2012,1235
28,45.11,,Nigel LEVINE,30 APR 1989,GBR,1,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1172
30,45.12,,Calvin SMITH,10 DEC 1987,USA,1,,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2012,1171
31,45.13,,Deon LENDORE,28 OCT 1992,TTO,1,,"Manhattan, KS (USA)",13 MAY 2012,1171
31,45.13,,Akheem GAUNTLETT,26 AUG 1990,JAM,2h2,,"Des Moines, IA (USA)",06 JUN 2012,1171
31,45.13,,Rabah YOUSIF,11 DEC 1986,SUD,4sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1171
34,45.18,,Jermaine GONZALES,26 NOV 1984,JAM,3,,Kingston (JAM),01 JUL 2012,1167
35,45.19,,Aldrich BAILEY JR,06 FEB 1994,USA,1,,"Lubbock, TX (USA)",28 APR 2012,1167
35,45.19,,Tabarie HENRY,01 DEC 1987,ISV,6sf1,,"Olympic Stadium, London (GBR)",05 AUG 2012,1167
37,45.20,,Oscar PISTORIUS,22 NOV 1986,RSA,1h4,,Pretoria (RSA),16 MAR 2012,1166
38,45.22,,Brady GEHRET,09 MAY 1992,USA,1,,"Madison, WI (USA)",13 MAY 2012,1165
39,45.23,,Luke LENNON-FORD,05 MAY 1989,GBR,2f1,,Genève (SUI),02 JUN 2012,1164
40,45.25,,Isaac MAKWALA,24 SEP 1985,BOT,1,,Porto Novo (BEN),29 JUN 2012,1162
40,45.25,,Hederson ALVES ESTEFANI,11 SEP 1991,BRA,1,,São Paulo (BRA),29 JUN 2012,1162
40,45.25,,Errol NOLAN,18 AUG 1991,USA,4,,Kingston (JAM),01 JUL 2012,1162
43,45.30,,Yannick FONSAT,16 JUN 1988,FRA,1f1,,Lille (FRA),09 JUN 2012,1159
44,45.31,,Jarrin SOLOMON,11 JAN 1986,TTO,2f2,,Bottrop (GER),07 JUL 2012,1158
45,45.34,,Félix SÁNCHEZ,30 AUG 1977,DOM,1f1,,"Los Angeles, CA (USA)",05 MAY 2012,1156
46,45.36,,Bralon TAPLIN,08 MAY 1992,USA,3f1,,"Lubbock, TX (USA)",05 MAY 2012,1155
