Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:55.45,,Caster SEMENYA,07 JAN 1991,RSA,1,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1245
2,1:57.84,,Maggie VESSEY,23 DEC 1981,USA,1,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1201
3,1:57.90,,Mariya SAVINOVA,13 AUG 1985,RUS,1,,Moskva (RUS),01 JUL 2009,1200
3,1:57.90,,Janeth JEPKOSGEI,13 DEC 1983,KEN,2,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1200
5,1:57.93,,Jennifer MEADOWS,17 APR 1981,GBR,3,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1200
6,1:58.00,,Yuliya KREVSUN,08 DEC 1980,UKR,4,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1198
7,1:58.23,,Svetlana KLYUKA,27 DEC 1978,RUS,1h2,,Cheboksary (RUS),23 JUL 2009,1194
8,1:58.60,,Yelena KOFANOVA,08 AUG 1988,RUS,2,,Moskva (RUS),01 JUL 2009,1187
9,1:58.80,,Anna WILLARD,31 MAR 1984,USA,1,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1184
10,1:58.81,,Elisa CUSMA,24 JUL 1981,ITA,6,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1184
10,1:58.81,,Mayte MARTÍNEZ,17 MAY 1976,ESP,7,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1184
12,1:58.99,,Yuliya STEPANOVA,03 JUL 1986,RUS,1h3,,Cheboksary (RUS),23 JUL 2009,1180
13,1:59.03,,Hasna BENHASSI,01 JUN 1978,MAR,1f1,,Madrid (ESP),04 JUL 2009,1180
14,1:59.07,,Jemma SIMPSON,10 FEB 1984,GBR,4,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1179
15,1:59.13,,Oksana ZBROZHEK,12 JAN 1978,RUS,3,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1178
15,1:59.13,,Kenia SINCLAIR,14 JUL 1980,JAM,5,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1178
17,1:59.17,,Nancy Jebet LANGAT,22 AUG 1981,KEN,1,,"Stadio Quercia, Rovereto (ITA)",01 SEP 2009,1177
18,1:59.27,,Marilyn OKORO,23 SEP 1984,GBR,1,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1198
19,1:59.30,,Tetyana PETLYUK,22 FEB 1982,UKR,1f2,,Yalta (UKR),23 JUL 2009,1175
20,1:59.31,,Yekaterina KOSTETSKAYA,31 DEC 1986,RUS,6,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1175
21,1:59.35,,Christin WURTH-THOMAS,11 JUL 1980,USA,7,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1174
22,1:59.36,,Irina MARACHEVA,24 SEP 1984,RUS,1h2,,Moskva (RUS) (i),13 FEB 2009,1196
23,1:59.49,,Pamela JELIMO,05 DEC 1989,KEN,2,,Nairobi (KEN),25 JUL 2009,1171
24,1:59.57,,Elodie GUEGAN,19 DEC 1985,FRA,5,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1170
25,1:59.60,,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1f5,,Moskva (RUS),30 MAY 2009,1169
26,1:59.77,,Anna ROSTKOWSKA,26 JUL 1980,POL,6,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1166
27,1:59.79,,Lucia KLOCOVÁ,20 NOV 1983,SVK,7,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1166
28,1:59.82,,Yevgeniya ZINUROVA,16 NOV 1982,RUS,1h5,,Cheboksary (RUS),23 JUL 2009,1165
29,1:59.85,,Yevgeniya ZOLOTOVA,28 APR 1983,RUS,2h3,,Cheboksary (RUS),23 JUL 2009,1165
30,1:59.94,,Hannah ENGLAND,06 MAR 1987,GBR,4,,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",20 JUN 2009,1163
31,1:59.96,,Hazel CLARK,03 OCT 1977,USA,4sf2,,"Olympiastadion, Berlin (GER)",17 AUG 2009,1163
32,1:59.98,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1163
32,1:59.98,,Mouna TABSAART,07 APR 1987,MAR,1,,Casablanca (MAR),14 JUN 2009,1163
34,2:00.06,,Morgan UCENY,10 MAR 1985,USA,10,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1161
35,2:00.10,,Lenka MASNÁ,22 APR 1985,CZE,5,,"Estádio Dr. Magalhães Pessoa, Leiria (POR)",20 JUN 2009,1160
36,2:00.20,,Zulia CALATAYUD,09 NOV 1979,CUB,2,,Huelva (ESP),10 JUN 2009,1159
37,2:00.29,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,,Sochi (RUS),31 MAY 2009,1157
38,2:00.32,,Nataliya LUPU,04 NOV 1987,UKR,1f2,,Donetsk (UKR),02 JUL 2009,1157
39,2:00.34,,Madeleine PAPE,24 FEB 1984,AUS,1,,Gold Coast (AUS),30 MAY 2009,1156
40,2:00.40,,Phoebe WRIGHT,30 AUG 1988,USA,1,,"Marietta, GA (USA)",19 JUL 2009,1155
