Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:57.68,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1204
2,1:57.91,,Jemma REEKIE,06 MAR 1998,GBR,1,,"Emirates Arena, Glasgow (GBR) (i)",01 FEB 2020,1220
3,1:58.10,,Hedda HYNNE,13 MAR 1990,NOR,1,,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1196
4,1:58.29,,Ajee' WILSON,08 MAY 1994,USA,1,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1214
5,1:58.37,,Selina BÜCHEL,26 JUL 1991,SUI,2,,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1192
6,1:58.44,,Laura MUIR,09 MAY 1993,GBR,2,,"Emirates Arena, Glasgow (GBR) (i)",01 FEB 2020,1211
7,1:58.50,,Lore HOFFMANN,25 JUL 1996,SUI,3,,"Stadio Comunale, Bellinzona (SUI)",15 SEP 2020,1189
8,1:58.92,,Rose Mary ALMANZA,13 JUL 1992,CUB,1h,,"Estadio Panamericano, La Habana (CUB)",20 MAR 2020,1182
9,1:59.22,,Esther GUERRERO,07 FEB 1990,ESP,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1176
10,1:59.35,,Natoya GOULE,30 MAR 1991,JAM,2,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1196
11,1:59.69,,Ciara MAGEEAN,12 MAR 1992,IRL,1,,"Stadion Wankdorf, Bern (SUI)",24 JUL 2020,1168
12,1:59.87,,Adelle TRACEY,27 MAY 1993,GBR,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1165
13,2:00.07,,Aleksandra GULYAYEVA,30 APR 1994,RUS,1f1,,"Stadium Desna, Bryansk (RUS)",30 AUG 2020,1161
14,2:00.10,,Felistus MPANDE,29 MAY 1996,ZAM,1,,"Levy Mwanawasa Stadion, Ndola (ZAM)",22 FEB 2020,1160
15,2:00.11,,Noélie YARIGO,26 DEC 1985,BEN,1,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1160
15,2:00.11,,Habitam ALEMU,09 JUL 1997,ETH,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1160
17,2:00.12,,Sofia ENNAOUI,30 AUG 1995,POL,2,,"Stadion Śląski, Chorzów (POL)",25 AUG 2020,1160
18,2:00.16,,Cory Ann MCGEE,29 MAY 1992,USA,1,,"Los Angeles, CA (USA)",22 AUG 2020,1159
19,2:00.28,,Alexandra BELL,04 NOV 1992,GBR,1,,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",16 AUG 2020,1157
20,2:00.29,,Heather MACLEAN,31 AUG 1995,USA,1,,"Wellesley High School,, Wellesley, MA (USA)",11 AUG 2020,1157
21,2:00.31,,Ce'Aira BROWN,04 NOV 1993,USA,1f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1157
22,2:00.39,,Kaela EDWARDS,08 DEC 1993,USA,2f1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1155
23,2:00.47,,Christina HERING,09 OCT 1994,GER,3,,"Stadion Śląski, Chorzów (POL)",25 AUG 2020,1154
24,2:00.49,,Winnie NANYONDO,23 AUG 1993,UGA,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1153
25,2:00.61,,Anna SABAT,09 NOV 1993,POL,5,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",19 AUG 2020,1151
