Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:54.25,Caster SEMENYA,07 JAN 1991,RSA,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1267
2,1:54.60,Caster SEMENYA,07 JAN 1991,RSA,1,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1261
3,1:54.77,Caster SEMENYA,07 JAN 1991,RSA,1,,Ostrava (CZE),09 SEP 2018,1258
4,1:55.27,Caster SEMENYA,07 JAN 1991,RSA,1,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1248
5,1:55.86,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1237
6,1:55.92,Caster SEMENYA,07 JAN 1991,RSA,1,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1236
7,1:55.96,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1236
8,1:56.15,Natoya GOULE,30 MAR 1991,JAM,3,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1232
9,1:56.45,Ajee WILSON,08 MAY 1994,USA,4,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1227
10,1:56.68,Caster SEMENYA,07 JAN 1991,RSA,1,,Gold Coast (AUS),13 APR 2018,1222
11,1:56.71,Habitam ALEMU,09 JUL 1997,ETH,5,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1222
12,1:56.86,Ajee WILSON,08 MAY 1994,USA,2,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1219
13,1:56.88,Francine NIYONSABA,05 MAY 1993,BDI,3,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1219
14,1:57.11,Ajee WILSON,08 MAY 1994,USA,3,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1214
15,1:57.16,Ajee WILSON,08 MAY 1994,USA,2,,Ostrava (CZE),09 SEP 2018,1214
16,1:57.17,Habitam ALEMU,09 JUL 1997,ETH,4,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1213
17,1:57.25,Caster SEMENYA,07 JAN 1991,RSA,1,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1212
18,1:57.36,Natoya GOULE,30 MAR 1991,JAM,3,,Ostrava (CZE),09 SEP 2018,1210
19,1:57.47,Rababe ARAFI,12 JAN 1991,MAR,6,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1208
20,1:57.52,Ajee WILSON,08 MAY 1994,USA,1,,Toronto (CAN),11 AUG 2018,1207
21,1:57.69,Natoya GOULE,30 MAR 1991,JAM,5,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1204
21,1:57.69,Raevyn ROGERS,07 SEP 1996,USA,7,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1204
23,1:57.78,Habitam ALEMU,09 JUL 1997,ETH,4,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1202
24,1:57.80,Caster SEMENYA,07 JAN 1991,RSA,1,,Pretoria (RSA),17 MAR 2018,1202
24,1:57.80,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1202
26,1:57.86,Ajee WILSON,08 MAY 1994,USA,2,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1201
27,1:57.90,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1200
28,1:57.95,Natoya GOULE,30 MAR 1991,JAM,2,,Toronto (CAN),11 AUG 2018,1199
29,1:58.01,Ce'Aira BROWN,04 NOV 1993,USA,1f1,,Karlstad (SWE),25 JUL 2018,1198
30,1:58.04,Emily Cherotich TUEI,13 MAY 1986,KEN,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1198
31,1:58.05,Charlene LIPSEY,16 JUL 1991,USA,6,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1197
32,1:58.07,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,2,,Gold Coast (AUS),13 APR 2018,1197
33,1:58.18,Ajee WILSON,08 MAY 1994,USA,1,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1195
34,1:58.20,Ajee WILSON,08 MAY 1994,USA,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1195
35,1:58.25,Emily Cherotich TUEI,13 MAY 1986,KEN,1,,Nairobi (KEN),17 FEB 2018,1194
36,1:58.33,Natoya GOULE,30 MAR 1991,JAM,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1192
37,1:58.35,Charlene LIPSEY,16 JUL 1991,USA,5,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1192
38,1:58.38,Habitam ALEMU,09 JUL 1997,ETH,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1191
39,1:58.39,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1191
40,1:58.42,Charlene LIPSEY,16 JUL 1991,USA,8,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1191
41,1:58.49,Natoya GOULE,30 MAR 1991,JAM,3,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1189
42,1:58.57,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1188
42,1:58.57,Raevyn ROGERS,07 SEP 1996,USA,2,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1188
42,1:58.57,Ce'Aira BROWN,04 NOV 1993,USA,1,,"Olympic Stadium, London (GBR)",22 JUL 2018,1188
45,1:58.58,Habitam ALEMU,09 JUL 1997,ETH,3,,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1188
46,1:58.63,Habitam ALEMU,09 JUL 1997,ETH,4,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1187
47,1:58.65,Ce'Aira BROWN,04 NOV 1993,USA,3,,"Drake Stadium, Des Moines, IA (USA)",24 JUN 2018,1186
48,1:58.67,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,6,,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1186
