Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:54.98,,Caster SEMENYA,07 JAN 1991,RSA,1,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1254
2,1:57.72,,Ajee' WILSON,08 MAY 1994,USA,1,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1203
3,1:57.90,,Natoya GOULE,30 MAR 1991,JAM,2,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1200
4,1:58.04,,Halimah NAKAAYI,16 OCT 1994,UGA,1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1198
5,1:58.18,,Raevyn ROGERS,07 SEP 1996,USA,2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1195
6,1:58.19,,Hanna GREEN,16 OCT 1994,USA,2,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1195
7,1:58.42,,Laura MUIR,09 MAY 1993,GBR,3,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1191
8,1:58.61,,Lynsey SHARP,11 JUL 1990,GBR,1,,"Olympic Stadium, London (GBR)",21 JUL 2019,1187
9,1:58.78,,Catriona BISSET,01 MAR 1994,AUS,2,,"Olympic Stadium, London (GBR)",21 JUL 2019,1184
10,1:58.79,,Jackline WAMBUI,08 FEB 2000,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1184
11,1:58.83,,Winnie NANYONDO,23 AUG 1993,UGA,3,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1183
12,1:58.99,,Eunice Jepkoech SUM,10 APR 1988,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1180
13,1:59.00,,Nelly JEPKOSGEI,14 JUL 1991,BRN,4,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1180
14,1:59.04,,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,,Goleniow (POL),26 JUN 2019,1179
15,1:59.13,,Natalya PRYSHCHEPA,11 SEP 1994,UKR,1f3,,Oslo (NOR),05 JUL 2019,1178
15,1:59.13,,Olha LYAKHOVA,18 MAR 1992,UKR,4,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1178
17,1:59.23,,Emily Cherotich TUEI,13 MAY 1986,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1176
18,1:59.25,,Habitam ALEMU,09 JUL 1997,ETH,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1176
19,1:59.33,,Kate GRACE,24 OCT 1988,USA,5,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1174
20,1:59.37,,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Moskva (RUS) (i),03 FEB 2019,1196
21,1:59.41,,Christina HERING,09 OCT 1994,GER,1,,Pfungstadt (GER),21 AUG 2019,1173
22,1:59.52,,Gudaf TSEGAY,23 JAN 1997,ETH,7,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1171
23,1:59.74,,Ce'Aira BROWN,04 NOV 1993,USA,3,,"New York, NY (USA) (i)",09 FEB 2019,1190
24,1:59.80,,Laura ROESLER,19 DEC 1991,USA,1f1,,"Boston, MA (USA) (i)",08 FEB 2019,1189
25,1:59.82,,Alexandra BELL,04 NOV 1992,GBR,3,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165
26,1:59.83,,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,4,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165
27,1:59.87,,Jenna WESTAWAY,19 JUN 1994,CAN,1f1,,"Boston, MA (USA) (i)",24 FEB 2019,1188
28,1:59.91,,Sarah MCDONALD,02 AUG 1993,GBR,1,,Tipton (GBR),13 AUG 2019,1164
29,1:59.92,,Shelby HOULIHAN,08 FEB 1993,USA,2f2,,"Azusa, CA (USA)",09 JUL 2019,1164
30,2:00.02,,Rababe ARAFI,12 JAN 1991,MAR,2,,"Olympic Stadium, Nanjing (CHN)",21 MAY 2019,1162
31,2:00.06,,Morgan MITCHELL,03 OCT 1994,AUS,5,,"Olympic Stadium, London (GBR)",21 JUL 2019,1161
32,2:00.18,,Hannah SEGRAVE,14 APR 1995,GBR,6,,"Olympic Stadium, London (GBR)",21 JUL 2019,1159
33,2:00.31,,Lindsey BUTTERWORTH,27 SEP 1992,CAN,1f1,,"Portland, OR (USA)",19 JUL 2019,1157
34,2:00.32,,Eglay Nafuna NALYANYA,28 MAY 1996,KEN,4,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1157
35,2:00.36,,Katharina TROST,28 JUN 1995,GER,2,,Pfungstadt (GER),21 AUG 2019,1156
36,2:00.40,,Sofia ENNAOUI,30 AUG 1995,POL,3,,"Arena, Toruń (POL) (i)",06 FEB 2019,1179
36,2:00.40,,Rénelle LAMOTE,26 DEC 1993,FRA,8,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1155
38,2:00.43,,Sinclaire JOHNSON,13 APR 1998,USA,3f2,,"Azusa, CA (USA)",09 JUL 2019,1155
39,2:00.46,,Malika AKKAOUI,25 DEC 1987,MAR,1,,"Stadion Juliska, Praha (CZE)",03 JUN 2019,1154
40,2:00.51,,Diribe WELTEJI,13 MAY 2002,ETH,1,,Hengelo (NED),17 JUL 2019,1153
41,2:00.53,,Hedda HYNNE,13 MAR 1990,NOR,1,,Rovereto (ITA),27 AUG 2019,1153
42,2:00.58,,Gabriela GAJANOVÁ,12 OCT 1999,SVK,2,,"Stadion Juliska, Praha (CZE)",03 JUN 2019,1152
43,2:00.59,,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1,,Moskva (RUS) (i),14 FEB 2019,1176
44,2:00.61,,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,6,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1151
45,2:00.70,,Noélie YARIGO,26 DEC 1985,BEN,2,,"Stade Raymond Petit, Tomblaine (FRA)",22 JUN 2019,1150
46,2:00.72,,Lovisa LINDH,09 JUL 1991,SWE,2f1,,Varberg (SWE),15 JUL 2019,1149
47,2:00.87,,Esther GUERRERO,07 FEB 1990,ESP,2,,Sopot (POL),23 JUN 2019,1147
48,2:00.88,,Eleonora VANDI,15 MAR 1996,ITA,2f2,,Rehlingen (GER),09 JUN 2019,1147
49,2:00.92,,Hirut MESHESHA,20 JAN 2001,ETH,2,,Hengelo (NED),17 JUL 2019,1146
50,2:00.94,,Olivia BAKER,12 JUN 1996,USA,4,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1145
51,2:00.95,,Freweyni HAILU,12 FEB 2001,ETH,1,,Šamorín (SVK),15 JUN 2019,1145
52,2:00.98,,Selina BÜCHEL,26 JUL 1991,SUI,4,,"Arena, Toruń (POL) (i)",06 FEB 2019,1170
53,2:00.99,,Sage HURTA,23 JUN 1998,USA,1f3,,"Nashville, TN (USA)",01 JUN 2019,1145
53,2:00.99,,Svetlana ULOGA,23 NOV 1986,RUS,2f2,,Sochi (RUS),06 SEP 2019,1145
55,2:01.01,,Carley THOMAS,26 DEC 2000,AUS,8,,"Olympic Stadium, London (GBR)",21 JUL 2019,1144
56,2:01.08,,Claudia SAUNDERS,19 MAY 1994,FRA,2f1,,"Boston, MA (USA) (i)",24 FEB 2019,1168
57,2:01.10,,Līga VELVERE,10 FEB 1990,LAT,1,,Eaubonne (FRA) (i),12 FEB 2019,1168
57,2:01.10,,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f2,,Guelph (CAN),07 JUN 2019,1143
59,2:01.11,,Halima HACHLAF,06 SEP 1988,MAR,3,,"Stade Raymond Petit, Tomblaine (FRA)",22 JUN 2019,1142
60,2:01.17,,Athing MU,08 JUN 2002,USA,5,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1141
61,2:01.21,,Anna SABAT,09 NOV 1993,POL,4,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1141
62,2:01.26,,Georgia GRIFFITH,05 DEC 1996,AUS,2,,Sydney (AUS),07 APR 2019,1140
62,2:01.26,,Chunyu WANG,17 JAN 1995,CHN,2f1,,"Portland, OR (USA)",19 JUL 2019,1140
64,2:01.27,,Madeleine KELLY,28 DEC 1995,CAN,1f3,,Hamilton (CAN),05 AUG 2019,1140
