Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:54.98,Caster SEMENYA,07 JAN 1991,RSA,1,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1254
2,1:55.70,Caster SEMENYA,07 JAN 1991,RSA,1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1240
3,1:57.72,Ajee WILSON,08 MAY 1994,USA,1,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1203
4,1:57.73,Ajee WILSON,08 MAY 1994,USA,1,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1203
5,1:57.90,Natoya GOULE,30 MAR 1991,JAM,2,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1200
6,1:58.04,Halimah NAKAAYI,16 OCT 1994,UGA,1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1198
7,1:58.18,Raevyn ROGERS,07 SEP 1996,USA,2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1195
8,1:58.19,Hanna GREEN,16 OCT 1994,USA,2,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1195
9,1:58.36,Ajee WILSON,08 MAY 1994,USA,2,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1192
10,1:58.39,Hanna GREEN,16 OCT 1994,USA,1,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1191
11,1:58.42,Laura MUIR,09 MAY 1993,GBR,3,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1191
12,1:58.59,Natoya GOULE,30 MAR 1991,JAM,2,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1188
13,1:58.61,Lynsey SHARP,11 JUL 1990,GBR,1,,"Olympic Stadium, London (GBR)",21 JUL 2019,1187
14,1:58.65,Raevyn ROGERS,07 SEP 1996,USA,3,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1186
15,1:58.75,Hanna GREEN,16 OCT 1994,USA,4,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1185
16,1:58.76,Lynsey SHARP,11 JUL 1990,GBR,4,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1185
17,1:58.78,Catriona BISSET,01 MAR 1994,AUS,2,,"Olympic Stadium, London (GBR)",21 JUL 2019,1184
18,1:58.79,Jackline WAMBUI,08 FEB 2000,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1184
19,1:58.83,Ajee WILSON,08 MAY 1994,USA,3,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1183
19,1:58.83,Winnie NANYONDO,23 AUG 1993,UGA,3,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1183
21,1:58.84,Raevyn ROGERS,07 SEP 1996,USA,3,,"Drake Stadium, Des Moines, IA (USA)",28 JUL 2019,1183
21,1:58.84,Ajee WILSON,08 MAY 1994,USA,3,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1183
23,1:58.99,Eunice Jepkoech SUM,10 APR 1988,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1180
24,1:59.00,Nelly JEPKOSGEI,14 JUL 1991,BRN,4,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1180
25,1:59.04,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,,Goleniow (POL),26 JUN 2019,1179
26,1:59.07,Raevyn ROGERS,07 SEP 1996,USA,5,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1179
27,1:59.13,Natalya PRYSHCHEPA,11 SEP 1994,UKR,1f3,,Oslo (NOR),05 JUL 2019,1178
27,1:59.13,Olha LYAKHOVA,18 MAR 1992,UKR,4,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1178
29,1:59.18,Winnie NANYONDO,23 AUG 1993,UGA,4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1177
30,1:59.22,Ajee WILSON,08 MAY 1994,USA,1,,Kingston (JAM),08 JUN 2019,1176
31,1:59.23,Emily Cherotich TUEI,13 MAY 1986,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",13 SEP 2019,1176
32,1:59.25,Habitam ALEMU,09 JUL 1997,ETH,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1176
33,1:59.33,Kate GRACE,24 OCT 1988,USA,5,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1174
34,1:59.35,Halimah NAKAAYI,16 OCT 1994,UGA,1sf3,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1174
35,1:59.41,Christina HERING,09 OCT 1994,GER,1,,Pfungstadt (GER),21 AUG 2019,1173
36,1:59.50,Nelly JEPKOSGEI,14 JUL 1991,BRN,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1171
36,1:59.50,Natoya GOULE,30 MAR 1991,JAM,1,,Kingston (JAM),21 JUN 2019,1171
36,1:59.50,Raevyn ROGERS,07 SEP 1996,USA,6,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1171
39,1:59.52,Gudaf TSEGAY,23 JUN 1997,ETH,7,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1171
40,1:59.54,Nelly JEPKOSGEI,14 JUL 1991,BRN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1170
41,1:59.56,Winnie NANYONDO,23 AUG 1993,UGA,1,,"Stade Raymond Petit, Tomblaine (FRA)",22 JUN 2019,1170
42,1:59.57,Halimah NAKAAYI,16 OCT 1994,UGA,5,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1170
42,1:59.57,Raevyn ROGERS,07 SEP 1996,USA,1sf1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1170
44,1:59.58,Kate GRACE,24 OCT 1988,USA,1f2,,"Azusa, CA (USA)",09 JUL 2019,1170
45,1:59.71,Eunice Jepkoech SUM,10 APR 1988,KEN,5,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1167
46,1:59.75,Winnie NANYONDO,23 AUG 1993,UGA,2sf1,,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1167
47,1:59.78,Catriona BISSET,01 MAR 1994,AUS,1,,Sydney (AUS),14 APR 2019,1166
48,1:59.82,Natoya GOULE,30 MAR 1991,JAM,6,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1165
48,1:59.82,Alexandra BELL,04 NOV 1992,GBR,3,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165
50,1:59.83,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,4,,"Olympic Stadium, London (GBR)",21 JUL 2019,1165
51,1:59.90,Habitam ALEMU,09 JUL 1997,ETH,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1164
51,1:59.90,Rose Mary ALMANZA,13 JUL 1992,CUB,1,,Sopot (POL),23 JUN 2019,1164
53,1:59.91,Sarah MCDONALD,02 AUG 1993,GBR,1,,Tipton (GBR),13 AUG 2019,1164
54,1:59.92,Shelby HOULIHAN,08 FEB 1993,USA,2f2,,"Azusa, CA (USA)",09 JUL 2019,1164
