Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
65,1:59.94,Rose Mary ALMANZA,13 JUL 1992,CUB,2,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1163
66,1:59.95,Sifan HASSAN,01 JAN 1993,NED,5,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1163
66,1:59.95,Joanna JÓŹWIK,30 JAN 1991,POL,3f1,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1163
68,1:59.96,Maggie VESSEY,23 DEC 1981,USA,2f1,,"Los Angeles, CA (USA)",15 MAY 2014,1163
69,1:59.97,Tigst ASSEFA,03 DEC 1996,ETH,2,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1163
70,1:59.99,Jess JUDD,07 JAN 1995,GBR,8,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1162
71,2:00.01,Sahily DIAGO MESA,26 AUG 1995,CUB,2,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1162
71,2:00.01,Jess JUDD,07 JAN 1995,GBR,3,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1162
73,2:00.02,Lenka MASNÁ,22 APR 1985,CZE,4,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1162
74,2:00.06,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f1,,Burnaby (CAN),10 JUL 2014,1161
74,2:00.06,Rénelle LAMOTE,26 DEC 1993,FRA,9,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1161
76,2:00.07,Ajee WILSON,08 MAY 1994,USA,2,,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,1161
77,2:00.08,Alison LEONARD,17 MAR 1990,GBR,5,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1161
77,2:00.08,Lynsey SHARP,11 JUL 1990,GBR,6,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1161
79,2:00.09,Lynsey SHARP,11 JUL 1990,GBR,4,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1161
80,2:00.12,Yekaterina KUPINA,02 FEB 1986,RUS,2f2,,Sochi (RUS),30 MAY 2014,1160
81,2:00.15,Olha LYAKHOVA,18 MAR 1992,UKR,1f3,,Kyiv (UKR),04 JUN 2014,1160
82,2:00.16,Tigst ASSEFA,03 DEC 1996,ETH,1,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1159
83,2:00.17,Maggie VESSEY,23 DEC 1981,USA,4,,"Sacramento, CA (USA)",29 JUN 2014,1159
84,2:00.18,Ajee WILSON,08 MAY 1994,USA,3,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1159
84,2:00.18,Brenda MARTINEZ,08 SEP 1987,USA,5,,"Sacramento, CA (USA)",29 JUN 2014,1159
86,2:00.20,Lenka MASNÁ,22 APR 1985,CZE,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1159
86,2:00.20,Janeth JEPKOSGEI,13 DEC 1983,KEN,4,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1159
86,2:00.20,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1,,Heusden-Zolder (BEL),19 JUL 2014,1159
89,2:00.21,Marina ARZAMASOVA,17 DEC 1987,BLR,4f1,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1158
90,2:00.28,Natoya GOULE,30 MAR 1991,JAM,1,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1157
90,2:00.28,Janeth JEPKOSGEI,13 DEC 1983,KEN,2,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1157
92,2:00.29,Ajee WILSON,08 MAY 1994,USA,1,,"Ann Arbor, MI (USA)",10 AUG 2014,1157
93,2:00.30,Angelika CICHOCKA,15 MAR 1988,POL,4,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1157
93,2:00.30,Rose Mary ALMANZA,13 JUL 1992,CUB,6,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1157
95,2:00.31,Svetlana ROGOZINA,26 DEC 1992,RUS,1f4,,Moskva (RUS),03 JUL 2014,1157
95,2:00.31,Eunice Jepkoech SUM,10 APR 1988,KEN,1,,"Hampden Park, Glasgow (GBR)",01 AUG 2014,1157
95,2:00.31,Marina ARZAMASOVA,17 DEC 1987,BLR,3,,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,1157
98,2:00.32,Jennifer MEADOWS,17 APR 1981,GBR,7,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1157
99,2:00.36,Marina ARZAMASOVA,17 DEC 1987,BLR,1sf1,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1156
100,2:00.37,Marina ARZAMASOVA,17 DEC 1987,BLR,4,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1156
101,2:00.38,Chanelle PRICE,22 AUG 1990,USA,1f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1155
102,2:00.40,Marina ARZAMASOVA,17 DEC 1987,BLR,3,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1155
103,2:00.41,Justine FEDRONIC,11 MAY 1991,FRA,10,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1155
104,2:00.43,Angelika CICHOCKA,15 MAR 1988,POL,5,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1155
104,2:00.43,Tigst ASSEFA,03 DEC 1996,ETH,4,,"Le Grande Stade, Marrakesh (MAR)",14 AUG 2014,1155
106,2:00.44,Brenda MARTINEZ,08 SEP 1987,USA,5,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1154
107,2:00.48,Maggie VESSEY,23 DEC 1981,USA,2f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1154
108,2:00.49,Janeth JEPKOSGEI,13 DEC 1983,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1153
108,2:00.49,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,1,,"Hayward Field, Eugene, OR (USA)",24 JUL 2014,1153
110,2:00.50,Hannah ENGLAND,06 MAR 1987,GBR,1f1,,Oxford (GBR),19 JUL 2014,1153
111,2:00.51,Jennifer MEADOWS,17 APR 1981,GBR,5,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2014,1153
111,2:00.51,Noélie YARIGO,26 DEC 1985,BEN,1f1,,Ninove (BEL),02 AUG 2014,1153
113,2:00.52,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,3f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1153
114,2:00.54,Laura ROESLER,19 DEC 1991,USA,1f1,,"Walnut, CA (USA)",19 APR 2014,1153
115,2:00.55,Molly LUDLOW,04 AUG 1987,USA,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1152
115,2:00.55,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,2,,Heusden-Zolder (BEL),19 JUL 2014,1152
117,2:00.56,Tintu LUKA,26 APR 1989,IND,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1152
117,2:00.56,Rénelle LAMOTE,26 DEC 1993,FRA,3,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1152
119,2:00.57,Tigst ASSEFA,03 DEC 1996,ETH,4,,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,1152
120,2:00.58,Malika AKKAOUI,25 DEC 1987,MAR,6,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1152
120,2:00.58,Joanna JÓŹWIK,30 JAN 1991,POL,2sf1,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1152
120,2:00.58,Federica DEL BUONO,12 DEC 1994,ITA,5f1,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1152
123,2:00.59,Angela PETTY,16 AUG 1991,NZL,1f1,,Stretford (GBR),12 JUL 2014,1152
124,2:00.60,Molly LUDLOW,04 AUG 1987,USA,1,,"San Marcos, TX (USA)",23 MAY 2014,1152
125,2:00.65,Heather KAMPF,19 JAN 1987,USA,4f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1151
126,2:00.67,Yevgeniya ZINUROVA,16 NOV 1982,RUS,3f2,,Sochi (RUS),30 MAY 2014,1150
126,2:00.67,Laura MUIR,09 MAY 1993,GBR,4,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1150
126,2:00.67,Janeth JEPKOSGEI,13 DEC 1983,KEN,5,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1150
129,2:00.70,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,7,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1150
130,2:00.71,Marina ARZAMASOVA,17 DEC 1987,BLR,1,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1150
131,2:00.72,Marina ARZAMASOVA,17 DEC 1987,BLR,7,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1149
131,2:00.72,Agatha JERUTO,02 APR 1994,KEN,4,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1149
133,2:00.73,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,3f1,,"Los Angeles, CA (USA)",15 MAY 2014,1149
134,2:00.74,Rose Mary ALMANZA,13 JUL 1992,CUB,8,,"Stadio Olimpico, Roma (ITA)",05 JUN 2014,1149
135,2:00.76,Svetlana ROGOZINA,26 DEC 1992,RUS,5,,"Letzigrund, Zürich (SUI)",16 AUG 2014,1149
136,2:00.79,Molly LUDLOW,04 AUG 1987,USA,6,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1148
136,2:00.79,Janeth JEPKOSGEI,13 DEC 1983,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1148
136,2:00.79,Rose Mary ALMANZA,13 JUL 1992,CUB,1,,Veracruz (MEX),25 NOV 2014,1148
139,2:00.80,Lynsey SHARP,11 JUL 1990,GBR,5,,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,1148
140,2:00.82,Joanna JÓŹWIK,30 JAN 1991,POL,5,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1148
141,2:00.83,Svetlana ROGOZINA,26 DEC 1992,RUS,3sf1,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1147
141,2:00.83,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,6,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1147
143,2:00.84,Malika AKKAOUI,25 DEC 1987,MAR,2h2,,"Le Grande Stade, Marrakesh (MAR)",13 AUG 2014,1147
144,2:00.86,Justine FEDRONIC,11 MAY 1991,FRA,2f1,,Ninove (BEL),02 AUG 2014,1147
145,2:00.87,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f2,,Windsor (CAN),24 MAY 2014,1147
146,2:00.90,Angelika CICHOCKA,15 MAR 1988,POL,5f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1146
146,2:00.90,Olha LYAKHOVA,18 MAR 1992,UKR,8,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1146
148,2:00.91,Jennifer MEADOWS,17 APR 1981,GBR,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1146
148,2:00.91,Rose Mary ALMANZA,13 JUL 1992,CUB,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1146
148,2:00.91,Molly LUDLOW,04 AUG 1987,USA,2,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1146
148,2:00.91,Charlene LIPSEY,16 JUL 1991,USA,2,,"Moratalaz, Madrid (ESP)",19 JUL 2014,1146
148,2:00.91,Vanya STAMBOLOVA,28 NOV 1983,BUL,6,,"Letzigrund, Zürich (SUI)",16 AUG 2014,1146
153,2:00.92,Marina POSPELOVA,23 JUL 1990,RUS,4,,"Luzhniki, South Arena, Moskva (RUS)",12 JUN 2014,1146
153,2:00.92,Jessica SMITH,11 OCT 1989,CAN,3,,Heusden-Zolder (BEL),19 JUL 2014,1146
153,2:00.92,Lenka MASNÁ,22 APR 1985,CZE,7,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1146
156,2:00.93,Ajee WILSON,08 MAY 1994,USA,1sf2,,"Sacramento, CA (USA)",27 JUN 2014,1146
157,2:00.94,Vanya STAMBOLOVA,28 NOV 1983,BUL,1,,Stara Zagora (BUL),19 JUL 2014,1145
157,2:00.94,Tigst ASSEFA,03 DEC 1996,ETH,1h3,,"Le Grande Stade, Marrakesh (MAR)",13 AUG 2014,1145
159,2:00.95,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,1f2,,Oordegem (BEL),31 MAY 2014,1145
159,2:00.95,Agatha JERUTO,02 APR 1994,KEN,7,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1145
159,2:00.95,Marina ARZAMASOVA,17 DEC 1987,BLR,1,,"Kadrioru staadion, Tallinn (EST)",21 JUN 2014,1145
159,2:00.95,LaTavia THOMAS,17 DEC 1988,USA,3,,"Moratalaz, Madrid (ESP)",19 JUL 2014,1145
163,2:00.96,Sahily DIAGO MESA,26 AUG 1995,CUB,6,,"Le Grande Stade, Marrakesh (MAR)",13 SEP 2014,1145
164,2:00.99,Molly LUDLOW,04 AUG 1987,USA,1,,Bellinzona (SUI),03 JUN 2014,1145
164,2:00.99,Marina POSPELOVA,23 JUL 1990,RUS,2f4,,Moskva (RUS),03 JUL 2014,1145
164,2:00.99,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,6,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1145
167,2:01.02,Charlene LIPSEY,16 JUL 1991,USA,6,,"Sacramento, CA (USA)",29 JUN 2014,1144
168,2:01.05,Yevgeniya SUBBOTINA,30 OCT 1989,RUS,2,,Kazan (RUS),24 JUL 2014,1144
169,2:01.06,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,8,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1143
169,2:01.06,Tigst ASSEFA,03 DEC 1996,ETH,7,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1143
171,2:01.07,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,1,,Amsterdam (NED),27 JUL 2014,1143
172,2:01.09,Charlene LIPSEY,16 JUL 1991,USA,1,,"Baton Rouge, LA (USA)",19 APR 2014,1143
173,2:01.10,Laura ROESLER,19 DEC 1991,USA,1,,"Eugene, OR (USA)",05 APR 2014,1143
173,2:01.10,Geena GALL,18 JAN 1987,USA,2f1,,"Walnut, CA (USA)",19 APR 2014,1143
175,2:01.11,LaTavia THOMAS,17 DEC 1988,USA,2,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1142
175,2:01.11,Jennifer MEADOWS,17 APR 1981,GBR,9,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1142
177,2:01.12,Shelby HOULIHAN,08 FEB 1993,USA,7,,"Sacramento, CA (USA)",29 JUN 2014,1142
178,2:01.13,Malika AKKAOUI,25 DEC 1987,MAR,3,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1142
178,2:01.13,Anna MUSINA,03 NOV 1984,RUS,3,,Kazan (RUS),24 JUL 2014,1142
178,2:01.13,Janeth JEPKOSGEI,13 DEC 1983,KEN,2h3,,"Le Grande Stade, Marrakesh (MAR)",13 AUG 2014,1142
181,2:01.14,Molly LUDLOW,04 AUG 1987,USA,4,,"Moratalaz, Madrid (ESP)",19 JUL 2014,1142
182,2:01.15,Geena GALL,18 JAN 1987,USA,6f2,,"Hayward Field, Eugene, OR (USA)",30 MAY 2014,1142
182,2:01.15,Heather KAMPF,19 JAN 1987,USA,8,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1142
182,2:01.15,Charlene LIPSEY,16 JUL 1991,USA,2,,"Ann Arbor, MI (USA)",10 AUG 2014,1142
182,2:01.15,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1142
186,2:01.20,Eunice Jepkoech SUM,10 APR 1988,KEN,1,,Sydney (AUS),15 MAR 2014,1141
187,2:01.22,Laura ROESLER,19 DEC 1991,USA,1,,"Eugene, OR (USA)",13 JUN 2014,1140
187,2:01.22,Kate GRACE,24 OCT 1988,USA,3,,"Ann Arbor, MI (USA)",10 AUG 2014,1140
189,2:01.23,Aníta HINRIKSDÓTTIR,13 JAN 1996,ISL,2,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1140
190,2:01.24,Elena Mirela LAVRIC,17 FEB 1991,ROU,4sf1,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1140
191,2:01.25,Heather KAMPF,19 JAN 1987,USA,1,,Cork (IRL),08 JUL 2014,1140
191,2:01.25,Christina HERING,09 OCT 1994,GER,8,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1140
193,2:01.26,Brittany MCGOWAN,24 APR 1991,AUS,1,,Brisbane (AUS),29 MAR 2014,1140
194,2:01.27,Agatha JERUTO,02 APR 1994,KEN,4,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1140
195,2:01.29,Natoya GOULE,30 MAR 1991,JAM,1,,"Murfreesboro, TN (USA)",08 JUN 2014,1139
196,2:01.31,Luiza GEGA,05 NOV 1988,ALB,1f1,,"Dinamo Arena, Tbilisi (GEO)",21 JUN 2014,1139
197,2:01.32,Rose Mary ALMANZA,13 JUL 1992,CUB,1,,Camagüey (CUB),09 MAR 2014,1139
197,2:01.32,Joanna JÓŹWIK,30 JAN 1991,POL,5,,"Moratalaz, Madrid (ESP)",19 JUL 2014,1139
197,2:01.32,Lynsey SHARP,11 JUL 1990,GBR,1sf2,,"Letzigrund, Zürich (SUI)",14 AUG 2014,1139
200,2:01.34,Tigst ASSEFA,03 DEC 1996,ETH,2,,Bellinzona (SUI),03 JUN 2014,1138
200,2:01.34,Natoya GOULE,30 MAR 1991,JAM,1,,Kingston (JAM),28 JUN 2014,1138
200,2:01.34,Lynsey SHARP,11 JUL 1990,GBR,2,,"Hampden Park, Glasgow (GBR)",01 AUG 2014,1138
203,2:01.35,Maggie VESSEY,23 DEC 1981,USA,3f1,,"Walnut, CA (USA)",19 APR 2014,1138
203,2:01.35,Rénelle LAMOTE,26 DEC 1993,FRA,2f2,,Oordegem (BEL),31 MAY 2014,1138
203,2:01.35,Svetlana ULOGA,23 NOV 1986,RUS,1f1,,Montbéliard (FRA),06 JUN 2014,1138
206,2:01.37,Joanna JÓŹWIK,30 JAN 1991,POL,1,,Dessau (GER),11 JUN 2014,1138
207,2:01.38,Diane CUMMINS,19 JAN 1974,CAN,2,,Victoria (CAN),08 JUL 2014,1138
207,2:01.38,Eunice Jepkoech SUM,10 APR 1988,KEN,1sf1,,"Hampden Park, Glasgow (GBR)",31 JUL 2014,1138
207,2:01.38,Winnie NANYONDO,23 AUG 1993,UGA,3,,"Hampden Park, Glasgow (GBR)",01 AUG 2014,1138
210,2:01.40,Lynsey SHARP,11 JUL 1990,GBR,1,,Birmingham (GBR),29 JUN 2014,1137
211,2:01.41,Vanya STAMBOLOVA,28 NOV 1983,BUL,1,,"Daugava Stadium, Riga (LAT)",21 JUN 2014,1137
