Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:55.28,Caster SEMENYA,07 JAN 1991,RSA,1,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1248
2,1:55.33,Caster SEMENYA,07 JAN 1991,RSA,1,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1247
3,1:55.68,Caster SEMENYA,07 JAN 1991,RSA,1,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1241
4,1:56.24,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1230
5,1:56.44,Caster SEMENYA,07 JAN 1991,RSA,1,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1227
6,1:56.49,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1226
7,1:56.64,Caster SEMENYA,07 JAN 1991,RSA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1223
7,1:56.64,Caster SEMENYA,07 JAN 1991,RSA,1f1,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1223
9,1:56.76,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1221
10,1:56.89,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,3,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1219
11,1:56.92,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1218
12,1:57.02,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1216
13,1:57.04,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,3,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1216
14,1:57.37,Joanna JÓŹWIK,30 JAN 1991,POL,5,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1210
15,1:57.43,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1,,Edmonton (CAN),15 JUL 2016,1209
16,1:57.47,Eunice Jepkoech SUM,10 APR 1988,KEN,3,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1208
17,1:57.52,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,1,,Montreuil-sous-Bois (FRA),07 JUN 2016,1207
18,1:57.58,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1206
19,1:57.68,Molly LUDLOW,04 AUG 1987,USA,4,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1204
20,1:57.69,Lynsey SHARP,11 JUL 1990,GBR,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1204
21,1:57.71,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1204
22,1:57.74,Francine NIYONSABA,05 MAY 1993,BDI,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1203
23,1:57.75,Lynsey SHARP,11 JUL 1990,GBR,5,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1203
24,1:57.95,Eunice Jepkoech SUM,10 APR 1988,KEN,3,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1199
25,1:58.01,Rénelle LAMOTE,26 DEC 1993,FRA,2,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1198
26,1:58.15,Caster SEMENYA,07 JAN 1991,RSA,1sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1196
27,1:58.20,Francine NIYONSABA,05 MAY 1993,BDI,2f1,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1195
27,1:58.20,Caster SEMENYA,07 JAN 1991,RSA,1,,Durban (RSA),26 JUN 2016,1195
27,1:58.20,Joanna JÓŹWIK,30 JAN 1991,POL,4,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1195
30,1:58.21,Joanna JÓŹWIK,30 JAN 1991,POL,4,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1194
31,1:58.26,Caster SEMENYA,07 JAN 1991,RSA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1194
32,1:58.27,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,1,,Eldoret (KEN),01 JUL 2016,1193
33,1:58.28,Kate GRACE,24 OCT 1988,USA,5,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1193
34,1:58.31,Lynsey SHARP,11 JUL 1990,GBR,5,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1193
35,1:58.36,Marina ARZAMASOVA,17 DEC 1987,BLR,6,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1192
36,1:58.38,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1h4,,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1191
37,1:58.41,Eunice Jepkoech SUM,10 APR 1988,KEN,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1191
38,1:58.44,Marina ARZAMASOVA,17 DEC 1987,BLR,2h4,,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1190
39,1:58.45,Caster SEMENYA,07 JAN 1991,RSA,1,,Stellenbosch (RSA),16 APR 2016,1190
40,1:58.48,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,3,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1190
41,1:58.49,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,,Barcelona (ESP),30 JUN 2016,1189
42,1:58.52,Lynsey SHARP,11 JUL 1990,GBR,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1189
43,1:58.60,Natalya PRYSHCHEPA,11 SEP 1994,UKR,7,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1187
44,1:58.65,Lynsey SHARP,11 JUL 1990,GBR,2sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1186
45,1:58.71,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1185
46,1:58.77,Selina BÜCHEL,26 JUL 1991,SUI,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1184
47,1:58.79,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f1,,Burnaby (CAN),17 JUN 2016,1184
47,1:58.79,Kate GRACE,24 OCT 1988,USA,3sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1184
49,1:58.84,Sahily DIAGO MESA,26 AUG 1995,CUB,1,,Puebla (MEX),17 APR 2016,1183
49,1:58.84,Rénelle LAMOTE,26 DEC 1993,FRA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1183
49,1:58.84,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,8,,"Letzigrund, Zürich (SUI)",01 SEP 2016,1183
52,1:58.87,Marina ARZAMASOVA,17 DEC 1987,BLR,4sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1183
53,1:58.90,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f4,,Victoria (CAN),19 JUN 2016,1182
54,1:58.93,Lisneidy VEITÍA,29 APR 1994,CUB,2f1,,Barcelona (ESP),30 JUN 2016,1181
54,1:58.93,Joanna JÓŹWIK,30 JAN 1991,POL,1sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1181
