Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:55.04,,Athing MU,08 JUN 2002,USA,1,,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1253
2,1:55.88,,Keely HODGKINSON,03 MAR 2002,GBR,2,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1237
3,1:56.28,,Rose Mary ALMANZA,13 JUL 1992,CUB,1,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1230
4,1:56.44,,Natoya GOULE,30 MAR 1991,JAM,2,,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1227
5,1:56.67,,Werkuha GETACHEW,07 DEC 1995,ETH,1,,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1223
6,1:56.73,,Laura MUIR,09 MAY 1993,GBR,1,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1221
7,1:56.81,,Raevyn ROGERS,07 SEP 1996,USA,3,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1220
8,1:56.90,,Jemma REEKIE,06 MAR 1998,GBR,4,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1218
9,1:57.00,,Chunyu WANG,17 JAN 1995,CHN,5,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1217
10,1:57.20,,Kate GRACE,24 OCT 1988,USA,3,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1213
11,1:57.52,,Gudaf TSEGAY,23 JAN 1997,ETH,1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA) (i)",14 FEB 2021,1227
12,1:57.56,,Habitam ALEMU,09 JUL 1997,ETH,6,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1206
13,1:57.57,,Freweyni HAILU,12 FEB 2001,ETH,1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1206
14,1:57.66,,Alexandra BELL,04 NOV 1992,GBR,7,,"National Stadium, Tokyo (JPN)",03 AUG 2021,1204
15,1:57.98,,Rénelle LAMOTE,26 DEC 1993,FRA,6,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1199
16,1:58.03,,Halimah NAKAAYI,16 OCT 1994,UGA,7,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1198
17,1:58.09,,Catriona BISSET,01 MAR 1994,AUS,2,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1197
18,1:58.26,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1194
19,1:58.36,,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1,,"Hughes Stadium, Sacramento, CA (USA)",10 JUL 2021,1192
20,1:58.39,,Ajee' WILSON,08 MAY 1994,USA,3,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1191
21,1:58.55,,Michaela MEYER,04 JUL 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1188
22,1:58.62,,Sadi HENDERSON,12 APR 1996,USA,2,,"Hughes Stadium, Sacramento, CA (USA)",10 JUL 2021,1187
23,1:58.68,,Katharina TROST,28 JUN 1995,GER,4,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1186
24,1:58.70,,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,1f1,,"Griswold Stadium, Portland, OR (USA)",29 MAY 2021,1186
25,1:58.71,,Worknesh MESELE,11 JUN 2001,ETH,3,,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1185
26,1:58.73,,Chanelle PRICE,22 AUG 1990,USA,5,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1185
27,1:58.77,,Sabrina SOUTHERLAND,18 DEC 1995,USA,3,,"Hughes Stadium, Sacramento, CA (USA)",10 JUL 2021,1184
28,1:59.02,,Allie WILSON,31 MAR 1996,USA,6,,"Hayward Field, Eugene, OR (USA)",27 JUN 2021,1180
29,1:59.06,,Lore HOFFMANN,25 JUL 1996,SUI,3,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1179
30,1:59.17,,Cory Ann MCGEE,29 MAY 1992,USA,5f1,,"Griswold Stadium, Portland, OR (USA)",29 MAY 2021,1177
31,1:59.19,,Lindsey BUTTERWORTH,27 SEP 1992,CAN,1,,"Complexe Sportif Claude-Robillard, Montréal (CAN)",25 JUN 2021,1177
32,1:59.22,,Linden HALL,20 JUN 1991,AUS,2,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",27 MAR 2021,1176
33,1:59.24,,Majtie KOLBERG,05 DEC 1999,GER,1f1,,"VITA Atletiek, Ninove (BEL)",17 JUL 2021,1176
34,1:59.25,,Mary MORAA,15 JUN 2000,KEN,1,,"Sollentunavallen, Sollentuna (SWE)",13 JUN 2021,1176
35,1:59.39,,Netsanet DESTA,26 OCT 2000,ETH,4,,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1173
36,1:59.41,,Sara KUIVISTO,17 AUG 1991,FIN,6sf2,,"National Stadium, Tokyo (JPN)",31 JUL 2021,1173
37,1:59.46,,Diribe WELTEJI,13 MAY 2002,ETH,2,,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",30 JUN 2021,1172
38,1:59.49,,Lovisa LINDH,09 JUL 1991,SWE,6,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1171
39,1:59.50,,Adelle TRACEY,27 MAY 1993,GBR,4f1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1171
40,1:59.54,,Ellie BAKER,03 JUN 1998,GBR,2,,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,1170
