Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:56.07,,Tatyana ANDRIANOVA,10 DEC 1979,RUS,1,,Tula (RUS),11 JUL 2005,1234
2,1:56.93,,Svetlana CHERKASOVA,20 MAY 1978,RUS,1f2,,Kazan (RUS),25 JUN 2005,1218
3,1:57.33,,Larisa CHZHAO,04 FEB 1971,RUS,2,,Tula (RUS),11 JUL 2005,1210
4,1:57.35,,Svetlana KLYUKA,27 DEC 1978,RUS,3,,Tula (RUS),11 JUL 2005,1210
5,1:57.55,,Olga KOTLYAROVA,12 APR 1976,RUS,2,,Oslo (NOR),29 JUL 2005,1206
6,1:57.82,,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,,Rovereto (ITA),31 AUG 2005,1202
7,1:57.92,,Zulia CALATAYUD,09 NOV 1979,CUB,1sf2,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1200
8,1:57.99,,Hazel CLARK,03 OCT 1977,USA,4,,Oslo (NOR),29 JUL 2005,1198
9,1:58.17,,Svetlana USOVICH,14 OCT 1980,BLR,1,,Minsk (BLR),24 JUN 2005,1195
10,1:58.41,,Hasna BENHASSI,01 JUN 1978,MAR,1f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1191
11,1:58.48,,Irina VASHENTSEVA,30 SEP 1980,RUS,2,,Moskva (RUS) (i),23 JAN 2005,1211
12,1:58.49,,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,,Karlsruhe (GER) (i),13 FEB 2005,1211
13,1:58.72,,Natalya LAVSHUK,22 FEB 1980,RUS,5f2,,Kazan (RUS),25 JUN 2005,1185
14,1:58.88,,Kenia SINCLAIR,14 JUL 1980,JAM,3f1,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1182
15,1:59.29,,Alice SCHMIDT,03 OCT 1981,USA,1,,Lignano (ITA),17 JUL 2005,1175
16,1:59.33,,Zhanna SMOLINA,19 JAN 1978,RUS,1,,Moskva (RUS),16 JUL 2005,1174
17,1:59.40,,Mayte MARTÍNEZ,17 MAY 1976,ESP,4sf1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1173
