Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:59.87,Shona MCCULLOCH,08 MAY 1999,CAN,1,,"Renton, WA (USA)",18 JUN 2016,1046
2,10:00.38,Weini KELATI FREZGHI,01 DEC 1996,ERI,1f2,,"Greensboro, NC (USA)",18 JUN 2016,1044
3,10:00.44,Nevada MARENO,08 JUL 1999,USA,2f2,,"Greensboro, NC (USA)",18 JUN 2016,1044
4,10:05.63,Fiona O'KEEFFE,24 MAY 1998,USA,2,,"Renton, WA (USA)",18 JUN 2016,1028
5,10:08.64,Abbey WHEELER,29 OCT 1998,USA,3f2,,"Greensboro, NC (USA)",18 JUN 2016,1019
6,10:08.89,Brie OAKLEY,25 MAR 1999,USA,3,,"Renton, WA (USA)",18 JUN 2016,1019
7,10:11.24,Rebecca STORY,12 OCT 1999,USA,4,,"Renton, WA (USA)",18 JUN 2016,1012
8,10:11.36,Molly BORN,,USA,5,,"Renton, WA (USA)",18 JUN 2016,1011
9,10:17.03,Aubrey ROBERTS,30 JAN 1998,USA,6,,"Renton, WA (USA)",18 JUN 2016,995
10,10:19.85,Jessica DROP,07 OCT 1998,USA,4f2,,"Greensboro, NC (USA)",18 JUN 2016,987
11,10:22.14,Destiny COLLINS,08 APR 1998,USA,5f2,,"Greensboro, NC (USA)",18 JUN 2016,980
12,10:22.58,Emma Grace HURLEY,1997,USA,1,,"Mobile, AL (USA)",02 APR 2016,979
13,10:22.60,Libby DAVIDSON,28 MAY 1999,USA,7,,"Renton, WA (USA)",18 JUN 2016,979
14,10:27.05,Kelsey CHMIEL,01 AUG 2001,USA,6f2,,"Greensboro, NC (USA)",18 JUN 2016,966
15,10:28.55,Margie CULLEN,17 MAR 1998,USA,1,,"Somerville, MA (USA)",29 MAY 2016,961
16,10:28.66,Grace PING,07 JUL 2003,USA,7f2,,"Greensboro, NC (USA)",18 JUN 2016,961
17,10:29.80,Sara PLATEK,20 OCT 1998,USA,8f2,,"Greensboro, NC (USA)",18 JUN 2016,958
18,10:29.93,Diana VIZZA,19 APR 1998,USA,8,,"Renton, WA (USA)",18 JUN 2016,957
19,10:32.22,Maddy TREVISAN,,USA,1f1,,"Greensboro, NC (USA)",18 JUN 2016,951
20,10:33.43,Elisabeth DANIS,26 MAR 1998,USA,2f1,,"Greensboro, NC (USA)",18 JUN 2016,947
21,10:39.11,Katie MUNKS,30 JUN 1998,USA,3f1,,"Greensboro, NC (USA)",18 JUN 2016,931
22,10:42.58,Claire MARKEY,,USA,2,,"Somerville, MA (USA)",29 MAY 2016,921
23,10:45.99,Amanda VESTRI,01 SEP 1999,USA,9f2,,"Greensboro, NC (USA)",18 JUN 2016,912
24,10:46.92,Katrina PATTERSON,1999,USA,4f1,,"Greensboro, NC (USA)",18 JUN 2016,909
25,10:51.18,Anna ELKIN,,USA,5f1,,"Greensboro, NC (USA)",18 JUN 2016,897
26,10:53.57,Abbey GREEN,,USA,6f1,,"Greensboro, NC (USA)",18 JUN 2016,891
27,10:53.62,Rebecca GRUSBY,,USA,3,,"Somerville, MA (USA)",29 MAY 2016,890
28,10:54.60,Bridget KANALEY,,USA,7f1,,"Greensboro, NC (USA)",18 JUN 2016,888
29,10:58.16,Abby FISHER,,USA,4,,"Somerville, MA (USA)",29 MAY 2016,878
30,10:59.04,Bethany NUNNERY,,USA,8f1,,"Greensboro, NC (USA)",18 JUN 2016,875
31,11:01.23,Rachel BONNER,,USA,10f2,,"Greensboro, NC (USA)",18 JUN 2016,869
32,11:02.36,Bethlehem TAYE,,USA,9f1,,"Greensboro, NC (USA)",18 JUN 2016,866
33,11:06.82,Jacqueline GAUGHAN,1999,USA,11f2,,"Greensboro, NC (USA)",18 JUN 2016,854
34,11:08.67,Natalie NEAMTU,,USA,10f1,,"Greensboro, NC (USA)",18 JUN 2016,849
35,11:08.89,Maggie HALLAHAN,,USA,12f2,,"Greensboro, NC (USA)",18 JUN 2016,849
36,11:17.21,Paige LAWLER,,USA,5,,"Somerville, MA (USA)",29 MAY 2016,826
37,11:18.93,Meredith CORDA,,USA,11f1,,"Greensboro, NC (USA)",18 JUN 2016,822
