Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,10:07.35,Wesley FRAZIER,03 SEP 1995,USA,1,,"Greensboro, NC (USA)",16 JUN 2013,1023
2,10:13.58,Annie HEFFERNAN,05 JUL 1996,USA,2,,"Greensboro, NC (USA)",16 JUN 2013,1005
3,10:16.20,Hannah DEBALSI,25 FEB 1998,USA,3,,"Greensboro, NC (USA)",16 JUN 2013,997
4,10:19.59,Katie KNIGHT,12 APR 1995,USA,4,,"Greensboro, NC (USA)",16 JUN 2013,987
5,10:19.68,Caroline ALCORTA,27 MAY 1996,USA,5,,"Greensboro, NC (USA)",16 JUN 2013,987
6,10:21.47,Sarah DISANZA,22 AUG 1995,USA,6,,"Greensboro, NC (USA)",16 JUN 2013,982
7,10:24.30,Stephanie JENKS,17 AUG 1997,USA,7,,"Greensboro, NC (USA)",16 JUN 2013,974
8,10:24.44,Bethanie BROWN,29 JUL 1994,USA,8,,"Greensboro, NC (USA)",16 JUN 2013,973
9,10:26.20,Catarina ROCHA,10 DEC 1994,USA,9,,"Greensboro, NC (USA)",16 JUN 2013,968
10,10:26.77,Katie LEMBO,11 APR 1996,USA,10,,"Greensboro, NC (USA)",16 JUN 2013,966
11,10:28.84,Bella BURDA,16 SEP 1997,USA,11,,"Greensboro, NC (USA)",16 JUN 2013,960
12,10:30.03,Madeline PEREZ,24 JUN 1996,USA,12,,"Greensboro, NC (USA)",16 JUN 2013,957
13,10:33.32,Julie MCCONVILLE,,USA,1,,"Pembroke, MA (USA)",26 MAY 2013,948
14,10:34.25,Catarina ROCHA,10 DEC 1994,USA,1f2,,"Westfield, MA (USA)",01 JUN 2013,945
15,10:35.47,Summer HARPER,,USA,13,,"Greensboro, NC (USA)",16 JUN 2013,941
16,10:38.11,Julie MCCONVILLE,,USA,2f2,,"Westfield, MA (USA)",01 JUN 2013,934
17,10:40.68,Catarina ROCHA,10 DEC 1994,USA,1,,"Andover, MA (USA)",25 MAY 2013,927
18,10:41.82,Maggie DRAZBA,17 SEP 1995,USA,14,,"Greensboro, NC (USA)",16 JUN 2013,923
19,10:44.96,Lucy BILES,08 AUG 1997,USA,15,,"Greensboro, NC (USA)",16 JUN 2013,915
20,10:45.06,Maggie SCHMAEDICK,13 FEB 1995,USA,16,,"Greensboro, NC (USA)",16 JUN 2013,914
21,10:45.20,Caroline ALCORTA,27 MAY 1996,USA,1,,"Richmond, VA (USA)",10 MAY 2013,914
