Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:59.08,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1236
2,9:14.71,Beatrice CHEBET,05 MAR 2000,KEN,2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1186
3,9:15.74,Laura GALVÁN,05 OCT 1991,MEX,3,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1182
4,9:16.73,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,4,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1179
5,9:17.62,Helen SCHLACHTENHAUFEN,14 MAR 1995,USA,5,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1176
6,9:18.73,Elly HENES,13 OCT 1998,USA,6,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1173
7,9:19.01,Edinah JEBITOK,10 NOV 2001,KEN,7,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1172
8,9:20.17,Eleanor FULTON,17 MAY 1993,USA,8,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1168
9,9:20.19,Whittni MORGAN,22 OCT 1997,USA,9,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1168
10,9:32.99,Nadia BATTOCLETTI,12 APR 2000,ITA,1,,"Arena Civica, Milano (ITA)",23 APR 2022,1128
11,9:35.67,Danielle JONES,21 AUG 1996,USA,10,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1120
12,9:40.44,Ella DONAGHU,13 APR 1998,USA,11,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1105
13,9:41.11,Taryn RAWLINGS,17 APR 1996,USA,12,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1103
14,9:50.70,Dalia FRIAS,,USA,1,,"UW Husky Track, Seattle, WA (USA)",15 JUN 2022,1073
15,9:50.72,Irene RIGGS,28 DEC 2004,USA,2,,"UW Husky Track, Seattle, WA (USA)",15 JUN 2022,1073
16,9:51.48,Kate PETERS,26 JAN 2005,USA,1f2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2022,1071
17,9:55.33,Francine NIYOMUKUNZI,01 AUG 1999,BDI,2,,"Arena Civica, Milano (ITA)",23 APR 2022,1059
18,9:56.11,Ellie SHEA,06 SEP 2005,USA,2f2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2022,1057
19,10:00.88,Julia FLYNN,,USA,3f2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2022,1043
20,10:03.18,Angelina PEREZ,,USA,1f2,,"Franklin Field, Philadelphia, PA (USA)",17 JUN 2022,1036
21,10:03.61,Eva KLNGBELL,,USA,3,,"UW Husky Track, Seattle, WA (USA)",15 JUN 2022,1034
22,10:04.51,Mia COCHRAN,,USA,1,,"P3R Track & Field Complex, Pittsburgh, PA (USA)",04 JUN 2022,1032
23,10:05.25,Bethany MICHALAK,,USA,4,,"UW Husky Track, Seattle, WA (USA)",15 JUN 2022,1030
24,10:05.65,Kayla WERNER,,USA,5,,"UW Husky Track, Seattle, WA (USA)",15 JUN 2022,1028
25,10:06.44,Giovanna SELVA,17 SEP 2000,ITA,3,,"Arena Civica, Milano (ITA)",23 APR 2022,1026
26,10:06.75,Riley STEWART,,USA,4f2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2022,1025
27,10:08.50,Zariel MACCHIA,14 MAY 2006,USA,2f2,,"Franklin Field, Philadelphia, PA (USA)",17 JUN 2022,1020
