Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:59.96,Anna ROHRER,24 FEB 1997,USA,1,,"Shoreline, WA (USA)",20 JUN 2015,1045
2,10:00.90,Destiny COLLINS,08 APR 1998,USA,2,,"Shoreline, WA (USA)",20 JUN 2015,1043
3,10:03.24,Hannah DEBALSI,25 FEB 1998,USA,3,,"Shoreline, WA (USA)",20 JUN 2015,1036
4,10:07.16,Ryen FRAZIER,14 FEB 1997,USA,1f2,,"Greensboro, NC (USA)",20 JUN 2015,1024
5,10:11.87,Fiona O'KEEFFE,24 MAY 1998,USA,4,,"Shoreline, WA (USA)",20 JUN 2015,1010
6,10:14.78,Audrey BELF,28 DEC 1996,USA,5,,"Shoreline, WA (USA)",20 JUN 2015,1001
7,10:16.19,Hannah BENNISON,29 AUG 1999,CAN,6,,"Shoreline, WA (USA)",20 JUN 2015,997
8,10:24.42,Bella BURDA,16 SEP 1997,USA,7,,"Shoreline, WA (USA)",20 JUN 2015,973
9,10:24.67,Libby DAVIDSON,28 MAY 1999,USA,2f2,,"Greensboro, NC (USA)",20 JUN 2015,972
10,10:24.72,Rachel DADAMIO,11 OCT 1996,USA,3f2,,"Greensboro, NC (USA)",20 JUN 2015,972
11,10:27.37,Kate MURPHY,15 AUG 1999,USA,8,,"Shoreline, WA (USA)",20 JUN 2015,965
12,10:28.32,Jordan OAKES,08 MAY 1999,USA,9,,"Shoreline, WA (USA)",20 JUN 2015,962
13,10:28.69,Alicia MONSON,13 MAY 1998,USA,4f2,,"Greensboro, NC (USA)",20 JUN 2015,961
14,10:29.11,Morgan ILSE,,USA,5f2,,"Greensboro, NC (USA)",20 JUN 2015,960
15,10:30.12,Sara PLATEK,20 OCT 1998,USA,6f2,,"Greensboro, NC (USA)",20 JUN 2015,957
16,10:32.06,Makena MORLEY,21 NOV 1996,USA,10,,"Shoreline, WA (USA)",20 JUN 2015,951
17,10:32.12,Caroline YARBROUGH,,USA,7f2,,"Greensboro, NC (USA)",20 JUN 2015,951
18,10:37.75,Emma Grace HURLEY,1997,USA,8f2,,"Greensboro, NC (USA)",20 JUN 2015,935
19,10:38.49,Abbey WHEELER,29 OCT 1998,USA,9f2,,"Greensboro, NC (USA)",20 JUN 2015,933
20,10:40.56,Aislinn DEVLIN,,USA,10f2,,"Greensboro, NC (USA)",20 JUN 2015,927
21,10:41.05,Margie CULLEN,17 MAR 1998,USA,1f1,,"Greensboro, NC (USA)",20 JUN 2015,926
22,10:41.42,Margie CULLEN,17 MAR 1998,USA,1f2,,"Fitchburg, MA (USA)",06 JUN 2015,925
23,10:43.52,Emily BRYSON,,USA,2f2,,"Fitchburg, MA (USA)",06 JUN 2015,919
24,10:49.19,Amaris TYYNISMAA,21 MAR 2001,USA,1,,"Mobile, AL (USA)",04 APR 2015,903
25,10:50.41,Emma WILSON,27 JUL 1997,USA,2f1,,"Greensboro, NC (USA)",20 JUN 2015,899
26,10:50.74,Alexandra DALTON,,USA,3f1,,"Greensboro, NC (USA)",20 JUN 2015,898
27,10:51.19,Jessi LARSON,,USA,1f1,,"Greensboro, NC (USA)",19 JUN 2015,897
28,10:53.08,Katrina PATTERSON,1999,USA,4f1,,"Greensboro, NC (USA)",20 JUN 2015,892
