Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,20.27,,Matthew BOLING,20 JUN 2000,USA,1f10,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",28 JAN 2022,1247
2,20.32,,Lance LANG,01 FEB 2001,USA,1f2,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1239
3,20.33,,Javonte' HARDING,29 AUG 2001,USA,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",29 JAN 2022,1237
4,20.45,,Kennedy LIGHTNER,2000,USA,1f2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1218
5,20.55,,Owen ANSAH,28 NOV 2000,GER,1,,"Quarterback Immobilien Arena, Leipzig (GER) (i)",27 FEB 2022,1203
6,20.56,,Courtney LINDSEY,18 NOV 1998,USA,1f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",21 JAN 2022,1201
7,20.57,,Randolph ROSS,01 JAN 2001,USA,2f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",29 JAN 2022,1199
7,20.57,,Joseph Paul AMOAH,12 JAN 1997,GHA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",05 FEB 2022,1199
7,20.57,,Benjamin AZAMATI,14 JAN 1998,GHA,1f2,,"Sports Performance Center, Lubbock, TX (USA) (i)",26 FEB 2022,1199
10,20.59,,Cameron MILLER,13 SEP 2000,USA,1h4,,"Gilliam Indoor Track, College Station, TX (USA) (i)",25 FEB 2022,1196
11,20.60,,Robert GREGORY,12 DEC 2001,USA,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",04 FEB 2022,1195
11,20.60,,Elija GODWIN,01 JUL 1999,USA,3f2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1195
13,20.62,,Lance BROOME,,USA,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",11 FEB 2022,1192
14,20.64,,Trayvon BROMELL,10 JUL 1995,USA,1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1189
14,20.64,,Jordan ANTHONY,29 JUN 2004,USA,1f2,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",12 MAR 2022,1189
16,20.67,,Emmanuel BYNUM,01 OCT 2000,USA,1h1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",25 FEB 2022,1184
17,20.68,,Łukasz ŻOK,17 MAY 2001,POL,1,,"Arena, Toruń (POL) (i)",06 MAR 2022,1182
18,20.69,,Tinotenda MATIYENGA,09 JUL 1999,ZIM,2f1,,"Convention Center, Albuquerque, NM (USA) (i)",04 FEB 2022,1181
18,20.69,,Jacolby SHELTON,,USA,1f2,,"Sports Performance Center, Lubbock, TX (USA) (i)",12 FEB 2022,1181
20,20.71,,Kasaun JAMES,22 DEC 1997,USA,1f8,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",18 FEB 2022,1178
20,20.71,,Jeremiah CURRY,07 JAN 2000,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",19 FEB 2022,1178
20,20.71,,Evan MILLER,29 AUG 2000,USA,2f1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",26 FEB 2022,1178
23,20.72,,Alaba Olukunle AKINTOLA,14 SEP 2001,NGR,1f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",20 FEB 2022,1176
23,20.72,,Isaiah TROUSIL,29 JAN 1999,USA,1f2,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",28 FEB 2022,1176
25,20.73,,Toby MAKOYAWO,10 MAY 2002,GBR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",05 FEB 2022,1175
25,20.73,,Matthew MOORER,16 FEB 2000,USA,1f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",12 FEB 2022,1175
27,20.75,,Daniel STOKES,20 AUG 1997,USA,4f2,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1172
28,20.77,,Ashton O'CONNER,2000,USA,1f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",29 JAN 2022,1169
28,20.77,,Kai COLE,,USA,1f2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",23 FEB 2022,1169
30,20.79,,Nyckoles HARBOR,05 JUL 2005,USA,1h1,,"Sports Performance Center, Lubbock, TX (USA) (i)",22 JAN 2022,1165
30,20.79,,Elijah MORROW,30 OCT 1995,USA,1f1,,"Houston-Yeoman FH, Houston, TX (USA) (i)",11 FEB 2022,1165
30,20.79,,Delan EDWIN,22 JUL 1996,LCA,2f2,,"Sports Performance Center, Lubbock, TX (USA) (i)",26 FEB 2022,1165
33,20.81,,Justin ROBINSON,30 MAR 2002,USA,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",22 JAN 2022,1162
33,20.81,,Christopher TAYLOR,01 OCT 1999,JAM,2,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1162
33,20.81,,Dwight ST. HILLAIRE,05 DEC 1997,TTO,1f3,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1162
33,20.81,,Karayme BARTLEY,10 SEP 1995,JAM,2f2,,"Sports Performance Center, Lubbock, TX (USA) (i)",12 FEB 2022,1162
33,20.81,,Robin EREWA,24 JUN 1991,GER,1h2,,"Quarterback Immobilien Arena, Leipzig (GER) (i)",27 FEB 2022,1162
38,20.82,,Elijah HALL,22 AUG 1994,USA,3,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1161
39,20.83,,Johnnie BLOCKBURGER,12 JUL 2002,USA,2f3,,"Sports Performance Center, Lubbock, TX (USA) (i)",21 JAN 2022,1159
40,20.84,,Josephus LYLES,22 JUL 1998,USA,4,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",06 FEB 2022,1158
41,20.86,,Adam CLAYTON,26 SEP 2000,GBR,2f1,,"Sports Performance Center, Lubbock, TX (USA) (i)",18 FEB 2022,1155
41,20.86,,Zion ERIKSSON,06 JAN 2002,SWE,1h1,,"Telekonsult Arena, Växjö (SWE) (i)",26 FEB 2022,1155
41,20.86,,Robert MCDONNELL,31 MAY 2002,IRL,1,,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",26 FEB 2022,1155
44,20.87,,Tomáš NĚMEJC,24 FEB 2000,CZE,1f2,,"Atletická hala, Ostrava (CZE) (i)",03 FEB 2022,1153
44,20.87,,Jordan BOOKER,,USA,1f4,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1153
44,20.87,,Albert KOMAŃSKI,07 FEB 2000,POL,2,,"Arena, Toruń (POL) (i)",06 MAR 2022,1153
47,20.88,,Eric HARRISON JR.,18 FEB 1999,TTO,2f3,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1152
47,20.88,,Kennedy HARRISON,,USA,1f10,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",12 FEB 2022,1152
47,20.88,,Devon ACHANE,13 OCT 2001,USA,2h1,,"Gilliam Indoor Track, College Station, TX (USA) (i)",25 FEB 2022,1152
47,20.88,,Royal BURRIS,2001,USA,1f2,,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",26 FEB 2022,1152
51,20.89,,Anthony GREENHOW,19 MAR 2003,USA,1f2,,"South Carolina Indoor T&F Complex, Columbia, SC (USA) (i)",15 JAN 2022,1150
51,20.89,,Willington WRIGHT,16 SEP 2000,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",04 FEB 2022,1150
51,20.89,,Demarius SMITH,25 DEC 1998,USA,2f8,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",18 FEB 2022,1150
