Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,19.67,+1.7,Kenneth BEDNAREK,14 OCT 1998,USA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1272
2,19.71,-1.5,Courtney LINDSEY,18 NOV 1998,USA,1,,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1275
2,19.71,-1.5,Letsile TEBOGO,07 JUN 2003,BOT,2,,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1275
4,19.75,+1.0,Tarsis Gracious OROGOT,24 NOV 2002,UGA,1,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1260
5,19.93,+1.6,Tapiwanashe MAKARAWU,14 AUG 2000,ZIM,1f1,,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",26 APR 2024,1231
5,19.93,+1.0,Wanya MCCOY,29 MAR 2003,BAH,2,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1231
5,19.93,-0.1,Cheickna TRAORE,21 OCT 2000,CIV,1sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1231
8,19.95,-0.1,Makanakaishe CHARAMBA,20 DEC 2001,ZIM,2sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1228
8,19.95,+1.4,Jamarion STUBBS,,USA,1sf2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1228
10,19.96,+1.1,Zharnel HUGHES,13 JUL 1995,GBR,1,,"National Stadium, Kingston (JAM)",11 MAY 2024,1226
11,20.03,+2.0,Pablo MATEO,01 FEB 2001,FRA,1f1,,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1215
12,20.04,+1.0,Lance LANG,01 FEB 2001,USA,4,,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1214
13,20.06,+1.6,Joseph FAHNBULLEH,11 SEP 2001,LBR,2f1,,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1211
14,20.08,+0.4,Shaun MASWANGANYI,01 FEB 2001,RSA,1h3,,"John McDonnell Field, Fayetteville, AR (USA)",24 MAY 2024,1207
15,20.09,+0.4,Andre DE GRASSE,10 NOV 1994,CAN,1,,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1206
16,20.11,-1.4,Kyree KING,09 JUL 1994,USA,1f2,,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1211
17,20.13,+1.9,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1f1,,"National Training Center, Clermont, FL (USA)",20 APR 2024,1200
17,20.13,+0.8,Jereem RICHARDS,13 JAN 1994,TTO,1,,"National Stadium, Kingston (JAM)",01 JUN 2024,1200
19,20.14,+1.4,Kennedy LIGHTNER,2000,USA,2sf2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1198
20,20.15,+1.6,Zhenye XIE,17 AUG 1993,CHN,3f1,,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1196
21,20.16,+0.8,Benjamin RICHARDSON,19 DEC 2003,RSA,1,,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1195
22,20.17,+1.9,Oblique SEVILLE,16 MAR 2001,JAM,1f3,,"National Stadium, Kingston (JAM)",16 MAR 2024,1193
22,20.17,+1.1,Fred KERLEY,07 MAY 1995,USA,2,,"National Stadium, Kingston (JAM)",11 MAY 2024,1193
24,20.18,+2.0,Ryan ZEZE,29 JAN 1998,FRA,2f1,,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1192
25,20.20,+1.4,Robert GREGORY,12 DEC 2001,USA,3sf2,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1189
25,20.20,+0.5,Nyckoles HARBOR,05 JUL 2005,USA,3sf3,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1189
27,20.21,,Erriyon KNIGHTON,29 JAN 2004,USA,1f1,,"Arena Stade Couvert, Liévin (FRA) (i)",10 FEB 2024,1256
27,20.21,,Terrence JONES,08 NOV 2002,BAH,1f2,,"Sports Performance Center, Lubbock, TX (USA) (i)",24 FEB 2024,1256
29,20.22,-0.1,Nolton SHELVIN,,USA,2,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1186
30,20.25,+1.7,Jordan WARE,,USA,1f1,,"UMiami Cobb Stadium, Coral Gables, FL (USA)",16 MAR 2024,1181
30,20.25,-0.1,Cameron MILLER,13 SEP 2000,USA,3sf1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1181
