Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,20.38,,Curtis MITCHELL,11 MAR 1989,USA,1f2,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1229
2,20.46,,Brandon BYRAM,11 SEP 1988,USA,1f1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1217
3,20.52,,Antonio SALES,26 JAN 1989,USA,2f1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1207
4,20.59,,Marcus ROWLAND,11 MAR 1990,USA,1h3,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1196
5,20.62,,Maurice MITCHELL,22 DEC 1989,USA,3f1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1192
6,20.67,,Charles CLARK,10 AUG 1987,USA,1f1,,"Blacksburg, VA (USA) (i)",27 FEB 2010,1184
6,20.67,,Calvin SMITH,10 DEC 1987,USA,1h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1184
8,20.70,,Alonso EDWARD,08 DEC 1989,PAN,1f1,,"Fayetteville, AR (USA) (i)",13 FEB 2010,1179
8,20.70,,Tony MCQUAY,16 APR 1990,USA,2h3,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1179
10,20.79,,Rakieem SALAAM,05 APR 1990,USA,4f1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1165
11,20.80,,Torrin LAWRENCE,11 APR 1989,USA,1f1,,"Blacksburg, VA (USA) (i)",06 FEB 2010,1164
12,20.81,,Whitney PREVOST,18 SEP 1988,USA,2f1,,"College Station, TX (USA) (i)",30 JAN 2010,1162
12,20.81,,Roman SMIRNOV,02 SEP 1984,RUS,1,,Moskva (RUS) (i),27 FEB 2010,1162
14,20.83,,Christophe LEMAITRE,11 JUN 1990,FRA,1,,Aubiére (FRA) (i),14 FEB 2010,1159
15,20.84,,Edino STEELE,01 JUN 1987,JAM,1f11,,"New York, NY (USA) (i)",17 FEB 2010,1158
16,20.86,,Ryan BAILEY,13 APR 1989,USA,1f1,,"Albuquerque, NM (USA) (i)",23 JAN 2010,1155
17,20.88,,Evander WELLS,07 DEC 1987,USA,4,,"Fayetteville, AR (USA) (i)",28 FEB 2010,1152
18,20.89,,Alexander KOSENKOW,14 MAR 1977,GER,1f2,,Karlsruhe (GER) (i),28 FEB 2010,1150
19,20.90,,Leon BAPTISTE,23 MAY 1985,GBR,1,,Sheffield (GBR) (i),14 FEB 2010,1149
20,20.91,,Josh SCOTT,03 SEP 1985,USA,1f2,,"Albuquerque, NM (USA) (i)",13 MAR 2010,1147
21,20.92,,Julian REUS,29 APR 1988,GER,2f2,,Karlsruhe (GER) (i),28 FEB 2010,1146
22,20.94,,Kirani JAMES,01 SEP 1992,GRN,2f6,,"College Station, TX (USA) (i)",13 FEB 2010,1143
23,20.96,,Robert HERING,14 JUN 1990,GER,1f1,,Leipzig (GER) (i),13 FEB 2010,1140
23,20.96,,Tavaris TATE,21 DEC 1990,USA,2f5,,"Fayetteville, AR (USA) (i)",13 FEB 2010,1140
25,20.97,,Trey HARTS,17 OCT 1987,USA,1f2,,"Fayetteville, AR (USA) (i)",05 MAR 2010,1138
26,20.98,,Vyacheslav KOLESNICHENKO,01 FEB 1990,RUS,2,,Moskva (RUS) (i),27 FEB 2010,1137
26,20.98,,Rondel SORRILLO,24 JAN 1986,TTO,2h2,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1137
28,21.00,,Ashhad AGYAPONG,23 SEP 1985,USA,1f2,,"New York, NY (USA) (i)",26 FEB 2010,1134
29,21.01,,Javon YOUNG,21 AUG 1990,USA,4h1,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1132
30,21.02,,Clemore HENRY,05 SEP 1987,USA,1f2,,"Albuquerque, NM (USA) (i)",27 FEB 2010,1130
31,21.03,,Aaron RADDEN,24 JUN 1991,USA,1f2,,"Boston, MA (USA) (i)",27 FEB 2010,1129
32,21.04,,Jeremy DODSON,30 AUG 1987,USA,1f1,,"Albuquerque, NM (USA) (i)",06 FEB 2010,1127
32,21.04,,Sven KNIPPHALS,20 SEP 1985,GER,1f1,,Karlsruhe (GER) (i),28 FEB 2010,1127
32,21.04,,Larrone MOORE,04 OCT 1987,USA,1f2,,"Boston, MA (USA) (i)",07 MAR 2010,1127
32,21.04,,Marquis Sean HOLSTON,10 JUL 1989,USA,4h4,,"Fayetteville, AR (USA) (i)",12 MAR 2010,1127
36,21.05,,Rubin WILLIAMS,09 JUL 1983,USA,1f1,,"Albuquerque, NM (USA) (i)",30 JAN 2010,1126
36,21.05,,Gerald PHIRI,06 OCT 1988,ZAM,1f2,,"College Station, TX (USA) (i)",30 JAN 2010,1126
36,21.05,,Mychal DUNGEY,13 OCT 1988,USA,2f2,,"Albuquerque, NM (USA) (i)",27 FEB 2010,1126
39,21.06,,Mark JELKS,10 APR 1984,USA,1f1,,"College Station, TX (USA) (i)",16 JAN 2010,1124
39,21.06,,Tim ABEYIE,07 NOV 1982,GBR,1sf2,,Birmingham (GBR) (i),07 FEB 2010,1124
41,21.08,,Till HELMKE,06 MAY 1984,GER,3f2,,Leipzig (GER) (i),13 FEB 2010,1121
41,21.08,,Martin LAMY,18 MAY 1990,FRA,2,,Aubiére (FRA) (i),14 FEB 2010,1121
41,21.08,,LaShawn BUTLER,03 FEB 1987,USA,6h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1121
44,21.09,,Michael DEHAVEN,16 MAY 1989,USA,7h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1120
44,21.09,,Cobi HAMILTON,13 NOV 1990,USA,2f2,,"Fayetteville, AR (USA) (i)",05 MAR 2010,1120
46,21.10,,Sebastian ERNST,11 OCT 1984,GER,1f1,,Dortmund (GER) (i),10 JAN 2010,1118
45,21.09,,Caleb WILLIAMS,14 DEC 1990,USA,1f16,,"Fayetteville, AR (USA) (i)",13 FEB 2010,1118
48,21.11,,Greg NIXON,12 SEP 1981,USA,1f4,,Linz (AUT) (i),04 FEB 2010,1117
48,21.11,,Reggie DIXON,07 JUN 1988,USA,1f7,,"Annapolis, MD (USA) (i)",04 DEC 2010,1117
50,21.13,,Tabarie HENRY,01 DEC 1987,ISV,1f10,,"College Station, TX (USA) (i)",16 JAN 2010,1114
50,21.13,,Benjamin MAJOR,29 APR 1991,USA,4f1,,"Blacksburg, VA (USA) (i)",27 FEB 2010,1114
52,21.14,,Jonathan JUIN,17 DEC 1989,USA,8h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1112
52,21.14,,Marek NIIT,09 AUG 1987,EST,1f3,,"Fayetteville, AR (USA) (i)",05 MAR 2010,1112
54,21.16,,Courtney THOMAS,04 MAR 1987,USA,2f2,,"College Station, TX (USA) (i)",30 JAN 2010,1109
55,21.17,,Wallace SPEARMON,24 DEC 1984,USA,2f2,,"Fayetteville, AR (USA) (i)",13 FEB 2010,1108
55,21.17,,Marvin BONDE,23 JUL 1984,ZIM,1f4,,"Fayetteville, AR (USA) (i)",05 MAR 2010,1108
57,21.18,,Reggie WITHERSPOON,31 MAY 1985,USA,2f1,,"Fayetteville, AR (USA) (i)",22 JAN 2010,1106
57,21.18,,Bruno NAPRIX,02 APR 1988,FRA,1f1,,Eaubonne (FRA) (i),15 DEC 2010,1106
59,21.20,,Errol NOLAN,18 AUG 1991,USA,1f4,,"Albuquerque, NM (USA) (i)",23 JAN 2010,1103
59,21.20,,Dax DANNS,27 MAR 1988,GUY,1,,"Lincoln, NE (USA) (i)",06 FEB 2010,1103
59,21.20,,Gabriel MVUMVURE,23 FEB 1988,ZIM,9h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1103
62,21.22,,Jerrel FELLER,09 JUN 1987,NED,1,,Apeldoorn (NED) (i),07 FEB 2010,1100
63,21.23,,Kyle STEVENSON,18 JUL 1988,USA,11h1,,"Fayetteville, AR (USA) (i)",27 FEB 2010,1099
64,21.24,,Clayton PARROS,11 DEC 1990,USA,5f1,,"Blacksburg, VA (USA) (i)",27 FEB 2010,1098
64,21.24,,Chris REDDICK,,USA,1f2,,"Edinboro, PA (USA) (i)",28 FEB 2010,1098
64,21.24,,Nicholas VAUGHN,11 MAR 1990,USA,1f3,,"Boston, MA (USA) (i)",07 MAR 2010,1098
67,21.25,,Ryan SHIELDS,12 MAY 1983,JAM,1f1,,"Bloomington, IN (USA) (i)",29 JAN 2010,1096
67,21.25,,Albert FULLWOOD,07 JUN 1987,USA,1f10,,"Nampa, ID (USA) (i)",27 FEB 2010,1096
67,21.25,,Nii-Amon ROBERTSON,,USA,2f3,,"Boston, MA (USA) (i)",07 MAR 2010,1096
67,21.25,,Shangbin LU,26 MAR 1993,CHN,1,,Nanjing (CHN) (i),11 MAR 2010,1096
71,21.26,,Ryan CARTER,24 JUL 1989,USA,3f3,,"Boston, MA (USA) (i)",07 MAR 2010,1095
72,21.27,,Cornelius TYLER,1989,USA,1f2,,"Clemson, SC (USA) (i)",28 FEB 2010,1093
73,21.28,,Michael MATHIEU,24 JUN 1984,BAH,2f1,,"Albuquerque, NM (USA) (i)",30 JAN 2010,1092
73,21.28,,Teddy TINMAR,30 MAY 1987,FRA,2f1,,Reims (FRA) (i),03 FEB 2010,1092
73,21.28,,Tyrone CARRIER,19 DEC 1987,USA,1f3,,"College Station, TX (USA) (i)",13 FEB 2010,1092
73,21.28,,Ivan TEPLYKH,08 FEB 1985,RUS,3,,Moskva (RUS) (i),27 FEB 2010,1092
73,21.28,,Keyth TALLEY,03 MAR 1990,USA,3f1,,"Fayetteville, AR (USA) (i)",05 MAR 2010,1092
78,21.30,,Antony COUFFE,29 SEP 1984,FRA,1f1,,Eaubonne (FRA) (i),03 JAN 2010,1089
78,21.30,,Riker HYLTON,13 DEC 1988,JAM,1f2,,"Boston, MA (USA) (i)",13 FEB 2010,1089
78,21.30,,Kamil KRYŃSKI,12 MAY 1987,POL,1h1,,Spala (POL) (i),28 FEB 2010,1089
