Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:26.67,Sarah BROWN,15 OCT 1986,USA,1f1,,Burnaby (CAN),10 JUL 2014,1143
2,4:26.8h,Molly HUDDLE,31 AUG 1984,USA,1,,Dublin (IRL),11 JUL 2014,1142
3,4:26.9h,Melissa DUNCAN,30 JAN 1990,AUS,2,,Dublin (IRL),11 JUL 2014,1142
4,4:27.6h,Aisha PRAUGHT-LEER,14 DEC 1989,USA,3,,Dublin (IRL),11 JUL 2014,1136
5,4:27.79,Katie MACKEY,12 NOV 1987,USA,1,,"Falmouth, MA (USA)",16 AUG 2014,1135
6,4:28.0h,Lauren PENNEY,27 MAY 1990,USA,4,,Dublin (IRL),11 JUL 2014,1134
7,4:28.08,Kate VAN BUSKIRK,09 JUN 1987,CAN,2f1,,Burnaby (CAN),10 JUL 2014,1133
8,4:28.70,Sarah BROWN,15 OCT 1986,USA,2,,"Falmouth, MA (USA)",16 AUG 2014,1128
9,4:29.43,Violah CHEPTOO,01 MAR 1989,KEN,1,,"Concord, MA (USA)",05 JUN 2014,1123
10,4:29.62,Morgan UCENY,10 MAR 1985,USA,3,,"Falmouth, MA (USA)",16 AUG 2014,1122
11,4:29.84,Brianna FELNAGLE,09 DEC 1986,USA,4,,"Falmouth, MA (USA)",16 AUG 2014,1120
12,4:29.89,Morgan UCENY,10 MAR 1985,USA,2,,"Concord, MA (USA)",05 JUN 2014,1120
13,4:30.43,Amanda ECCLESTON,18 JUN 1990,USA,5,,"Falmouth, MA (USA)",16 AUG 2014,1116
14,4:30.73,Lauren PAQUETTE,27 JUN 1986,USA,3f1,,Burnaby (CAN),10 JUL 2014,1114
15,4:30.75,Jessica O'CONNELL,10 FEB 1989,CAN,4f1,,Burnaby (CAN),10 JUL 2014,1114
16,4:31.07,Amanda ECCLESTON,18 JUN 1990,USA,3,,"Concord, MA (USA)",05 JUN 2014,1111
17,4:31.26,Stephanie GARCIA,03 MAY 1988,USA,6,,"Falmouth, MA (USA)",16 AUG 2014,1110
18,4:31.66,Amanda REGO,10 DEC 1990,USA,4,,"Concord, MA (USA)",05 JUN 2014,1107
19,4:31.68,Chanelle PRICE,22 AUG 1990,USA,1,,"Philadelphia, PA (USA)",26 APR 2014,1107
20,4:32.4h,Racheal BAMFORD,04 AUG 1989,GBR,5,,Dublin (IRL),11 JUL 2014,1102
21,4:32.57,Angela BIZZARRI,15 FEB 1988,USA,5f1,,Burnaby (CAN),10 JUL 2014,1101
22,4:33.00,Lauren JOHNSON,04 MAY 1987,USA,5,,"Concord, MA (USA)",05 JUN 2014,1098
22,4:33.00,Katrina COOGAN,15 NOV 1993,USA,6,,"Concord, MA (USA)",05 JUN 2014,1098
24,4:33.26,Stephanie CHARNIGO,25 JUL 1988,USA,2,,"Philadelphia, PA (USA)",26 APR 2014,1096
25,4:33.42,Sarah BROWN,15 OCT 1986,USA,1,,"San Diego, CA (USA)",05 JUN 2014,1094
