Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:28.50,Nancy Jebet LANGAT,22 AUG 1981,KEN,1,,"Philadelphia, PA (USA)",27 APR 2013,1130
2,4:30.44,Brianna FELNAGLE,09 DEC 1986,USA,1,,Dublin (IRL),17 JUL 2013,1116
3,4:30.95,Hilary STELLINGWERFF,07 AUG 1981,CAN,2,,Dublin (IRL),17 JUL 2013,1112
4,4:32.89,Ioana Raluca DOAGĂ,05 APR 1992,ROU,3,,Dublin (IRL),17 JUL 2013,1098
5,4:34.47,Ashley HIGGINSON,17 MAR 1989,USA,4,,Dublin (IRL),17 JUL 2013,1087
6,4:35.70,Aisha PRAUGHT-LEER,14 DEC 1989,USA,5,,Dublin (IRL),17 JUL 2013,1078
7,4:35.87,Deborah MAIER,17 AUG 1990,USA,6,,Dublin (IRL),17 JUL 2013,1077
8,4:36.07,Lucy OLIVER,18 NOV 1988,NZL,1,,Wanganui (NZL),22 JAN 2013,1076
9,4:36.79,Pilar MCSHINE,06 JAN 1987,TTO,7,,Dublin (IRL),17 JUL 2013,1071
10,4:37.53,Lennie WAITE,04 FEB 1986,GBR,8,,Dublin (IRL),17 JUL 2013,1065
11,4:37.75,Cally MACUMBER,19 AUG 1990,USA,1,,"Lexington, KY (USA)",20 APR 2013,1064
12,4:38.08,Kelly WILLIAMS,,USA,2,,"Philadelphia, PA (USA)",27 APR 2013,1061
13,4:38.09,Amanda ECCLESTON,18 JUN 1990,USA,3,,"Philadelphia, PA (USA)",27 APR 2013,1061
14,4:38.12,Heather WILSON,13 JUN 1990,USA,4,,"Philadelphia, PA (USA)",27 APR 2013,1061
15,4:38.33,Danielle TAURO,22 DEC 1988,USA,5,,"Philadelphia, PA (USA)",27 APR 2013,1060
16,4:38.50,Racheal BAMFORD,04 AUG 1989,GBR,9,,Dublin (IRL),17 JUL 2013,1059
17,4:39.17,Wesley FRAZIER,03 SEP 1995,USA,1,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1054
18,4:39.30,Kerri GALLAGHER,31 MAY 1989,USA,6,,"Philadelphia, PA (USA)",27 APR 2013,1053
19,4:39.35,Ann DETMER,01 NOV 1985,USA,2,,"Lexington, KY (USA)",20 APR 2013,1053
20,4:39.44,Christina SUPINO,,USA,7,,"Philadelphia, PA (USA)",27 APR 2013,1052
21,4:39.66,Wesley FRAZIER,03 SEP 1995,USA,1,,"Greensboro, NC (USA)",15 JUN 2013,1050
22,4:39.72,Shannon OSIKA,15 JUN 1993,USA,8,,"Philadelphia, PA (USA)",27 APR 2013,1050
23,4:40.48,Hannah MEIER,06 DEC 1994,USA,2,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1045
24,4:40.84,Chelsea OSWALD,20 NOV 1990,USA,3,,"Lexington, KY (USA)",20 APR 2013,1042
25,4:40.92,Heidi SEE,09 AUG 1989,AUS,1,,"Greenville, SC (USA)",13 APR 2013,1042
26,4:41.34,Christina SUPINO,,USA,2,,"Greenville, SC (USA)",13 APR 2013,1039
27,4:41.39,Katie MACKEY,12 NOV 1987,USA,1,,"Falmouth, MA (USA)",10 AUG 2013,1038
28,4:42.11,Haley MEIER,06 DEC 1994,USA,3,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1033
29,4:42.39,Alison LEONARD,17 MAR 1990,GBR,1f1,,Oxford (GBR),20 JUL 2013,1031
30,4:42.7h,Melissa DUNCAN,30 JAN 1990,AUS,1f1,,Melbourne (AUS),19 FEB 2013,1029
31,4:42.94,Heather KAMPF,19 JAN 1987,USA,2,,"Falmouth, MA (USA)",10 AUG 2013,1028
32,4:43.28,Sara VAUGHN,16 MAY 1986,USA,3,,"Falmouth, MA (USA)",10 AUG 2013,1025
33,4:43.59,Stevie STOCKTON,23 AUG 1989,GBR,2f1,,Oxford (GBR),20 JUL 2013,1023
34,4:43.86,Camille BUSCOMB,11 JUL 1990,NZL,2,,Wanganui (NZL),22 JAN 2013,1021
35,4:44.05,Ciara DURKAN,17 SEP 1986,IRL,10,,Dublin (IRL),17 JUL 2013,1020
36,4:44.32,Heidi SEE,09 AUG 1989,AUS,4,,"Falmouth, MA (USA)",10 AUG 2013,1018
37,4:44.43,Jamie PHELAN,02 SEP 1995,CAN,4,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1017
38,4:44.44,Chloe PHILLIPS,,USA,9,,"Philadelphia, PA (USA)",27 APR 2013,1017
39,4:44.50,Stephanie JENKS,17 AUG 1997,USA,5,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1017
40,4:44.55,Rosa FLANAGAN,28 FEB 1996,NZL,3,,Wanganui (NZL),22 JAN 2013,1016
41,4:44.59,Reagan ANDERSON,04 JUL 1994,USA,6,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1016
42,4:45.55,Katie WRIGHT,17 FEB 1988,NZL,1,,Auckland (NZL),14 DEC 2013,1010
43,4:45.69,Jessica TEBO,08 APR 1988,USA,5,,"Falmouth, MA (USA)",10 AUG 2013,1009
44,4:45.73,Emily INFELD,21 MAR 1990,USA,6,,"Falmouth, MA (USA)",10 AUG 2013,1008
45,4:46.10,Nicole BUSH,04 APR 1986,USA,3,,"Greenville, SC (USA)",13 APR 2013,1006
46,4:46.12,Stephanie GARCIA,03 MAY 1988,USA,7,,"Falmouth, MA (USA)",10 AUG 2013,1006
47,4:46.23,Madie BOREMAN,10 JUL 1998,USA,7,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1005
48,4:46.24,Sarah FEENY,27 APR 1996,USA,8,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1005
49,4:46.29,Erin FINN,19 NOV 1994,USA,9,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1004
50,4:46.35,Jesselea CARLIN,13 OCT 1986,USA,10,,"Philadelphia, PA (USA)",27 APR 2013,1004
51,4:46.38,Sarah MCDONALD,02 AUG 1993,GBR,3f1,,Oxford (GBR),20 JUL 2013,1004
52,4:47.01,Anna MAXWELL,08 FEB 1996,USA,1f1,,"Palo Alto, CA (USA)",30 MAR 2013,1000
53,4:47.23,Sabrina SOUTHERLAND,18 DEC 1995,USA,1,,"White Plains, NY (USA)",11 MAY 2013,998
54,4:47.43,Stephanie JENKS,17 AUG 1997,USA,1,,St. Louis (USA),30 MAY 2013,997
55,4:47.54,Aisha PRAUGHT-LEER,14 DEC 1989,USA,8,,"Falmouth, MA (USA)",10 AUG 2013,996
56,4:47.67,Tuğba GÜVENÇ,09 JUL 1994,TUR,1,,Istanbul (TUR),01 JUN 2013,995
57,4:47.69,Arin RICE,15 SEP 1994,USA,10,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,995
58,4:48.40,Kelsey ROSE,05 FEB 1990,USA,11,,"Philadelphia, PA (USA)",27 APR 2013,990
59,4:48.53,Hannah LONG,04 APR 1997,USA,2,,St. Louis (USA),30 MAY 2013,989
60,4:48.54,Josette NORRIS,15 DEC 1995,USA,2,,"Greensboro, NC (USA)",15 JUN 2013,989
61,4:48.73,Allison PEARE,19 NOV 1991,USA,4,,"Lexington, KY (USA)",20 APR 2013,988
62,4:48.95,Josette NORRIS,15 DEC 1995,USA,2,,"White Plains, NY (USA)",11 MAY 2013,986
63,4:49.26,Sarah ROBINSON,,USA,2f1,,"Palo Alto, CA (USA)",30 MAR 2013,984
64,4:49.32,Taylor WERNER,01 MAY 1998,USA,3,,St. Louis (USA),30 MAY 2013,984
65,4:49.37,Rebekah GREENE,26 DEC 1993,NZL,1,,Timaru (NZL),05 JAN 2013,984
66,4:49.98,Liina TSERNOV,28 DEC 1987,EST,1,,Tallinn (EST),15 AUG 2013,979
67,4:50.12,Katrina WOOTTON,02 SEP 1985,GBR,4f1,,Oxford (GBR),20 JUL 2013,978
68,4:50.60,Jamie PHELAN,02 SEP 1995,CAN,1,,"Philadelphia, PA (USA)",25 APR 2013,975
69,4:50.66,Reagan ANDERSON,04 JUL 1994,USA,2,,"Philadelphia, PA (USA)",25 APR 2013,975
70,4:50.72,Stephanie JENKS,17 AUG 1997,USA,3,,"Greensboro, NC (USA)",15 JUN 2013,974
71,4:50.73,Ashley MILLER,03 JUN 1988,USA,9,,"Falmouth, MA (USA)",10 AUG 2013,974
72,4:50.8h,Coreena VAN DER KLOOSTER,16 JAN 1989,AUS,2f1,,Melbourne (AUS),19 FEB 2013,974
73,4:50.83,Brianna SCHWARTZ,17 AUG 1997,USA,1,,"Pittsburgh, PA (USA)",03 MAY 2013,974
74,4:51.13,Katie KNIGHT,12 APR 1995,USA,4,,"Greensboro, NC (USA)",15 JUN 2013,972
75,4:51.37,Julie WILLIAMS,31 AUG 1994,USA,5,,"Greensboro, NC (USA)",15 JUN 2013,970
76,4:51.38,Georgie GRGEC,18 NOV 1993,NZL,2,,Auckland (NZL),14 DEC 2013,970
77,4:51.51,Anna MAXWELL,08 FEB 1996,USA,6,,"Greensboro, NC (USA)",15 JUN 2013,969
78,4:51.52,Nikki HILTZ,23 OCT 1994,USA,3f1,,"Palo Alto, CA (USA)",30 MAR 2013,969
78,4:51.52,Clare PEABODY,,USA,3f1,,"Palo Alto, CA (USA)",30 MAR 2013,969
80,4:51.54,Bethanie BROWN,29 JUL 1994,USA,3,,"White Plains, NY (USA)",11 MAY 2013,969
81,4:51.75,Carmen CARLOS,24 APR 1995,USA,1,,"Mobile, AL (USA)",06 APR 2013,967
81,4:51.75,Tina HARRIS,04 DEC 1982,NZL,5f1,,Oxford (GBR),20 JUL 2013,967
83,4:52.14,Therese HAISS,05 SEP 1995,USA,7,,"Greensboro, NC (USA)",15 JUN 2013,965
84,4:52.16,Sydney BADGER,30 MAY 1996,USA,1,,"Walnut, CA (USA)",19 APR 2013,965
85,4:52.34,Sydney BADGER,30 MAY 1996,USA,11,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,964
86,4:52.39,Alissa Shea MARTINEZ,19 FEB 1995,USA,1,,"Arcadia, CA (USA)",06 APR 2013,963
87,4:52.43,Annie HEFFERNAN,05 JUL 1996,USA,8,,"Greensboro, NC (USA)",15 JUN 2013,963
88,4:52.76,Kennedy WEISNER,01 DEC 1995,USA,3,,"Philadelphia, PA (USA)",25 APR 2013,961
89,4:52.80,Katie KNIGHT,12 APR 1995,USA,1,,"Pasco, WA (USA)",13 APR 2013,960
90,4:52.90,Monica ADLER,14 MAR 1992,USA,1f1,,"Providence, RI (USA)",13 APR 2013,960
91,4:52.95,Allison GRACE,01 DEC 1982,USA,5,,"Lexington, KY (USA)",20 APR 2013,959
92,4:53.19,Megan BEAUCHENE,,USA,2,,"Arcadia, CA (USA)",06 APR 2013,958
93,4:53.43,Katherine TURNER,01 NOV 1993,GBR,6f1,,Oxford (GBR),20 JUL 2013,956
94,4:53.49,Megan HUEBNER,,USA,2,,"Walnut, CA (USA)",19 APR 2013,956
95,4:53.79,Niamh BOLAND,1981,IRL,7f1,,Oxford (GBR),20 JUL 2013,954
96,4:53.83,Anna HOLDIMAN,,USA,4,,St. Louis (USA),30 MAY 2013,954
97,4:53.95,Phillippa TREVELLA,17 MAY 1995,NZL,4,,Wanganui (NZL),22 JAN 2013,953
98,4:54.01,Regan HIME,13 MAY 1994,USA,5,,St. Louis (USA),30 MAY 2013,952
98,4:54.01,Madeline PEREZ,24 JUN 1996,USA,9,,"Greensboro, NC (USA)",15 JUN 2013,952
100,4:54.05,Sabrina SOUTHERLAND,18 DEC 1995,USA,12,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,952
101,4:54.09,Megan BEAUCHENE,,USA,2,,"Pasco, WA (USA)",13 APR 2013,952
102,4:54.26,Tiana GUEVARA,,USA,4,,"White Plains, NY (USA)",11 MAY 2013,951
103,4:54.43,Maggie DRAZBA,17 SEP 1995,USA,10,,"Greensboro, NC (USA)",15 JUN 2013,950
104,4:54.47,Melanie DANIELS,20 MAY 1988,AUS,1,,Hobart (AUS),12 JAN 2013,949
105,4:54.48,Shannon MALONEY,,USA,2,,"Pittsburgh, PA (USA)",03 MAY 2013,949
106,4:54.50,Belinda MARTIN,27 JAN 1974,AUS,1,,Sydney (AUS),15 DEC 2013,949
107,4:54.76,Carmen CARLOS,24 APR 1995,USA,13,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,947
108,4:55.0h,Melissa VANDER WATER,03 SEP 1978,AUS,3f1,,Melbourne (AUS),19 FEB 2013,946
109,4:55.03,Ariana CANDY,21 JAN 1995,NZL,5,,Wanganui (NZL),22 JAN 2013,946
