Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:14.71,Sifan HASSAN,01 JAN 1993,NED,1,,"Olympic Stadium, London (GBR)",22 JUL 2018,1232
2,4:16.14,Gudaf TSEGAY,23 JUN 1997,ETH,2,,"Olympic Stadium, London (GBR)",22 JUL 2018,1221
3,4:16.15,Hellen OBIRI,13 DEC 1989,KEN,3,,"Olympic Stadium, London (GBR)",22 JUL 2018,1221
4,4:17.30,Jenny SIMPSON,23 AUG 1986,USA,4,,"Olympic Stadium, London (GBR)",22 JUL 2018,1213
5,4:19.28,Laura MUIR,09 MAY 1993,GBR,5,,"Olympic Stadium, London (GBR)",22 JUL 2018,1198
6,4:20.49,Laura WEIGHTMAN,01 JUL 1991,GBR,6,,"Olympic Stadium, London (GBR)",22 JUL 2018,1189
7,4:20.51,Winny CHEBET,20 DEC 1990,KEN,7,,"Olympic Stadium, London (GBR)",22 JUL 2018,1189
7,4:20.51,Genzebe DIBABA,08 FEB 1991,ETH,1,,Padova (ITA),02 SEP 2018,1189
9,4:20.70,Kate GRACE,24 OCT 1988,USA,8,,"Olympic Stadium, London (GBR)",22 JUL 2018,1187
10,4:20.85,Sarah MCDONALD,02 AUG 1993,GBR,9,,"Olympic Stadium, London (GBR)",22 JUL 2018,1186
11,4:21.40,Linden HALL,20 JUN 1991,AUS,10,,"Olympic Stadium, London (GBR)",22 JUL 2018,1182
12,4:21.54,Simona VRZALOVÁ,07 APR 1988,CZE,11,,"Olympic Stadium, London (GBR)",22 JUL 2018,1181
13,4:22.45,Marta PEN FREITAS,31 JUL 1993,POR,1,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1174
14,4:23.23,Kate GRACE,24 OCT 1988,USA,2,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1168
15,4:23.34,Sofia ENNAOUI,30 AUG 1995,POL,12,,"Olympic Stadium, London (GBR)",22 JUL 2018,1168
16,4:24.27,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1161
17,4:24.29,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Sóstói Stadion, Székesfehérvár (HUN)",02 JUL 2018,1161
18,4:24.82,Alexa EFRAIMSON,20 FEB 1997,USA,4,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1157
