Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,4:14.74,Sifan HASSAN,01 JAN 1993,NED,1,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1232
2,4:21.08,Axumawit EMBAYE,18 OCT 1994,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1184
3,4:21.38,Linden HALL,20 JUN 1991,AUS,3,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1182
4,4:21.58,Marta PÉREZ,19 APR 1993,ESP,4,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1181
5,4:21.90,Elise CRANNY,09 MAY 1996,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1178
6,4:22.71,Josette NORRIS,15 DEC 1995,USA,6,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1172
7,4:22.81,Esther GUERRERO,07 FEB 1990,ESP,7,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1172
8,4:23.09,Winnie NANYONDO,23 AUG 1993,UGA,8,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1170
9,4:23.38,Kristiina MÄKI,22 SEP 1991,CZE,9,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1167
10,4:25.11,Edinah JEBITOK,10 NOV 2001,KEN,10,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1155
11,4:25.92,Josette NORRIS,15 DEC 1995,USA,1,,"Cardinal Gibbons High School, Raleigh, NC (USA)",06 AUG 2021,1149
12,4:26.48,Nikki HILTZ,23 OCT 1994,USA,2,,"Cardinal Gibbons High School, Raleigh, NC (USA)",06 AUG 2021,1145
13,4:26.76,Sage HURTA,23 JUN 1998,USA,3,,"Cardinal Gibbons High School, Raleigh, NC (USA)",06 AUG 2021,1143
14,4:27.13,Amy-Eloise MARKOVC,05 AUG 1995,GBR,4,,"Cardinal Gibbons High School, Raleigh, NC (USA)",06 AUG 2021,1140
