Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:29.15,,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1249
2,2:30.82,,Laura MUIR,09 MAY 1993,GBR,2,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1226
3,2:31.06,,Ciara MAGEEAN,12 MAR 1992,IRL,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1223
4,2:31.11,,Jemma REEKIE,06 MAR 1998,GBR,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1222
5,2:32.12,,Halimah NAKAAYI,16 OCT 1994,UGA,5,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1208
6,2:32.30,,Sofia ENNAOUI,30 AUG 1995,POL,6,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1206
7,2:35.49,,Kate GRACE,24 OCT 1988,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",28 FEB 2020,1187
8,2:35.58,,Selina BÜCHEL,26 JUL 1991,SUI,7,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
9,2:35.64,,Esther GUERRERO,07 FEB 1990,ESP,2,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1161
10,2:36.54,,Winnie NANYONDO,23 AUG 1993,UGA,8,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1149
11,2:37.05,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1142
12,2:37.10,,Raevyn ROGERS,07 SEP 1996,USA,9,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1141
13,2:37.17,,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"IFKiS OGPU Arena, Orenburg (RUS) (i)",25 JAN 2020,1165
14,2:37.26,,Lindsey BUTTERWORTH,27 SEP 1992,CAN,3,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1139
15,2:37.86,,Elise VANDERELST,27 JAN 1998,BEL,4,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1131
16,2:37.95,,Adelle TRACEY,27 MAY 1993,GBR,2,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1156
17,2:37.96,,Katharina TROST,28 JUN 1995,GER,3,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1155
18,2:38.02,,Rebecca MEHRA,25 OCT 1994,USA,2,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1129
19,2:38.48,,Eleonora VANDI,15 MAR 1996,ITA,5,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1123
20,2:38.73,,Lucia STAFFORD,17 AUG 1998,CAN,1,,"Birchmount Stadium, Toronto (CAN)",02 AUG 2020,1120
21,2:38.77,,Laurence CÔTÉ,09 FEB 1991,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",28 FEB 2020,1145
22,2:39.14,,Sara KUIVISTO,17 AUG 1991,FIN,1,,"Keskusurheilukenttä, Porvoo (FIN)",02 SEP 2020,1115
23,2:39.15,,Renée EYKENS,08 JUN 1996,BEL,6,,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2020,1115
24,2:39.19,,Madeleine KELLY,28 DEC 1995,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 FEB 2020,1140
25,2:39.96,,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 FEB 2020,1130
26,2:40.18,,Angelika CICHOCKA,15 MAR 1988,POL,4,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1128
27,2:40.22,,Hanna HERMANSSON,18 MAY 1989,SWE,5,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1127
28,2:40.42,,Jenna WESTAWAY,19 JUN 1994,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",24 JAN 2020,1125
29,2:40.68,,Emily RICHARDS,21 JUL 1995,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",28 FEB 2020,1121
30,2:40.78,,Svetlana APLACHKINA,28 NOV 1992,RUS,2,,Podolsk (RUS),22 AUG 2020,1093
31,2:40.80,,Dina ALEKSANDROVA,09 AUG 1992,RUS,3,,Podolsk (RUS),22 AUG 2020,1093
32,2:40.92,,Karisa NELSON,12 JUN 1996,USA,3,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1092
33,2:41.12,,Delia SCLABAS,08 NOV 2000,SUI,1f1,,"Halle End der Welt, Magglingen (SUI) (i)",26 JAN 2020,1116
34,2:41.16,,Megan MALASARTE,01 AUG 1992,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1115
35,2:41.27,,Skylyn WEBB,25 JAN 1995,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1114
36,2:41.29,,Nadia POWER,11 JAN 1998,IRL,7,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1114
37,2:41.37,,Eunice Jepkoech SUM,10 APR 1988,KEN,3,,"FBK Stadium, Hengelo (NED)",10 OCT 2020,1086
38,2:41.57,,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,8,,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1110
39,2:41.79,,Yelena KOROBKINA,25 NOV 1990,RUS,1f3,,"Znamenskikh Arena, Moskva (RUS) (i)",09 JAN 2020,1107
40,2:41.81,,Svetlana ULOGA,23 NOV 1986,RUS,2,,"SOK Luch, Yekaterinburg (RUS) (i)",07 JAN 2020,1107
41,2:42.04,,Anna SHCHAGINA,07 DEC 1991,RUS,2,,"IFKiS OGPU Arena, Orenburg (RUS) (i)",25 JAN 2020,1104
42,2:42.23,,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,2,,"Birchmount Stadium, Toronto (CAN)",02 AUG 2020,1075
43,2:42.35,,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,3,,"IFKiS OGPU Arena, Orenburg (RUS) (i)",25 JAN 2020,1101
44,2:42.47,,Olga ONUFRIYENKO,08 MAR 1999,RUS,4,,"IFKiS OGPU Arena, Orenburg (RUS) (i)",25 JAN 2020,1099
45,2:42.7h,,Gabriela GAJANOVÁ,12 OCT 1999,SVK,1,,"Atletický štadión, Martin (SVK)",02 SEP 2020,1069
46,2:42.88,,Tatsiana SHABANAVA,20 MAR 1998,BLR,1,,"Vieglatlētikas manēža, Kuldiga (LAT) (i)",18 JAN 2020,1094
47,2:43.22,,Sadie Jane HICKSON,12 DEC 1998,CAN,2,,"Universiade Pavilion, Edmonton (CAN) (i)",06 MAR 2020,1090
48,2:43.26,,Avery GARRETT-PATTERSON,1997,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1089
49,2:43.28,,Alexandra BELL,04 NOV 1992,GBR,2f2,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1061
50,2:43.54,,Lianne FARBER,12 JUN 1992,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 FEB 2020,1086
51,2:43.67,,Brianna STRATZ,,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1084
52,2:43.77,,Renata PLIŚ,05 FEB 1985,POL,3f2,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1055
53,2:44.28,,Giulia APRILE,11 OCT 1995,ITA,1,,"Palaindoor Ancona, Ancona (ITA) (i)",26 JAN 2020,1077
54,2:44.44,,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,,"FBK Stadium, Hengelo (NED)",10 OCT 2020,1047
55,2:44.54,,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1,,"Mestský Stadion Sletište, Kladno (CZE)",01 JUN 2020,1045
56,2:44.61,,Angelika SARNA,01 OCT 1997,POL,4f2,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1044
57,2:44.62,,Magdalena NITYCHORUK,24 OCT 1992,POL,5f2,,"Forest Stadium, Sopot (POL)",13 AUG 2020,1044
