Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:33.47,Laura MUIR,09 MAY 1993,GBR,1,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1213
2,2:35.49,Kate GRACE,24 OCT 1988,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1187
3,2:37.17,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"IFKiS OGPU Arena, Orenburg (RUS)",25 JAN 2020,1165
4,2:37.57,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2020,1160
5,2:37.85,Lindsey BUTTERWORTH,27 SEP 1992,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1157
6,2:37.95,Adelle TRACEY,27 MAY 1993,GBR,2,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1156
7,2:37.96,Katharina TROST,28 JUN 1995,GER,3,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1155
8,2:38.77,Laurence CÔTÉ,09 FEB 1991,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1145
9,2:39.00,Raevyn ROGERS,07 SEP 1996,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1142
10,2:39.19,Madeleine KELLY,28 DEC 1995,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1140
11,2:39.28,Lucia STAFFORD,17 AUG 1998,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1139
12,2:39.54,Madeleine KELLY,28 DEC 1995,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1136
13,2:39.96,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1130
14,2:40.18,Angelika CICHOCKA,15 MAR 1988,POL,4,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1128
15,2:40.22,Hanna HERMANSSON,18 MAY 1989,SWE,5,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1127
16,2:40.26,Laurence CÔTÉ,09 FEB 1991,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1127
17,2:40.42,Jenna WESTAWAY,19 JUN 1994,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1125
18,2:40.68,Emily BROOKS-RICHARDS,21 JUL 1995,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1121
19,2:40.80,Renée EYKENS,08 JUN 1996,BEL,6,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1120
20,2:41.12,Delia SCLABAS,08 NOV 2000,SUI,1f1,,"Halle End der Welt, Magglingen (SUI)",26 JAN 2020,1116
21,2:41.16,Megan MALASARTE,01 AUG 1992,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1115
22,2:41.27,Skylyn WEBB,,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",01 FEB 2020,1114
23,2:41.29,Nadia POWER,11 JAN 1998,IRL,7,,"Emirates Arena, Glasgow (GBR)",15 FEB 2020,1114
