Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:36.97,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1168
2,2:37.01,Yelena KOTULSKAYA,08 AUG 1988,RUS,2f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1168
3,2:38.20,Marina POSPELOVA,23 JUL 1990,RUS,3f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1152
4,2:38.38,Anna SHCHAGINA,07 DEC 1991,RUS,1f2,,Moskva (RUS),11 JAN 2013,1150
5,2:38.95,Ayvika MALANOVA,28 NOV 1992,RUS,2f2,,Moskva (RUS),11 JAN 2013,1143
6,2:39.02,Anna SHCHAGINA,07 DEC 1991,RUS,4f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1142
7,2:39.61,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1,,Yekaterinburg (RUS),07 JAN 2013,1135
8,2:40.09,Yelena KOTULSKAYA,08 AUG 1988,RUS,3f2,,Moskva (RUS),11 JAN 2013,1129
9,2:40.31,Tatyana VINOGRADOVA,09 DEC 1988,RUS,1f2,,"CSKA, Moskva (RUS)",03 FEB 2013,1126
10,2:40.37,Winny CHEBET,20 DEC 1990,KEN,5f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1125
11,2:40.55,Lydia WAFULA,15 FEB 1988,KEN,6f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1123
12,2:41.00,Marina POSPELOVA,23 JUL 1990,RUS,2,,Yekaterinburg (RUS),07 JAN 2013,1117
13,2:41.87,Alena GLAZKOVA,06 MAY 1988,RUS,3,,Yekaterinburg (RUS),07 JAN 2013,1106
14,2:41.94,Malika AKKAOUI,25 DEC 1987,MAR,1,,Eaubonne (FRA),07 FEB 2013,1106
15,2:42.13,Svetlana CHERKASOVA,20 MAY 1978,RUS,2f2,,"CSKA, Moskva (RUS)",03 FEB 2013,1103
16,2:42.18,Elisa CUSMA,24 JUL 1981,ITA,2,,Eaubonne (FRA),07 FEB 2013,1103
17,2:42.40,Anna ROSTKOWSKA,26 JUL 1980,POL,3,,Eaubonne (FRA),07 FEB 2013,1100
18,2:42.58,Nataliya LUPU,04 NOV 1987,UKR,7f1,,"CSKA, Moskva (RUS)",03 FEB 2013,1098
19,2:42.72,Yelena KOBELEVA,12 JUN 1988,RUS,4,,Yekaterinburg (RUS),07 JAN 2013,1096
20,2:43.05,Oksana DYOMINA,04 AUG 1990,RUS,3f2,,"CSKA, Moskva (RUS)",03 FEB 2013,1092
21,2:43.10,Darya YACHMENYOVA,09 SEP 1990,RUS,1,,St. Petersburg (RUS),29 DEC 2012,1091
22,2:43.22,Aníta HINRIKSDÓTTIR,13 JAN 1996,ISL,1,,Reykjavík (ISL),15 DEC 2012,1090
23,2:43.34,Rachel SCHNEIDER,18 JUL 1991,USA,1,,"University Park, PA (USA)",26 JAN 2013,1088
24,2:43.37,Oksana DYOMINA,04 AUG 1990,RUS,5,,Yekaterinburg (RUS),07 JAN 2013,1088
25,2:43.89,Kelsey MARGEY,07 MAY 1994,USA,1f1,,"New York, NY (USA)",11 JAN 2013,1082
25,2:43.89,Danuta URBANIK,24 DEC 1989,POL,4,,Eaubonne (FRA),07 FEB 2013,1082
27,2:44.11,Elisa CUSMA,24 JUL 1981,ITA,1,,Ancona (ITA),30 JAN 2013,1079
28,2:44.20,Charlene LIPSEY,16 JUL 1991,USA,1,,"New York, NY (USA)",01 FEB 2013,1078
29,2:44.41,Anna BALAKSHINA,22 NOV 1986,RUS,4f2,,Moskva (RUS),11 JAN 2013,1075
30,2:44.49,Natalya PERYAKOVA,04 MAR 1983,RUS,6,,Yekaterinburg (RUS),07 JAN 2013,1074
31,2:44.56,Galina YEVSIKOVA,20 JUL 1990,RUS,2,,St. Petersburg (RUS),29 DEC 2012,1073
32,2:45.14,Anastasiya RYEMYEN,20 APR 1993,UKR,5,,Eaubonne (FRA),07 FEB 2013,1066
33,2:45.35,Olga KOMANDINA,21 SEP 1989,RUS,7,,Yekaterinburg (RUS),07 JAN 2013,1064
34,2:45.42,Abbey COOPER,25 MAY 1992,USA,1,,"New Haven, CT (USA)",20 JAN 2013,1063
35,2:45.63,Laura ROXBERG,20 NOV 1989,USA,1,,"Columbia, MO (USA)",18 JAN 2013,1060
36,2:45.65,Stephanie SCHAPPERT,25 APR 1993,USA,2,,"New York, NY (USA)",01 FEB 2013,1060
37,2:46.23,Ejiro OKORO,04 JUL 1990,GBR,3,,"New York, NY (USA)",01 FEB 2013,1053
38,2:46.47,Tatyana VINOGRADOVA,09 DEC 1988,RUS,1,,Yaroslavl (RUS),13 JAN 2013,1050
39,2:46.55,Natalija PILIUŠINA,22 OCT 1990,LTU,1,,"Fayetteville, AR (USA)",11 JAN 2013,1049
39,2:46.55,Dana ŠATROVÁ,12 DEC 1986,CZE,1,,Praha (CZE),18 JAN 2013,1049
41,2:46.70,Kathryn FANNING,07 OCT 1992,USA,1,,"New York, NY (USA)",18 JAN 2013,1047
42,2:46.71,Emma GALBRAITH,1994,CAN,1,,Ottawa (CAN),09 FEB 2013,1047
43,2:46.89,Emma GALBRAITH,1994,CAN,4,,"New York, NY (USA)",01 FEB 2013,1045
44,2:47.07,Tatyana BALAKSHINA,24 JAN 1991,RUS,5f2,,Moskva (RUS),11 JAN 2013,1043
45,2:47.33,Nathalie RESLINGER,09 APR 1983,FRA,6,,Eaubonne (FRA),07 FEB 2013,1040
46,2:47.44,Sabrina SOUTHERLAND,18 DEC 1995,USA,1,,"New York, NY (USA)",01 FEB 2013,1038
47,2:47.55,Brigitte MANIA,17 AUG 1991,USA,2,,"New York, NY (USA)",18 JAN 2013,1037
48,2:47.60,Kseniya KOZHEDUB,11 AUG 1992,RUS,1f1,,Moskva (RUS),11 JAN 2013,1037
49,2:47.70,Carolyn BETHEL,,USA,2,,"New York, NY (USA)",01 FEB 2013,1035
50,2:47.81,Rimma RODKO,04 NOV 1987,RUS,1f4,,Moskva (RUS),22 DEC 2012,1034
51,2:47.90,Yevdokiya BUKINA,10 FEB 1993,RUS,1,,Chelyabinsk (RUS),27 JAN 2013,1033
51,2:47.90,Amanda BANKS,1991,CAN,2,,Ottawa (CAN),09 FEB 2013,1033
53,2:47.95,Julie MCGILPIN,,USA,1h2,,"Boston, MA (USA)",02 MAR 2013,1032
54,2:48.17,Anima BANKS,30 MAR 1994,USA,1f1,,"Blacksburg, VA (USA)",18 JAN 2013,1030
55,2:48.18,Oksana SUNTSOVA,25 FEB 1981,RUS,2,,Chelyabinsk (RUS),27 JAN 2013,1030
56,2:48.22,Stephanie SCHAPPERT,25 APR 1993,USA,2f1,,"New York, NY (USA)",11 JAN 2013,1029
57,2:48.25,Erin GILLINGHAM,,USA,1,,"New York, NY (USA)",25 JAN 2013,1029
58,2:48.35,Keri WOOD,05 FEB 1991,USA,2,,"Fayetteville, AR (USA)",11 JAN 2013,1028
59,2:48.45,Lindsey DE GRANDE,26 APR 1989,BEL,1,,Gent (BEL),23 FEB 2013,1026
60,2:48.48,Jillian KING,21 MAR 1990,USA,1f2,,"Kingston, RI (USA)",11 JAN 2013,1026
61,2:48.49,Valeriya ZUBKOVA,15 JUN 1990,RUS,2f4,,Moskva (RUS),22 DEC 2012,1026
62,2:48.53,Ariann NEUTTS,12 DEC 1990,USA,3f1,,"New York, NY (USA)",11 JAN 2013,1025
62,2:48.53,Alena SHUKHTUEVA,07 DEC 1993,RUS,3,,Chelyabinsk (RUS),27 JAN 2013,1025
64,2:48.58,Natalya SKVORCHEVSKAYA,06 JUL 1986,RUS,6f2,,Moskva (RUS),11 JAN 2013,1025
65,2:48.65,Diane ROBISON,10 APR 1992,USA,3,,"Fayetteville, AR (USA)",11 JAN 2013,1024
66,2:48.66,Chelsea COX,18 AUG 1992,USA,1,,"Bethesda, MD (USA)",18 JAN 2013,1024
67,2:48.85,Brianna NERUD,16 SEP 1994,USA,2,,"University Park, PA (USA)",26 JAN 2013,1022
68,2:48.91,Olivia SADLER,01 MAY 1994,GBR,2,,"New York, NY (USA)",25 JAN 2013,1021
69,2:48.93,Keri WOOD,05 FEB 1991,USA,5,,"New York, NY (USA)",01 FEB 2013,1021
70,2:49.00,Cydney ROSS,16 MAR 1990,USA,1,,"Winston Salem, NC (USA)",01 DEC 2012,1020
71,2:49.03,Cydney ROSS,16 MAR 1990,USA,2f1,,"Blacksburg, VA (USA)",18 JAN 2013,1019
72,2:49.06,Molly RENFER,22 AUG 1993,SUI,1,,"Cambridge, MA (USA)",19 JAN 2013,1019
73,2:49.26,Yelmira SAMIGULLINA,24 OCT 1992,RUS,7f2,,Moskva (RUS),11 JAN 2013,1017
74,2:49.32,Madeleine BERKSON,26 MAR 1996,USA,1,,"Boston, MA (USA)",02 MAR 2013,1016
75,2:49.34,Carolyn BASKIR,,USA,6,,"New York, NY (USA)",01 FEB 2013,1016
