Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:39.22,Renata PLIŚ,05 FEB 1985,POL,1f1,,Spala (POL),06 FEB 2016,1140
2,2:40.54,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,2f1,,Spala (POL),06 FEB 2016,1123
3,2:40.82,Angel PICCIRILLO,08 JAN 1994,USA,1,,NY (USA),27 FEB 2016,1120
4,2:41.58,Stephanie BROWN,04 MAR 1991,USA,1,,"Fayetteville, AR (USA)",15 JAN 2016,1110
5,2:42.47,Gabriela STAFFORD,13 SEP 1995,CAN,1f1,,Ottawa (CAN),23 JAN 2016,1099
6,2:42.50,Sasha GOLLISH,27 DEC 1981,CAN,2f1,,Ottawa (CAN),23 JAN 2016,1099
7,2:42.61,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,1,,Yekaterinburg (RUS),07 JAN 2016,1097
8,2:42.76,Andrea KEKLAK,01 OCT 1993,USA,1f1,,"University Park, PA (USA)",16 JAN 2016,1095
9,2:42.84,Gabriela STAFFORD,13 SEP 1995,CAN,1f2,,Windsor (CAN),26 FEB 2016,1094
10,2:42.86,Rachel SCHNEIDER,18 JUL 1991,USA,2f1,,"University Park, PA (USA)",16 JAN 2016,1094
11,2:43.04,Angel PICCIRILLO,08 JAN 1994,USA,1f1,,NY (USA),16 JAN 2016,1092
12,2:43.07,Stephanie VAN PELT,04 MAY 1994,USA,1,,"Boston, MA (USA)",06 MAR 2016,1092
13,2:43.14,Yelena KOROBKINA,25 NOV 1990,RUS,1f2,,Moskva (RUS),10 JAN 2016,1091
14,2:43.15,Victoria GERLACH,02 JUN 1994,USA,3f1,,"University Park, PA (USA)",16 JAN 2016,1091
15,2:43.25,Svetlana ULOGA,23 NOV 1986,RUS,2,,Yekaterinburg (RUS),07 JAN 2016,1089
16,2:43.46,Natalya PERYAKOVA,04 MAR 1983,RUS,3,,Yekaterinburg (RUS),07 JAN 2016,1087
16,2:43.46,Jenna WESTAWAY,19 JUN 1994,CAN,1f2,,Saskatoon (CAN),26 FEB 2016,1087
18,2:43.59,Chelsea COX,18 AUG 1992,USA,4f1,,"University Park, PA (USA)",16 JAN 2016,1085
19,2:43.64,Yekaterina KUPINA,02 FEB 1986,RUS,4,,Yekaterinburg (RUS),07 JAN 2016,1085
20,2:43.74,Chrishuna WILLIAMS,31 MAR 1993,USA,2,,"Fayetteville, AR (USA)",15 JAN 2016,1083
21,2:43.87,Yelena KOTULSKAYA,08 AUG 1988,RUS,2f2,,Moskva (RUS),10 JAN 2016,1082
22,2:44.35,Yekaterina STOROZHEVA,22 JAN 1993,RUS,1,,St. Petersburg (RUS),27 DEC 2015,1076
23,2:44.61,Regan YEE,04 JUL 1995,CAN,2f2,,Saskatoon (CAN),26 FEB 2016,1073
24,2:44.76,Katrina COOGAN,15 NOV 1993,USA,5f1,,"University Park, PA (USA)",16 JAN 2016,1071
24,2:44.76,Paige KOUBA,,USA,2,,"Boston, MA (USA)",06 MAR 2016,1071
26,2:44.81,Sophie WATTS,1994,CAN,1f1,,"Boston, MA (USA)",29 JAN 2016,1070
27,2:44.86,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,2,,St. Petersburg (RUS),27 DEC 2015,1070
28,2:44.89,Yekaterina KUPINA,02 FEB 1986,RUS,f2,,Moskva (RUS),10 JAN 2016,1069
29,2:45.32,Samantha WATSON,10 NOV 1999,USA,1,,"New York, NY (USA)",05 FEB 2016,1064
30,2:45.33,Ulyana AVVAKUMENKOVA,21 JUN 1994,RUS,3,,St. Petersburg (RUS),27 DEC 2015,1064
