Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:38.25,Isabelle BOFFEY,13 APR 2000,GBR,1,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1152
2,2:38.57,Angelika CICHOCKA,15 MAR 1988,POL,2,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1148
3,2:38.62,Katharina TROST,28 JUN 1995,GER,3,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1147
4,2:38.67,Gaia SABBATINI,10 JUN 1999,ITA,4,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1146
5,2:38.81,Esther GUERRERO,07 FEB 1990,ESP,5,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1145
6,2:38.96,Josette NORRIS,15 DEC 1995,USA,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",21 JAN 2022,1143
7,2:39.74,Jemma REEKIE,06 MAR 1998,GBR,6,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1133
8,2:39.76,Inessa GUSAROVA,29 OCT 1995,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2022,1133
9,2:40.01,Georgie HARTIGAN,01 MAR 1996,IRL,7,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1130
10,2:40.05,Madeleine KELLY,28 DEC 1995,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",05 FEB 2022,1129
11,2:40.25,Federica DEL BUONO,12 DEC 1994,ITA,8,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1127
12,2:40.37,Anna SHCHAGINA,07 DEC 1991,RUS,1f2,,"Znamenskikh Arena, Moskva (RUS)",09 JAN 2022,1125
13,2:40.60,Anna SHCHAGINA,07 DEC 1991,RUS,1,,"Znamenskikh Arena, Moskva (RUS)",24 DEC 2021,1122
14,2:40.83,Svetlana APLACHKINA,28 NOV 1992,ANA,2,,"Znamenskikh Arena, Moskva (RUS)",24 DEC 2021,1119
15,2:41.03,Natoya GOULE,30 MAR 1991,JAM,1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",14 JAN 2022,1117
