Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:40.11,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Orenburg (RUS),20 JAN 2018,1128
2,2:41.16,Claudia SAUNDERS,19 MAY 1994,FRA,1,,"Fairfax, VA (USA)",25 FEB 2018,1115
3,2:41.45,Elizabeth WHELAN,05 OCT 1993,CAN,1f1,,"Boston, MA (USA)",09 FEB 2018,1112
4,2:41.81,Laurence CÔTÉ,09 FEB 1991,CAN,2f1,,"Boston, MA (USA)",09 FEB 2018,1107
5,2:41.98,Rachel POCRATSKY,23 JAN 1997,USA,1f1,,"Lynchburg, VA (USA)",27 JAN 2018,1105
6,2:42.12,Samantha WATSON,10 NOV 1999,USA,1,,"College Station, TX (USA)",09 DEC 2017,1103
7,2:43.03,Vera VASILYEVA,22 JUN 1994,RUS,2,,Orenburg (RUS),20 JAN 2018,1092
8,2:43.47,Dina ALEKSANDROVA,09 AUG 1992,RUS,3,,Orenburg (RUS),20 JAN 2018,1087
8,2:43.47,Alena SHUKHTUEVA,07 DEC 1993,RUS,4,,Orenburg (RUS),20 JAN 2018,1087
10,2:43.73,Julianne LABACH,14 NOV 1996,CAN,1,,Winnipeg (CAN),23 FEB 2018,1084
11,2:43.96,Julianne LABACH,14 NOV 1996,CAN,1,,Windsor (CAN),09 MAR 2018,1081
12,2:44.12,Karissa SCHWEIZER,04 MAY 1996,USA,1,,"Fayetteville, AR (USA)",12 JAN 2018,1079
13,2:44.39,Lucia STAFFORD,17 AUG 1998,CAN,2,,Windsor (CAN),09 MAR 2018,1075
14,2:44.71,Regan YEE,04 JUL 1995,CAN,2,,Winnipeg (CAN),23 FEB 2018,1072
15,2:44.83,Holly MANNING,08 NOV 1996,NZL,3f1,,"Boston, MA (USA)",09 FEB 2018,1070
16,2:44.85,Sara HARDIE,,USA,1,,"Hanover, NH (USA)",25 FEB 2018,1070
17,2:44.94,Meghan MANLEY,03 JUN 1993,USA,1f1,,"New York, NY (USA)",11 JAN 2018,1069
18,2:45.14,Magdalena KRAWCZYK,24 OCT 1992,POL,1f1,,Spala (POL),04 FEB 2018,1066
19,2:45.18,Shannon HUGARD,1996,USA,1,,"Boston, MA (USA)",04 MAR 2018,1066
20,2:45.26,Santa TKHAKUR,23 APR 1993,RUS,1f2,,Moskva (RUS),09 JAN 2018,1065
21,2:45.45,Sarah EDWARDS,07 JUL 1998,USA,2f1,,"Lynchburg, VA (USA)",27 JAN 2018,1062
22,2:45.48,Lucia STAFFORD,17 AUG 1998,CAN,1f2,,Windsor (CAN),23 FEB 2018,1062
23,2:45.51,Alisa SIBLANI,28 AUG 1996,RUS,2f2,,Moskva (RUS),09 JAN 2018,1062
24,2:45.52,Karolina GIZA,04 APR 1989,POL,2f1,,Spala (POL),04 FEB 2018,1062
25,2:45.54,Kathryn GILLESPIE,27 SEP 1996,GBR,2,,"Boston, MA (USA)",04 MAR 2018,1061
26,2:45.68,Yelena MURASHOVA,14 DEC 1987,RUS,f2,,Moskva (RUS),09 JAN 2018,1060
27,2:45.75,Anzhelika SHEVCHENKO,29 OCT 1987,UKR,1,,St. Petersburg (RUS),24 DEC 2017,1059
28,2:45.81,Jazmine FRAY,06 JUN 1997,JAM,2,,"College Station, TX (USA)",09 DEC 2017,1058
29,2:45.83,Lily FLYNN,20 FEB 2001,USA,1f3,,NY (USA),03 MAR 2018,1058
30,2:45.88,Beata TOPKA,20 JAN 1999,POL,1,,Toruń (POL),06 JAN 2018,1057
31,2:45.92,Zoe MATHERNE,1995,USA,3,,"Boston, MA (USA)",04 MAR 2018,1057
32,2:45.96,Līga VELVERE,10 FEB 1990,LAT,1,,Kuldiga (LAT),20 JAN 2018,1056
33,2:46.04,Jasmine STAEBLER,11 JAN 1997,USA,1,,"Iowa City, IA (USA)",19 JAN 2018,1055
34,2:46.19,Annie TAYLOR,,USA,4,,"Boston, MA (USA)",04 MAR 2018,1054
35,2:46.23,Kelsey MARGEY,07 MAY 1994,USA,1,,NY (USA),03 FEB 2018,1053
36,2:46.38,Charlene LIPSEY,16 JUL 1991,USA,1,,"Haverford, PA (USA)",02 DEC 2017,1051
37,2:46.49,Julianne LABACH,14 NOV 1996,CAN,1f3,,Saskatoon (CAN),12 JAN 2018,1050
38,2:46.59,Madeleine KELLY,28 DEC 1995,CAN,3,,Windsor (CAN),09 MAR 2018,1049
39,2:46.61,Courtney HUFSMITH,24 OCT 1998,CAN,2f3,,Saskatoon (CAN),12 JAN 2018,1048
40,2:46.68,Tatsiana SHABANAVA,20 MAR 1998,BLR,2,,Kuldiga (LAT),20 JAN 2018,1048
41,2:46.69,Leya SALIS,07 SEP 1999,USA,4f1,,"Boston, MA (USA)",09 FEB 2018,1047
42,2:46.75,Shannon HUGARD,1996,USA,1h2,,"Boston, MA (USA)",03 MAR 2018,1047
43,2:46.76,Brianna STRATZ,,USA,5,,"Boston, MA (USA)",04 MAR 2018,1047
44,2:46.77,Angel PICCIRILLO,08 JAN 1994,USA,2,,"Haverford, PA (USA)",02 DEC 2017,1047
45,2:46.84,Shannon HUGARD,1996,USA,5f1,,"Boston, MA (USA)",09 FEB 2018,1046
46,2:46.91,Katherine LEE,09 FEB 2000,USA,2f3,,NY (USA),03 MAR 2018,1045
47,2:46.95,Madeleine KELLY,28 DEC 1995,CAN,2f2,,Windsor (CAN),23 FEB 2018,1044
48,2:47.05,Megan MALASARTE,01 AUG 1992,USA,1,,"Clemson, SC (USA)",06 JAN 2018,1043
49,2:47.09,Jessy LACOURSE,05 FEB 1997,CAN,1f1,,Montréal (CAN),26 JAN 2018,1043
49,2:47.09,Catherine GAGNÉ,18 JAN 1989,CAN,6f1,,"Boston, MA (USA)",09 FEB 2018,1043
51,2:47.20,Clare PEABODY,,USA,1f3,,"Boston, MA (USA)",09 FEB 2018,1041
52,2:47.21,Holly MANNING,08 NOV 1996,NZL,1f2,,"Boston, MA (USA)",24 FEB 2018,1041
53,2:47.22,Gabrielle WILKINSON,10 JUN 1999,USA,1,,"New York, NY (USA)",26 JAN 2018,1041
54,2:47.23,Natoya GOULE,30 MAR 1991,JAM,1,,"Clemson, SC (USA)",09 DEC 2017,1041
55,2:47.24,Carina VILJOEN,15 APR 1997,RSA,2,,"Fayetteville, AR (USA)",12 JAN 2018,1041
56,2:47.34,Yekaterina SOKOLENKO,13 SEP 1992,ANA,f2,,Moskva (RUS),09 JAN 2018,1040
57,2:47.38,Dina ALEKSANDROVA,09 AUG 1992,RUS,1,,Yekaterinburg (RUS),07 JAN 2018,1039
58,2:47.41,Yekaterina STOROZHEVA,22 JAN 1993,RUS,2,,St. Petersburg (RUS),24 DEC 2017,1039
