Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:35.43,,Nelly JEPKOSGEI,14 JUL 1991,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1164
2,2:35.73,,Winny CHEBET,20 DEC 1990,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1160
3,2:36.41,,Yekaterina KUPINA,02 FEB 1986,RUS,1,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1151
4,2:36.97,,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,1f1,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1168
5,2:37.01,,Yelena KOTULSKAYA,08 AUG 1988,RUS,2f1,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1168
6,2:37.61,,Morgan UCENY,10 MAR 1985,USA,4,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1135
7,2:38.20,,Marina POSPELOVA,23 JUL 1990,RUS,3f1,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1152
8,2:38.26,,Joanna JÓŹWIK,30 JAN 1991,POL,1,,Stalowa Wola (POL),06 SEP 2013,1126
9,2:38.38,,Anna SHCHAGINA,07 DEC 1991,RUS,1f2,,Moskva (RUS) (i),11 JAN 2013,1150
10,2:38.49,,Laura WEIGHTMAN,01 JUL 1991,GBR,5,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1123
11,2:38.68,,Kate VAN BUSKIRK,09 JUN 1987,CAN,6,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1121
12,2:38.71,,Danuta URBANIK,24 DEC 1989,POL,7,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
13,2:38.76,,Rose-Anne GALLIGAN,09 DEC 1987,IRL,8,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1120
14,2:38.80,,Angelika CICHOCKA,15 MAR 1988,POL,3,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1119
15,2:38.83,,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,9,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1119
16,2:38.95,,Ayvika MALANOVA,28 NOV 1992,RUS,2f2,,Moskva (RUS) (i),11 JAN 2013,1143
17,2:39.00,,Anna ROSTKOWSKA,26 JUL 1980,POL,4,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1117
18,2:39.80,,Renata PLIŚ,05 FEB 1985,POL,6,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1106
19,2:39.86,,Malika AKKAOUI,25 DEC 1987,MAR,1,,Linz (AUT),26 AUG 2013,1105
20,2:40.31,,Tatyana VINOGRADOVA,09 DEC 1988,RUS,1f2,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1126
21,2:40.55,,Lydia WAFULA,15 FEB 1988,KEN,6f1,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1123
22,2:40.81,,Maureen KOSTER,03 JUL 1992,NED,1f2,,Lisse (NED),11 MAY 2013,1093
23,2:41.30,,Yvonne HAK,30 JUN 1986,NED,10,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1087
24,2:41.4h,,Svetlana BELOVA,24 MAY 1985,RUS,1,,Bishkek (KGZ),20 APR 2013,1085
25,2:41.43,,Sifan HASSAN,01 JAN 1993,ETH,2f2,,Lisse (NED),11 MAY 2013,1085
26,2:41.87,,Alena GLAZKOVA,06 MAY 1988,RUS,3,,Yekaterinburg (RUS) (i),07 JAN 2013,1106
27,2:42.13,,Svetlana CHERKASOVA,20 MAY 1978,RUS,2f2,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1103
28,2:42.18,,Elisa CUSMA,24 JUL 1981,ITA,2,,Eaubonne (FRA) (i),07 FEB 2013,1103
29,2:42.30,,Charlene THOMAS,06 MAY 1982,GBR,3,,Linz (AUT),26 AUG 2013,1074
30,2:42.50,,Diana SUJEW,02 NOV 1990,GER,5,,Linz (AUT),26 AUG 2013,1071
31,2:42.58,,Nataliya LUPU,04 NOV 1987,UKR,7f1,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1098
31,2:42.58,,Violah CHEPTOO,01 MAR 1989,KEN,6,,Linz (AUT),26 AUG 2013,1070
33,2:42.69,,Mapaseka MAKHANYA,09 APR 1985,RSA,1,,Potchefstroom (RSA),23 FEB 2013,1069
34,2:42.72,,Yelena KOBELEVA,12 JUN 1988,RUS,4,,Yekaterinburg (RUS) (i),07 JAN 2013,1096
35,2:42.75,,Elina SUJEW,02 NOV 1990,GER,7,,Linz (AUT),26 AUG 2013,1068
36,2:42.99,,Karine BELLEAU-BÉLIVEAU,29 DEC 1983,CAN,8,,Linz (AUT),26 AUG 2013,1065
37,2:43.05,,Oksana DYOMINA,04 AUG 1990,RUS,3f2,,"CSKA, Moskva (RUS) (i)",03 FEB 2013,1092
38,2:43.09,,Diane CUMMINS,19 JAN 1974,CAN,9,,Linz (AUT),26 AUG 2013,1064
39,2:43.18,,Phoebe WRIGHT,30 AUG 1988,USA,8,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1063
40,2:43.34,,Rachel SCHNEIDER,18 JUL 1991,USA,1,,"University Park, PA (USA) (i)",26 JAN 2013,1088
41,2:43.39,,Lisa KURMANN,17 MAY 1989,SUI,1f1,,Langenthal (SUI),09 MAY 2013,1060
42,2:43.51,,Janet ACHOLA,26 JUN 1988,UGA,11,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1058
43,2:43.77,,Liina TSERNOV,28 DEC 1987,EST,1,,Viljandi (EST),02 JUL 2013,1055
44,2:43.80,,Aline KREBS,05 SEP 1988,GER,1f1,,Saarbrücken (GER),18 JUL 2013,1055
45,2:43.89,,Kelsey MARGEY,07 MAY 1994,USA,1f1,,"New York, NY (USA) (i)",11 JAN 2013,1082
46,2:44.05,,Ajee' WILSON,08 MAY 1994,USA,12,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1052
47,2:44.14,,Agnieszka SOWIŃSKA-LESZCZYNSKA,25 OCT 1987,POL,9,,"Stadion Orzeł, Warszawa (POL)",25 AUG 2013,1050
48,2:44.20,,Charlene LIPSEY,16 JUL 1991,USA,1,,"New York, NY (USA) (i)",01 FEB 2013,1078
49,2:44.41,,Anna BALAKSHINA,22 NOV 1986,RUS,4f2,,Moskva (RUS) (i),11 JAN 2013,1075
50,2:44.49,,Natalya PERYAKOVA,04 MAR 1983,RUS,6,,Yekaterinburg (RUS) (i),07 JAN 2013,1074
51,2:44.58,,Karolina GIZA,04 APR 1989,POL,1,,Kraków (POL),12 JUL 2013,1045
52,2:45.14,,Anastasiya RYEMYEN,20 APR 1993,UKR,5,,Eaubonne (FRA) (i),07 FEB 2013,1066
53,2:45.19,,Maria SŁAWIK,09 APR 1989,POL,2,,Kraków (POL),12 JUL 2013,1037
54,2:45.2h,,Anastasiya NEMYKINA,13 MAY 1993,RUS,1,,Shchelkovo (RUS) (i),28 DEC 2013,1066
55,2:45.23,,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,4f2,,Lisse (NED),11 MAY 2013,1037
56,2:45.35,,Olga KOMANDINA,21 SEP 1989,RUS,7,,Yekaterinburg (RUS) (i),07 JAN 2013,1064
57,2:45.37,,Kamilla HAYDER,15 NOV 1988,POL,3,,Kraków (POL),12 JUL 2013,1035
58,2:45.42,,Abbey COOPER,25 MAY 1992,USA,1,,"New Haven, CT (USA) (i)",20 JAN 2013,1063
59,2:45.63,,Laura ROXBERG,20 NOV 1989,USA,1,,"Columbia, MO (USA) (i)",18 JAN 2013,1060
60,2:45.65,,Stephanie SCHAPPERT,25 APR 1993,USA,2,,"New York, NY (USA) (i)",01 FEB 2013,1060
61,2:46.19,,Emily LIPARI,19 NOV 1992,USA,1,,"Geneva, OH (USA) (i)",17 FEB 2013,0
62,2:46.23,,Ejiro OKORO,04 JUL 1990,GBR,3,,"New York, NY (USA) (i)",01 FEB 2013,1053
63,2:46.33,,Angel PICCIRILLO,08 JAN 1994,USA,2,,"Geneva, OH (USA) (i)",17 FEB 2013,0
64,2:46.55,,Natalija PILIUŠINA,22 OCT 1990,LTU,1,,"Fayetteville, AR (USA) (i)",11 JAN 2013,1049
64,2:46.55,,Dana ŠATROVÁ,12 DEC 1986,CZE,1,,Praha (CZE) (i),18 JAN 2013,1049
66,2:46.63,,Yuliya CHIZHENKO,30 AUG 1979,RUS,1,,St. Petersburg (RUS) (i),22 DEC 2013,1048
67,2:46.70,,Kathryn FANNING,07 OCT 1992,USA,1,,"New York, NY (USA) (i)",18 JAN 2013,1047
67,2:46.70,,Anuscha NICE,26 AUG 1991,RSA,2,,Potchefstroom (RSA),23 FEB 2013,1018
69,2:46.71,,Emma GALBRAITH,1994,CAN,1,,Ottawa (CAN) (i),09 FEB 2013,1047
70,2:46.75,,Matylda KOWAL,11 JAN 1989,POL,4,,Kraków (POL),12 JUL 2013,1018
