Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:34.84,,Angelika CICHOCKA,15 MAR 1988,POL,1,,Sopot (POL),28 JUL 2016,1172
2,2:34.90,,Anna SHCHAGINA,07 DEC 1991,RUS,1,,Moskva (RUS),18 JUL 2016,1171
3,2:34.93,,Joanna JÓŹWIK,30 JAN 1991,POL,2,,Sopot (POL),28 JUL 2016,1170
4,2:35.15,,Sofia ENNAOUI,30 AUG 1995,POL,3,,Sopot (POL),28 JUL 2016,1167
5,2:36.04,,Lovisa LINDH,09 JUL 1991,SWE,1,,Göteborg (SWE),15 JUL 2016,1156
6,2:36.07,,Dina ALEKSANDROVA,09 AUG 1992,RUS,2,,Moskva (RUS),18 JUL 2016,1155
7,2:36.67,,Inessa GUSAROVA,29 OCT 1995,RUS,3,,Moskva (RUS),18 JUL 2016,1147
8,2:36.89,,Santa TKHAKUR,23 APR 1993,RUS,4,,Moskva (RUS),18 JUL 2016,1144
9,2:37.09,,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,5,,Moskva (RUS),18 JUL 2016,1142
10,2:37.48,,Anastasiya RYEMYEN,20 APR 1993,UKR,4,,Sopot (POL),28 JUL 2016,1136
11,2:37.53,,Svetlana ULOGA,23 NOV 1986,RUS,6,,Moskva (RUS),18 JUL 2016,1136
12,2:37.78,,Anna SILVANDER,22 JUN 1993,SWE,2,,Göteborg (SWE),15 JUL 2016,1133
13,2:38.00,,Danuta URBANIK,24 DEC 1989,POL,5,,Sopot (POL),28 JUL 2016,1130
14,2:38.05,,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,3,,Göteborg (SWE),15 JUL 2016,1129
15,2:38.28,,Yekaterina SOKOLOVA,16 DEC 1995,RUS,7,,Moskva (RUS),18 JUL 2016,1126
16,2:38.63,,Sarah MCDONALD,02 AUG 1993,GBR,4,,Göteborg (SWE),15 JUL 2016,1121
17,2:39.19,,Darya BARYSEVICH,06 APR 1990,BLR,6,,Sopot (POL),28 JUL 2016,1114
18,2:39.22,,Renata PLIŚ,05 FEB 1985,POL,1f1,,Spala (POL) (i),06 FEB 2016,1140
19,2:39.95,,Monika HALASA,05 APR 1992,POL,7,,Sopot (POL),28 JUL 2016,1104
20,2:40.54,,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,2f1,,Spala (POL) (i),06 FEB 2016,1123
21,2:40.82,,Angel PICCIRILLO,08 JAN 1994,USA,1,,NY (USA) (i),27 FEB 2016,1120
22,2:40.94,,Axumawit EMBAYE,18 OCT 1994,ETH,5,,Göteborg (SWE),15 JUL 2016,1091
23,2:41.58,,Stephanie BROWN,04 MAR 1991,USA,1,,"Fayetteville, AR (USA) (i)",15 JAN 2016,1110
24,2:41.72,,Liina TSERNOV,28 DEC 1987,EST,1,,Tallinn (EST),25 JUN 2016,1081
25,2:42.30,,Rose-Anne GALLIGAN,09 DEC 1987,IRL,1,,Potchefstroom (RSA),09 FEB 2016,1074
26,2:42.42,,Denise KREBS,27 JUN 1987,GER,1f1,,Pliezhausen (GER),08 MAY 2016,1072
27,2:42.47,,Gabriela STAFFORD,13 SEP 1995,CAN,1f1,,Ottawa (CAN) (i),23 JAN 2016,1099
