Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:35.80,Mary CAIN,03 MAY 1996,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1183
2,2:36.63,Chanelle PRICE,22 AUG 1990,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1172
3,2:36.90,Sarah BROWN,15 OCT 1986,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1169
4,2:37.19,Molly LUDLOW,04 AUG 1987,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1165
5,2:37.88,Treniere MOSER,27 OCT 1981,USA,5,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1156
6,2:39.25,Mary CAIN,03 MAY 1996,USA,1f2,,"Boston, MA (USA)",16 JAN 2014,1139
7,2:39.32,Treniere MOSER,27 OCT 1981,USA,2f2,,"Boston, MA (USA)",16 JAN 2014,1138
8,2:39.77,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,6,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1133
9,2:39.94,Margherita MAGNANI,26 FEB 1987,ITA,1,,Ancona (ITA),26 JAN 2014,1131
10,2:40.03,Chanelle PRICE,22 AUG 1990,USA,1,,"Birmingham, AL (USA)",10 JAN 2014,1129
11,2:40.72,Violah CHEPTOO,01 MAR 1989,KEN,7,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1121
12,2:40.90,Heather KAMPF,19 JAN 1987,USA,8,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1119
13,2:41.08,Danuta URBANIK,24 DEC 1989,POL,1,,Spala (POL),26 JAN 2014,1116
14,2:41.36,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,2,,Spala (POL),26 JAN 2014,1113
15,2:42.06,Anna BALAKSHINA,22 NOV 1986,RUS,1f2,,Moskva (RUS),12 JAN 2014,1104
16,2:42.36,Joanna JÓŹWIK,30 JAN 1991,POL,3,,Spala (POL),26 JAN 2014,1100
17,2:42.70,Tatyana KURAMSHINA,18 MAR 1988,RUS,1,,Chelyabinsk (RUS),27 JAN 2014,1096
18,2:42.76,Vanya STAMBOLOVA,28 NOV 1983,BUL,1,,Dobrich (BUL),12 FEB 2014,1095
19,2:43.69,Emily LIPARI,19 NOV 1992,USA,1,,"New York, NY (USA)",22 FEB 2014,1084
