Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:37.55,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1161
2,2:37.73,Lucia STAFFORD,17 AUG 1998,CAN,1,,"Track and Field Centre, Toronto (CAN)",05 FEB 2021,1158
3,2:41.25,Claudia SAUNDERS,19 MAY 1994,FRA,1,,"Liberty Indoor Complex, Lynchburg, VA (USA)",29 APR 2021,1114
4,2:41.37,Yelena KOROBKINA,25 NOV 1990,RUS,1f2,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1113
5,2:41.53,Roisin WILLIS,06 AUG 2004,USA,1f3,,"Gately Indoor TF Center, Chicago, IL (USA)",20 FEB 2021,1111
6,2:41.91,Anna SHCHAGINA,07 DEC 1991,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1106
7,2:42.51,Laurie BARTON,13 FEB 1998,USA,1,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1099
8,2:43.27,Julia RIZK,14 JUN 1996,USA,1,,"Liberty Indoor Complex, Lynchburg, VA (USA)",13 FEB 2021,1089
9,2:43.31,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1,,"Stromovka, Praha (CZE)",26 FEB 2021,1089
10,2:43.33,Olga ONUFRIYENKO,08 MAR 1999,RUS,3,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1088
11,2:43.95,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,1,,"Stromovka, Praha (CZE)",23 JAN 2021,1081
12,2:43.98,Lauren BERMAN,08 OCT 1996,USA,1,,"Rector Fieldhouse, Blacksburg, VA (USA)",19 FEB 2021,1080
13,2:44.07,Sarah EDWARDS,07 JUL 1998,USA,2,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1079
14,2:44.11,Eliza MEGGER,29 AUG 1999,POL,1,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1079
15,2:44.36,Madeleine KELLY,28 DEC 1995,CAN,2,,"Track and Field Centre, Toronto (CAN)",05 FEB 2021,1076
16,2:44.44,Rachel POCRATSKY,23 JAN 1997,USA,2,,"Liberty Indoor Complex, Lynchburg, VA (USA)",29 APR 2021,1075
17,2:44.66,Aaliyah MILLER,28 AUG 1998,USA,1,,"Sports Performance Center, Lubbock, TX (USA)",16 JAN 2021,1072
18,2:44.79,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,2f2,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1071
19,2:44.95,Weronika LIZAKOWSKA,02 NOV 1998,POL,2,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1069
20,2:45.42,Grace BOONE,08 APR 2001,USA,3,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1063
21,2:45.60,Anastasiya YEREMYANTS,22 MAR 2001,RUS,4,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1061
22,2:45.67,Yekaterina SOKOLOVA,16 DEC 1995,RUS,1,,Bryansk (RUS),26 FEB 2021,1060
23,2:46.12,Yelizaveta TSYGANOVA,10 OCT 1997,RUS,1,,"Znamenskikh Arena, Moskva (RUS)",15 DEC 2020,1054
24,2:46.34,Yekaterina SOKOLOVA,16 DEC 1995,RUS,1,,"FSK Lokomotiv Arena, Bryansk (RUS)",26 DEC 2020,1052
25,2:46.37,Anastasiya YEREMYANTS,22 MAR 2001,RUS,2,,"Znamenskikh Arena, Moskva (RUS)",15 DEC 2020,1051
26,2:46.42,Dina ALEKSANDROVA,09 AUG 1992,RUS,2,,Bryansk (RUS),26 FEB 2021,1051
27,2:46.52,Olivia HOWELL,2001,USA,1,,"Camp Randall Sports Comlpex, Madison, WI (USA)",16 JAN 2021,1050
28,2:46.55,Pavla ŠTOUDKOVÁ,05 MAR 2003,CZE,2,,"Stromovka, Praha (CZE)",23 JAN 2021,1049
29,2:46.64,Lindsey BUTLER,28 AUG 2000,USA,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",15 JAN 2021,1048
30,2:46.77,Sivan AUERBACH,02 APR 2000,ISR,1,,"Sports Performance Center, Lubbock, TX (USA)",27 FEB 2021,1047
31,2:46.79,Kennedy THOMSON,02 OCT 1998,CAN,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",16 JAN 2021,1046
32,2:46.81,Kassidy JOHNSON,,USA,2,,"Sports Performance Center, Lubbock, TX (USA)",27 FEB 2021,1046
33,2:46.88,Michelle HOWELL,22 NOV 1994,USA,2,,"Liberty Indoor Complex, Lynchburg, VA (USA)",13 FEB 2021,1045
34,2:47.11,Katarzyna BRONIATOWSKA,22 FEB 1990,POL,3,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1042
35,2:47.15,Milena KORBUT,08 AUG 2000,POL,4,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1042
36,2:47.45,Aleksandra NEVZOROVA,12 JUN 2000,RUS,5,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1038
36,2:47.45,Lauren BERMAN,08 OCT 1996,USA,2f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",15 JAN 2021,1038
38,2:47.79,Madison MOONEY,21 MAR 2000,USA,2,,"Camp Randall Sports Comlpex, Madison, WI (USA)",16 JAN 2021,1034
39,2:47.84,Leigha TORINO,02 SEP 1999,USA,4,,"Rector Fieldhouse, Blacksburg, VA (USA)",22 JAN 2021,1034
40,2:47.87,Reagan BUSTAMANTE,,USA,3f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",15 JAN 2021,1033
41,2:48.00,Aleksandra NEVZOROVA,12 JUN 2000,RUS,3,,"Znamenskikh Arena, Moskva (RUS)",15 DEC 2020,1032
42,2:48.16,Mikenna VANDERHEYDEN,2000,CAN,3,,"Sports Performance Center, Lubbock, TX (USA)",27 FEB 2021,1030
43,2:48.23,Lucie SEKANOVÁ,05 AUG 1989,CZE,3,,"Stromovka, Praha (CZE)",23 JAN 2021,1029
44,2:48.33,Polina ZHUKOVA,06 AUG 1998,RUS,4,,"Znamenskikh Arena, Moskva (RUS)",15 DEC 2020,1028
45,2:48.35,Dina GABDULLINA,12 MAR 1995,RUS,2,,"FSK Lokomotiv Arena, Bryansk (RUS)",26 DEC 2020,1028
46,2:48.73,Lada VONDROVÁ,06 SEP 1999,CZE,4,,"Stromovka, Praha (CZE)",23 JAN 2021,1023
47,2:48.76,Liliya MENDAYEVA,01 JUN 2000,RUS,3f2,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1023
48,2:48.97,Olimpia BREZA,14 FEB 2002,POL,1f1,,"Arena, Toruń (POL)",18 JAN 2021,1020
49,2:49.16,Makayla PAIGE,,USA,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",26 FEB 2021,1018
50,2:49.29,Brooke RAUBER,12 JUL 2002,USA,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",17 JAN 2021,1016
51,2:49.37,Grace BOONE,08 APR 2001,USA,4f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",15 JAN 2021,1015
52,2:49.39,Quinn OWEN,,USA,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",16 JAN 2021,1015
53,2:49.42,Madaline ULLOM,16 JAN 2002,USA,1,,"Ashenfelter Indoor Track, State College, PA (USA)",16 JAN 2021,1015
54,2:49.44,Irina MARACHEVA,24 SEP 1984,RUS,3,,"FSK Lokomotiv Arena, Bryansk (RUS)",26 DEC 2020,1015
55,2:49.56,Sandra MICHALAK,01 APR 1987,POL,5,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1013
56,2:49.58,Sara FREIX,03 MAY 1998,USA,5f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",15 JAN 2021,1013
57,2:49.74,Kseniya ZYRYANOVA,30 JAN 1998,RUS,6,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1011
