Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:34.71,,Mary MORAA,15 JUN 2000,KEN,1,,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1173
2,2:35.47,,Jemma REEKIE,06 MAR 1998,GBR,1,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1163
3,2:35.74,,Hirut MESHESHA,20 JAN 2001,ETH,2,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1160
4,2:35.80,,Aleksandra GULYAYEVA,30 APR 1994,ANA,2,,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1159
5,2:35.90,,Linden HALL,20 JUN 1991,AUS,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1157
6,2:35.98,,Elise VANDERELST,27 JAN 1998,BEL,3,,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1156
7,2:36.30,,Noélie YARIGO,26 DEC 1985,BEN,4,,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1152
8,2:36.63,,Danielle JONES,21 AUG 1996,USA,3,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1148
9,2:36.68,,Diana MEZULIÁNÍKOVÁ,10 APR 1992,CZE,4,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1147
10,2:36.72,,Claudia HOLLINGSWORTH,12 APR 2005,AUS,2f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1146
11,2:37.08,,Martyna GALANT,26 JAN 1995,POL,5,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1142
12,2:37.72,,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",20 AUG 2021,1133
13,2:37.73,,Lucia STAFFORD,17 AUG 1998,CAN,1,,"Track and Field Centre, Toronto (CAN) (i)",05 FEB 2021,1158
14,2:37.80,,Tigist GIRMA,07 NOV 2002,ETH,6,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1132
15,2:38.16,,Katharina TROST,28 JUN 1995,GER,1f1,,"Schönbuchstadion, Pliezhausen (GER)",08 MAY 2021,1128
16,2:38.42,,Catriona BISSET,01 MAR 1994,AUS,3f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1124
17,2:38.46,,Keely SMALL,09 JUN 2001,AUS,4f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1124
18,2:38.56,,Esther GUERRERO,07 FEB 1990,ESP,1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1122
19,2:38.65,,Anna WIELGOSZ,09 NOV 1993,POL,7,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1121
20,2:38.68,,Abbey CALDWELL,03 JUL 2001,AUS,5f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1121
21,2:38.77,,Britt UMMELS,24 AUG 1993,NED,5,,"Stadion De Veen, Heusden-Zolder (BEL)",03 JUL 2021,1120
22,2:39.05,,Elena BURKARD,10 FEB 1992,GER,8,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1116
23,2:39.08,,Wezam TESFAY,03 JAN 2005,ETH,9,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1115
24,2:39.61,,Madeleine MURRAY,19 OCT 1993,GBR,6f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",02 MAR 2021,1109
25,2:39.66,,Daniela GARCÍA,31 AUG 2001,ESP,2,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1108
26,2:39.97,,Ran URABE,16 JUN 1995,JPN,2,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",30 OCT 2021,1104
27,2:40.19,,Madeleine KELLY,28 DEC 1995,CAN,1,,"Centennial Stadium, Victoria (CAN)",13 MAR 2021,1101
