Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:37.86,Treniere MOSER,27 OCT 1981,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1157
2,2:38.25,Mary CAIN,03 MAY 1996,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1152
3,2:39.16,Molly LUDLOW,04 AUG 1987,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1140
4,2:39.64,Stephanie BROWN,04 MAR 1991,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1134
5,2:39.66,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,5,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1134
6,2:39.72,Yevgeniya ZINUROVA,16 NOV 1982,RUS,1,,Chelyabinsk (RUS),25 JAN 2015,1133
7,2:39.99,Morgan UCENY,10 MAR 1985,USA,6,,"Reggie Lewis Center, Boston, MA (USA)",07 FEB 2015,1130
8,2:40.36,Chanelle PRICE,22 AUG 1990,USA,1,,"Boston, MA (USA)",01 MAR 2015,1125
9,2:40.42,Lauren WALLACE,04 MAY 1990,USA,1,,"Boston, MA (USA)",01 MAR 2015,1125
10,2:40.62,Treniere MOSER,27 OCT 1981,USA,2,,"Boston, MA (USA)",01 MAR 2015,1122
10,2:40.62,Stephanie BROWN,04 MAR 1991,USA,3,,"Boston, MA (USA)",01 MAR 2015,1122
12,2:40.79,Charlene LIPSEY,16 JUL 1991,USA,1h1,,"Boston, MA (USA)",28 FEB 2015,1120
13,2:40.86,Charlene LIPSEY,16 JUL 1991,USA,4,,"Boston, MA (USA)",01 MAR 2015,1119
14,2:41.23,Lauren WALLACE,04 MAY 1990,USA,2h1,,"Boston, MA (USA)",28 FEB 2015,1114
14,2:41.23,Alexa EFRAIMSON,20 FEB 1997,USA,5,,"Boston, MA (USA)",01 MAR 2015,1114
16,2:41.29,Ayvika MALANOVA,28 NOV 1992,RUS,1f3,,Moskva (RUS),11 JAN 2015,1114
17,2:41.31,Stephanie BROWN,04 MAR 1991,USA,1,,"Fayetteville, AR (USA)",09 JAN 2015,1113
18,2:41.50,Stephanie BROWN,04 MAR 1991,USA,3h1,,"Boston, MA (USA)",28 FEB 2015,1111
19,2:41.55,Anna SHCHAGINA,07 DEC 1991,RUS,2f3,,Moskva (RUS),11 JAN 2015,1110
20,2:41.75,Yevgeniya ZINUROVA,16 NOV 1982,RUS,1f2,,Yekaterinburg (RUS),07 JAN 2015,1108
21,2:41.87,Stephanie CHARNIGO,25 JUL 1988,USA,6,,"Boston, MA (USA)",01 MAR 2015,1106
22,2:42.05,Lenka MASNÁ,22 APR 1985,CZE,1,,Praha (CZE),16 JAN 2015,1104
