Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:23.75,Genzebe DIBABA,08 FEB 1991,ETH,1,,Sabadell (ESP),07 FEB 2017,1257
2,5:44.42,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,Moskva (RUS),10 JAN 2017,1139
3,5:47.62,Anna SHCHAGINA,07 DEC 1991,RUS,1,,Yekaterinburg (RUS),07 JAN 2017,1121
4,5:51.45,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,2,,Yekaterinburg (RUS),07 JAN 2017,1100
5,5:51.66,Yekaterina SOKOLOVA,16 DEC 1995,RUS,2,,Moskva (RUS),10 JAN 2017,1098
6,5:52.88,Siham HILALI,02 MAY 1986,MAR,2,,Sabadell (ESP),07 FEB 2017,1092
7,5:54.74,Gulshat GAYNETDINOVA,28 AUG 1992,RUS,3,,Yekaterinburg (RUS),07 JAN 2017,1082
8,5:55.34,Anna DIBABA,26 OCT 1999,ETH,3,,Sabadell (ESP),07 FEB 2017,1078
9,5:56.98,Svetlana KARAMASHEVA,24 MAY 1988,RUS,1,,Omsk (RUS),24 DEC 2016,1069
10,5:58.82,Alena SHUKHTUEVA,07 DEC 1993,RUS,2,,Omsk (RUS),24 DEC 2016,1060
11,5:59.10,Yekaterina SOKOLENKO,13 SEP 1992,RUS,4,,Yekaterinburg (RUS),07 JAN 2017,1058
12,6:02.34,Natalya KHOKHLOVA,06 OCT 1992,RUS,3,,Omsk (RUS),24 DEC 2016,1041
13,6:03.08,Albina NESMASHNAYA,17 FEB 1992,RUS,3,,Moskva (RUS),10 JAN 2017,1037
14,6:03.43,Yelizveta PAKHOMOVA,03 AUG 1995,RUS,5,,Yekaterinburg (RUS),07 JAN 2017,1035
15,6:06.07,Anna PETROVA,15 JUL 1994,RUS,6,,Yekaterinburg (RUS),07 JAN 2017,1021
16,6:06.16,Svetlana KARAMASHEVA,24 MAY 1988,RUS,7,,Yekaterinburg (RUS),07 JAN 2017,1020
17,6:09.22,Viktoriya IVANOVA,21 NOV 1991,RUS,4,,Moskva (RUS),10 JAN 2017,1004
18,6:09.50,Anna BELOKOBYLSKAYA,10 OCT 1995,RUS,4,,Omsk (RUS),24 DEC 2016,1003
19,6:10.36,Beata TOPKA,20 JAN 1999,POL,1,,Toruń (POL),06 JAN 2017,998
20,6:11.75,Aleksandra HOLDA,27 NOV 1996,POL,1f1,,Spala (POL),28 JAN 2017,991
21,6:14.09,Anna TROPINA,03 NOV 1998,RUS,8,,Yekaterinburg (RUS),07 JAN 2017,979
22,6:14.92,Eliza MEGGER,29 AUG 1999,POL,2f1,,Spala (POL),28 JAN 2017,975
23,6:16.21,Aleksandra PAVLYUTENKOVA,21 MAR 1990,RUS,5,,Moskva (RUS),10 JAN 2017,968
24,6:16.64,Weronika LIZAKOWSKA,02 NOV 1998,POL,2,,Toruń (POL),06 JAN 2017,966
25,6:18.01,Olga SUKHANOVA,27 DEC 1996,RUS,5,,Omsk (RUS),24 DEC 2016,959
26,6:18.21,Wiktoria KLĘBOWSKA,20 JAN 2000,POL,3f1,,Spala (POL),28 JAN 2017,958
27,6:18.50,Wiktoria KLĘBOWSKA,20 JAN 2000,POL,1,,Toruń (POL),12 FEB 2017,956
28,6:19.42,Kamila GREGOROVÁ,30 APR 1981,CZE,1,,Praha (CZE),13 JAN 2017,951
29,6:20.01,Zofia DUDEK,25 DEC 2001,POL,4f1,,Spala (POL),28 JAN 2017,948
30,6:21.47,Zofia DUDEK,25 DEC 2001,POL,2,,Toruń (POL),12 FEB 2017,941
31,6:21.90,Oleseja SMOVJENCO,23 SEP 1989,MDA,1,,Chisinau (MDA),14 JAN 2017,939
32,6:24.47,Liliya MENDAYEVA,01 JUN 2000,RUS,6,,Omsk (RUS),24 DEC 2016,926
33,6:27.48,Anna SZYJKA,20 OCT 1998,POL,1f1,,Ostrava (CZE),01 FEB 2017,911
