Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:41.10,Kim CONLEY,14 MAR 1986,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1157
2,5:47.20,Emma COBURN,19 OCT 1990,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1123
3,5:47.62,Lucy OLIVER,18 NOV 1988,NZL,3,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1121
4,5:48.25,Stephanie GARCIA,03 MAY 1988,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1117
5,5:49.29,Nicole BUSH,04 APR 1986,USA,5,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1112
6,5:49.97,Morgan UCENY,10 MAR 1985,USA,6,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1108
7,5:50.35,Heather WILSON,13 JUN 1990,USA,7,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1106
8,5:55.80,Yekaterina SOKOLENKO,13 SEP 1992,RUS,1,,Omsk (RUS),25 DEC 2013,1076
9,5:56.68,Yelena ORLOVA,30 MAY 1980,RUS,2,,Omsk (RUS),25 DEC 2013,1071
10,5:56.88,Anna SHCHAGINA,07 DEC 1991,RUS,1,,Yekaterinburg (RUS),07 JAN 2014,1070
11,5:57.26,Alla KULYATINA,09 JUN 1990,RUS,3,,Omsk (RUS),25 DEC 2013,1068
12,6:01.26,Katsiaryna KARNEYENKA,17 MAR 1988,BLR,1,,Mogilyov (BLR),24 JAN 2014,1046
13,6:02.02,Yelena ORLOVA,30 MAY 1980,RUS,2,,Yekaterinburg (RUS),07 JAN 2014,1042
14,6:04.26,Olga NITSINA,11 FEB 1989,RUS,4,,Omsk (RUS),25 DEC 2013,1030
15,6:04.42,Kristina UGAROVA,22 OCT 1987,RUS,1,,Moskva (RUS),12 JAN 2014,1030
16,6:04.64,Natalya GORCHAKOVA,17 APR 1983,RUS,3,,Yekaterinburg (RUS),07 JAN 2014,1028
17,6:04.80,Gulshat FAZLITDINOVA,28 AUG 1992,RUS,4,,Yekaterinburg (RUS),07 JAN 2014,1028
18,6:05.63,Urszula NĘCKA,28 JUN 1984,POL,1,,Spala (POL),12 JAN 2014,1023
19,6:08.00,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,5,,Omsk (RUS),25 DEC 2013,1011
20,6:08.31,Iryna PADABED,09 JAN 1986,BLR,2,,Mogilyov (BLR),24 JAN 2014,1009
21,6:08.40,Aleksandra PAVLYUTENKOVA,21 MAR 1990,RUS,2,,Moskva (RUS),12 JAN 2014,1009
22,6:08.79,Paulina KACZYŃSKA,24 JUL 1991,POL,1f1,,Łódź (POL),11 JAN 2014,1006
23,6:09.36,Nina SAVINA,21 JUL 1993,BLR,3,,Mogilyov (BLR),24 JAN 2014,1003
24,6:10.98,Yekaterina ROGOZINA,21 DEC 1989,RUS,6,,Omsk (RUS),25 DEC 2013,995
25,6:15.47,Olga TARANTINOVA,28 NOV 1987,RUS,3,,Moskva (RUS),12 JAN 2014,972
26,6:17.58,Anastasiya PUZAKOVA,12 DEC 1993,BLR,4,,Mogilyov (BLR),24 JAN 2014,961
27,6:19.49,Yelena PAUTOVA,22 JAN 1986,RUS,5,,Yekaterinburg (RUS),07 JAN 2014,951
28,6:20.77,Yekaterina DOSEYKINA,30 MAR 1990,RUS,4,,Moskva (RUS),12 JAN 2014,945
29,6:22.50,Mariya BYKOVA,09 NOV 1989,RUS,5,,Moskva (RUS),12 JAN 2014,936
30,6:23.73,Yekaterina SHKODRINA,14 MAY 1984,RUS,6,,Moskva (RUS),12 JAN 2014,930
31,6:25.94,Natalya TARANTINOVA,28 NOV 1987,RUS,7,,Moskva (RUS),12 JAN 2014,918
32,6:26.85,Paulina PAWŁOWSKA,18 NOV 1995,POL,2f1,,Łódź (POL),11 JAN 2014,914
33,6:28.23,Anna TANGOVA,05 AUG 1994,RUS,8,,Moskva (RUS),12 JAN 2014,907
34,6:28.70,Sevanne GHAZARIAN,1999,CAN,1f2,,Toronto (CAN),02 MAR 2014,905
35,6:29.60,Agnieszka FILIPOWSKA,14 NOV 1997,POL,1f2,,Spala (POL),26 JAN 2014,900
