Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:55.29,Agate CAUNE,07 AUG 2004,LAT,1,,"Jāņa Daliņa Manēža, Valmiera (LAT)",21 JAN 2023,1079
2,5:58.90,Katarzyna NAPIÓRKOWSKA,12 SEP 2004,POL,1,,"Arena, Toruń (POL)",22 JAN 2023,1059
3,5:59.34,Zuzanna WIERNICKA,21 OCT 2006,POL,2,,"Arena, Toruń (POL)",22 JAN 2023,1057
4,6:06.62,Agnieszka CHORZĘPA,14 JAN 2001,POL,1,,"Hala COS OPO, Spala (POL)",28 JAN 2023,1018
5,6:15.16,Katarzyna NOWAKOWSKA,21 OCT 2003,POL,3,,"Arena, Toruń (POL)",22 JAN 2023,973
6,6:17.74,Martyna KRAWCZYŃSKA,21 NOV 2004,POL,2,,"Hala COS OPO, Spala (POL)",28 JAN 2023,960
7,6:19.41,Eleanor VOYKIN,2008,CAN,1f2,,"Track and Field Centre, Toronto (CAN)",05 MAR 2023,951
8,6:20.40,Weronika MIKOŁAJEWSKA,28 AUG 2002,POL,4,,"Arena, Toruń (POL)",22 JAN 2023,946
9,6:22.19,Evelīna Krista SITNIKA,25 APR 2003,LAT,2,,"Jāņa Daliņa Manēža, Valmiera (LAT)",21 JAN 2023,937
10,6:24.00,Riley INNES,2008,CAN,2f2,,"Track and Field Centre, Toronto (CAN)",05 MAR 2023,928
11,6:24.86,Helen BELL,1989,EST,1,,"Lasnamäe Kergejõustikuhall, Tallinn (EST)",24 JAN 2023,924
12,6:24.88,Zuzanna WIERNICKA,21 OCT 2006,POL,1f1,,"Hala Uniwersytetu, Rzeszów (POL)",12 FEB 2023,924
13,6:26.59,Anna ŁADA,21 APR 2006,POL,3,,"Hala COS OPO, Spala (POL)",28 JAN 2023,915
14,6:27.77,Eliza GALIŃSKA,25 JUL 2006,POL,2f1,,"Hala Uniwersytetu, Rzeszów (POL)",12 FEB 2023,909
15,6:28.62,Aleksandra KAROLCZUK,28 SEP 2004,POL,4,,"Hala COS OPO, Spala (POL)",28 JAN 2023,905
