Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:46.36,Yelena SOBOLEVA,03 OCT 1982,RUS,1,,Yekaterinburg (RUS),07 JAN 2013,1128
2,5:48.82,Anna SHCHAGINA,07 DEC 1991,RUS,2,,Yekaterinburg (RUS),07 JAN 2013,1114
3,5:54.66,Natalya LEONTYEVA,05 JUL 1987,RUS,1,,Moskva (RUS),11 JAN 2013,1082
4,5:55.15,Kristina UGAROVA,22 OCT 1987,RUS,3,,Moskva (RUS),11 JAN 2013,1079
5,5:56.58,Oksana SUNTSOVA,25 FEB 1981,RUS,3,,Yekaterinburg (RUS),07 JAN 2013,1072
6,5:58.49,Alfiya MURYASOVA,03 OCT 1988,RUS,4,,Yekaterinburg (RUS),07 JAN 2013,1061
7,5:58.88,Olga TARANTINOVA,28 NOV 1987,RUS,2,,Moskva (RUS),11 JAN 2013,1059
8,5:59.19,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,1,,Omsk (RUS),25 DEC 2012,1058
9,5:59.71,Yekaterina SHKODRINA,14 MAY 1984,RUS,3,,Moskva (RUS),11 JAN 2013,1055
10,5:59.79,Yevdokiya BUKINA,10 FEB 1993,RUS,5,,Yekaterinburg (RUS),07 JAN 2013,1054
11,6:01.61,Natalya GORCHAKOVA,17 APR 1983,RUS,6,,Yekaterinburg (RUS),07 JAN 2013,1045
12,6:02.75,Yelena TUMAYEVA,24 AUG 1989,RUS,4,,Moskva (RUS),11 JAN 2013,1038
13,6:04.40,Yekaterina SOKOLENKO,13 SEP 1992,RUS,2,,Omsk (RUS),25 DEC 2012,1030
14,6:04.80,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,7,,Yekaterinburg (RUS),07 JAN 2013,1028
15,6:06.88,Kristina MARTYNENKO,26 APR 1991,RUS,8,,Yekaterinburg (RUS),07 JAN 2013,1017
16,6:07.31,Joëlle FLÜCK,03 JUN 1986,SUI,1,,Magglingen (SUI),02 FEB 2013,1014
17,6:07.54,Yekaterina SHKODRINA,14 MAY 1984,RUS,,,Moskva (RUS),16 DEC 2012,1013
18,6:07.87,Valentina GALIMOVA,11 MAY 1986,RUS,9,,Yekaterinburg (RUS),07 JAN 2013,1011
19,6:10.08,Anastasiya PUZAKOVA,12 DEC 1993,BLR,1,,Mogilyov (BLR),18 JAN 2013,1000
20,6:12.86,Iryna PADABED,09 JAN 1986,BLR,2,,Mogilyov (BLR),18 JAN 2013,985
21,6:13.90,Nina SAVINA,21 JUL 1993,BLR,3,,Mogilyov (BLR),18 JAN 2013,980
22,6:14.67,Anna ZOLOTUKHINA,09 DEC 1992,RUS,3,,Omsk (RUS),25 DEC 2012,976
23,6:15.19,Albina NESMASHNAYA,17 FEB 1992,RUS,1,,Moskva (RUS),26 JAN 2013,973
24,6:15.28,Irina DMITRIYEVA,11 FEB 1982,RUS,1,,Yaroslavl (RUS),13 JAN 2013,973
25,6:16.51,Volha REZKAYA,02 NOV 1986,BLR,4,,Mogilyov (BLR),18 JAN 2013,966
26,6:17.86,Kim SMITH,,USA,1,,"New York, NY (USA)",02 MAR 2013,959
27,6:17.99,Laura NAGEL,11 FEB 1992,NZL,2,,"New York, NY (USA)",02 MAR 2013,959
28,6:18.28,Madeline CHAMBERS,18 JAN 1992,USA,3,,"New York, NY (USA)",02 MAR 2013,957
29,6:18.49,Katie KELLNER,04 AUG 1991,USA,4,,"New York, NY (USA)",02 MAR 2013,956
30,6:18.68,Shauna MCNIFF,19 OCT 1990,USA,5,,"New York, NY (USA)",02 MAR 2013,955
31,6:18.92,Katie DICAMILLO,14 DEC 1986,USA,6,,"New York, NY (USA)",02 MAR 2013,954
32,6:19.00,Corey CONNER,07 MAY 1990,USA,7,,"New York, NY (USA)",02 MAR 2013,954
33,6:19.13,Andie COZZARELLI,14 AUG 1990,USA,8,,"New York, NY (USA)",02 MAR 2013,953
34,6:19.28,Emily STITES,02 JUN 1994,USA,9,,"New York, NY (USA)",02 MAR 2013,952
35,6:20.26,Volha MININA,03 NOV 1985,BLR,5,,Mogilyov (BLR),18 JAN 2013,947
36,6:20.52,Allison LASNICKI,02 SEP 1992,USA,10,,"New York, NY (USA)",02 MAR 2013,946
37,6:20.76,Erica JESSEMAN,21 JAN 1989,USA,11,,"New York, NY (USA)",02 MAR 2013,945
38,6:22.96,Natalya TARANTINOVA,28 NOV 1987,RUS,2,,Moskva (RUS),26 JAN 2013,933
39,6:28.51,Lyubov SINITSYNA,23 JAN 1988,RUS,,,Moskva (RUS),16 DEC 2012,906
40,6:28.75,Christina MUIR,06 AUG 1988,GBR,12,,"New York, NY (USA)",02 MAR 2013,904
41,6:28.98,Vera SINITSYNA,29 JAN 1988,RUS,,,Moskva (RUS),16 DEC 2012,903
42,6:29.05,Leonora JOY-PETRINA,29 JUL 1982,NZL,13,,"New York, NY (USA)",02 MAR 2013,903
43,6:29.71,Svetlana SHESTAKOVA,30 APR 1992,RUS,1,,Moskva (RUS),16 DEC 2012,900
