Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,5:43.32,Yelena KOROBKINA,25 NOV 1990,RUS,1,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1145
2,5:44.54,Anna TROPINA,03 NOV 1998,RUS,2,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1138
3,5:47.17,Anastasiya ALEKSANDROVA,16 FEB 1994,RUS,3,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1123
4,5:52.26,Klaudia KAZIMIERSKA,03 SEP 2001,POL,1f1,,"Arena, Toruń (POL)",23 JAN 2021,1095
5,5:52.39,Beata TOPKA,20 JAN 1999,POL,2f1,,"Arena, Toruń (POL)",23 JAN 2021,1094
6,5:53.63,Paulina KACZYŃSKA,24 JUL 1991,POL,3f1,,"Arena, Toruń (POL)",23 JAN 2021,1088
7,5:54.53,Weronika LIZAKOWSKA,02 NOV 1998,POL,4f1,,"Arena, Toruń (POL)",23 JAN 2021,1083
8,5:55.30,Mariana MACHADO,12 NOV 2000,POR,1f1,,Braga (POR),30 DEC 2020,1079
9,5:55.88,Anna BAŃKOWSKA,31 MAR 1990,POL,5f1,,"Arena, Toruń (POL)",23 JAN 2021,1075
10,5:56.87,Anna PETROVA,15 JUL 1994,RUS,4,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1070
11,5:56.91,Olimpia BREZA,14 FEB 2002,POL,6f1,,"Arena, Toruń (POL)",23 JAN 2021,1070
12,6:00.09,Svetlana APLACHKINA,28 NOV 1992,RUS,1,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1053
13,6:00.34,Anna SHCHAGINA,07 DEC 1991,RUS,2,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1051
14,6:01.46,Paulina KACZYŃSKA,24 JUL 1991,POL,1,,"Arena, Toruń (POL)",18 JAN 2021,1045
15,6:01.94,Liliya MENDAYEVA,01 JUN 2000,RUS,5,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1043
16,6:02.68,Yekaterina SOKOLENKO,13 SEP 1992,RUS,6,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1039
17,6:02.78,Sofiya KAMENYEVA,03 OCT 1995,RUS,3,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1038
18,6:04.22,Yelina LUNEVA,29 JAN 1997,RUS,7,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,1031
19,6:05.63,Magdalena NITYCHORUK,24 OCT 1992,POL,1,,"Hala COS OPO, Spala (POL)",31 JAN 2021,1023
20,6:06.67,Svetlana SIMAKOVA,12 JUN 1987,RUS,4,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,1018
21,6:07.09,Patrycja KAPAŁA,26 MAR 1997,POL,7f1,,"Arena, Toruń (POL)",23 JAN 2021,1015
22,6:10.57,Oliwia SARNECKA,20 DEC 2001,POL,8f1,,"Arena, Toruń (POL)",23 JAN 2021,997
23,6:11.28,Ulyana ANDREYEVA,11 OCT 2002,RUS,5,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,993
24,6:16.26,Julia SZYDŁOWSKA,11 FEB 2004,POL,1f1,,"Arena, Toruń (POL)",14 FEB 2021,968
25,6:16.52,Lia LEMOS,13 JUL 2001,POR,2f1,,Braga (POR),30 DEC 2020,966
26,6:17.81,Maja PERYT,07 MAY 2004,POL,2f1,,"Arena, Toruń (POL)",14 FEB 2021,960
27,6:18.45,Oliwia WAWRZYNIAK,15 JUL 2002,POL,9f1,,"Arena, Toruń (POL)",23 JAN 2021,956
28,6:19.37,Rozalia MALINA,27 DEC 2004,POL,3f1,,"Arena, Toruń (POL)",14 FEB 2021,952
29,6:20.39,Sylwia ŚLĘZAK,07 NOV 1995,POL,2,,"Hala COS OPO, Spala (POL)",31 JAN 2021,946
30,6:22.13,Milena PYKA,27 FEB 2000,POL,10f1,,"Arena, Toruń (POL)",23 JAN 2021,938
31,6:24.23,Julia KORALEWSKA,17 FEB 2002,POL,2,,"Arena, Toruń (POL)",18 JAN 2021,927
32,6:24.68,Zuzanna LATAŃSKA,04 AUG 2001,POL,3,,"Arena, Toruń (POL)",18 JAN 2021,925
33,6:24.84,Rozalia MALINA,27 DEC 2004,POL,3,,"Hala COS OPO, Spala (POL)",31 JAN 2021,924
34,6:24.94,Darya SHABUNINA,13 DEC 2000,RUS,6,,"Znamenskikh Arena, Moskva (RUS)",11 JAN 2021,923
35,6:25.59,Milena PYKA,27 FEB 2000,POL,4,,"Hala COS OPO, Spala (POL)",31 JAN 2021,920
36,6:26.23,Yekaterina SLYUNKO,22 MAY 2000,RUS,8,,"SOK Luch, Yekaterinburg (RUS)",07 JAN 2021,917
37,6:26.37,Milena SADOWSKA,04 JAN 1999,POL,11f1,,"Arena, Toruń (POL)",23 JAN 2021,916
38,6:26.59,Monika DUBIELLA,02 MAY 2000,POL,4,,"Arena, Toruń (POL)",18 JAN 2021,915
39,6:26.66,Julia SZYDŁOWSKA,11 FEB 2004,POL,1f2,,"Arena, Toruń (POL)",23 JAN 2021,915
40,6:28.46,Milena SADOWSKA,04 JAN 1999,POL,5,,"Arena, Toruń (POL)",18 JAN 2021,906
41,6:29.53,Patrycja RĘBISZ,17 APR 2004,POL,5,,"Hala COS OPO, Spala (POL)",31 JAN 2021,900
42,6:29.66,Patrycja RĘBISZ,17 APR 2004,POL,4f1,,"Arena, Toruń (POL)",14 FEB 2021,900
