Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,44.85,,Fred KERLEY,07 MAY 1995,USA,1f2,,"College Station, TX (USA) (i)",11 MAR 2017,1253
2,45.19,,Bralon TAPLIN,08 MAY 1992,GRN,1f1,,Madrid (ESP) (i),24 FEB 2017,1230
3,45.57,,Kunle FASASI,23 JUN 1996,NGR,2h1,,"College Station, TX (USA) (i)",10 MAR 2017,1203
4,45.63,,Marqueze WASHINGTON,29 SEP 1993,USA,1f2,,"Fayetteville, AR (USA) (i)",10 FEB 2017,1199
5,45.64,,Michael CHERRY,23 MAR 1995,USA,1f1,,"College Station, TX (USA) (i)",11 MAR 2017,1198
6,45.68,,My'Lik KERLEY,06 JUN 1996,USA,3h1,,"College Station, TX (USA) (i)",10 MAR 2017,1196
6,45.68,,Abdalelah HAROUN,01 JAN 1997,QAT,1,,Ashgabat (TKM) (i),19 SEP 2017,1196
8,45.77,,Pavel MASLÁK,21 FEB 1991,CZE,1,,"Kombank Arena, Beograd (SRB) (i)",04 MAR 2017,1190
9,45.80,,Luguelín SANTOS,12 NOV 1992,DOM,2f1,,Madrid (ESP) (i),24 FEB 2017,1188
10,45.92,,Óscar HUSILLOS,18 JUL 1993,ESP,1,,Salamanca (ESP) (i),19 FEB 2017,1179
11,45.96,,Karsten WARHOLM,28 FEB 1996,NOR,1,,Ulsteinvik (NOR) (i),04 FEB 2017,1177
12,46.01,,Tyrese COOPER,21 MAR 2000,USA,2f2,,"Fayetteville, AR (USA) (i)",10 FEB 2017,1173
12,46.01,,Eric JANISE,03 SEP 1993,USA,4h1,,"College Station, TX (USA) (i)",10 MAR 2017,1173
14,46.02,,Steven GAYLE,19 MAR 1994,USA,2f2,,"College Station, TX (USA) (i)",11 MAR 2017,1173
15,46.08,,Rafał OMELKO,16 JAN 1989,POL,2,,"Kombank Arena, Beograd (SRB) (i)",04 MAR 2017,1168
16,46.14,,Lalonde GORDON,25 NOV 1988,TTO,1f1,,"Boston, MA (USA) (i)",28 JAN 2017,1164
17,46.16,,Obi IGBOKWE,28 JAN 1997,USA,2f2,,"Fayetteville, AR (USA) (i)",10 FEB 2017,1163
17,46.16,,Eric FUTCH,25 APR 1993,USA,3f1,,"College Station, TX (USA) (i)",11 MAR 2017,1163
19,46.23,,Lucas BÚA,12 JAN 1994,ESP,1h4,,Salamanca (ESP) (i),18 FEB 2017,1158
20,46.26,,Liemarvin BONEVACIA,05 APR 1989,NED,3,,"Kombank Arena, Beograd (SRB) (i)",04 MAR 2017,1156
21,46.27,,Marek WENSEL,12 OCT 1968,USA,1f1,,"Iowa City, IA (USA) (i)",18 FEB 2017,1156
