Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,43.45,,Jeremy WARINER,31 JAN 1984,USA,1,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1290
2,43.96,,LaShawn MERRITT,27 JUN 1986,USA,2,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1253
3,44.05,,Angelo TAYLOR,29 DEC 1978,USA,1,,"Indianapolis, IN (USA)",23 JUN 2007,1247
4,44.45,,Christopher BROWN,15 OCT 1978,BAH,4,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1218
5,44.46,,Leslie DJHONE,18 MAR 1981,FRA,2sf3,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1218
6,44.47,,Tyler CHRISTOPHER,03 OCT 1983,CAN,3sf3,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1217
7,44.48,,Kerron CLEMENT,31 OCT 1985,USA,2f1,,Stockholm (SWE),07 AUG 2007,1216
8,44.56,,Johan WISSMAN,02 NOV 1982,SWE,2sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1211
9,44.60,,Gary KIKAYA,04 FEB 1978,COD,1,,Xalapa (MEX),05 MAY 2007,1208
10,44.62,,Ricardo CHAMBERS,07 OCT 1984,JAM,2,,"Atlanta, GA (USA)",12 MAY 2007,1206
11,44.67,,Lionel LARRY,14 SEP 1986,USA,2sf2,,"Indianapolis, IN (USA)",22 JUN 2007,1203
12,44.68,,Darold WILLIAMSON,19 FEB 1983,USA,2,,Osaka (JPN),05 MAY 2007,1202
13,44.82,,John STEFFENSEN,30 AUG 1982,AUS,2h1,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1192
14,44.86,,Avard MONCUR,02 NOV 1978,BAH,3sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1190
15,44.92,,Arismendy PEGUERO,07 AUG 1980,DOM,3h1,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1185
16,44.95,,Alleyne FRANCIQUE,07 JUN 1976,GRN,1h3,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1183
17,44.98,,Sanjay AYRE,19 JUN 1980,JAM,4f1,,Stockholm (SWE),07 AUG 2007,1181
18,45.01,,Nery BRENES,25 SEP 1985,CRC,1h6,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1179
19,45.02,,Derrick BREW,28 DEC 1977,USA,3sf2,,"Indianapolis, IN (USA)",22 JUN 2007,1178
20,45.05,,Michael BLACKWOOD,29 AUG 1976,JAM,3,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1176
21,45.06,,Bershawn JACKSON,08 MAY 1983,USA,3sf1,,"Indianapolis, IN (USA)",22 JUN 2007,1176
22,45.12,,Andrew ROCK,23 JAN 1982,USA,5f1,,Stockholm (SWE),07 AUG 2007,1171
22,45.12,,Ato STEPHENS,19 JUN 1979,TTO,3sf2,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1171
24,45.19,,Jamaal TORRANCE,20 JUL 1983,USA,4sf1,,"Indianapolis, IN (USA)",22 JUN 2007,1167
25,45.20,,Randy CURRY,04 NOV 1983,GBR,1,,"Durham, NC (USA)",12 MAY 2007,1166
26,45.22,,Michael MATHIEU,24 JUN 1984,BAH,1,,Osaka (JPN),23 AUG 2007,1165
27,45.23,,David GILLICK,09 JUL 1983,IRL,1,,Genève (SUI),09 JUN 2007,1164
28,45.24,,Fernada BLAKELY,28 SEP 1981,USA,3,,"Atlanta, GA (USA)",12 MAY 2007,1163
28,45.24,,David NEVILLE,01 JUN 1984,USA,4sf2,,"Indianapolis, IN (USA)",22 JUN 2007,1163
30,45.25,,Nagmeldin Ali ABUBAKR,22 FEB 1986,SUD,1sf3,,Algiers (ALG),19 JUL 2007,1162
30,45.25,,Sean WROE,18 MAR 1985,AUS,5sf1,,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1162
32,45.26,,Xavier CARTER,08 DEC 1985,USA,2,,Glasgow (GBR),03 JUN 2007,1162
32,45.26,,Andrae WILLIAMS,12 JUL 1983,BAH,3,,Nassau (BAH),23 JUN 2007,1162
34,45.28,,Usain BOLT,21 AUG 1986,JAM,3,,"National Stadium, Kingston (JAM)",05 MAY 2007,1160
34,45.28,,Tim BENJAMIN,02 MAY 1982,GBR,5,,"Crystal Palace, London (GBR)",03 AUG 2007,1160
36,45.29,,William COLLAZO,31 AUG 1986,CUB,3h6,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1160
37,45.31,,Greg NIXON,12 SEP 1981,USA,4,,"Carson, CA (USA)",20 MAY 2007,1158
37,45.31,,Andrew STEELE,19 SEP 1984,GBR,2,,Genève (SUI),09 JUN 2007,1158
39,45.33,,LeJerald BETTERS,06 FEB 1988,USA,1,,"Lincoln, NE (USA)",13 MAY 2007,1157
39,45.33,,Daniel DĄBROWSKI,23 SEP 1983,POL,1,,Poznan (POL),01 JUL 2007,1157
41,45.35,,Renny QUOW,25 AUG 1987,TTO,2h4,,Rio de Janeiro (BRA),23 JUL 2007,1156
42,45.36,,California MOLEFE,12 MAR 1980,BOT,4h6,,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1155
43,45.37,,Hakeem MUHAMMAD,1984,USA,1,,"Charlotte, NC (USA)",26 MAY 2007,1154
44,45.38,,Bryshon NELLUM,01 MAY 1989,USA,1,,"Indianapolis, IN (USA)",23 JUN 2007,1154
