Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,45.27,,Pavel MASLÁK,21 FEB 1991,CZE,1,,Praha (CZE) (i),22 FEB 2015,1224
2,45.31,,Vernon NORWOOD,10 APR 1992,USA,1f1,,"Fayetteville, AR (USA) (i)",14 MAR 2015,1221
3,45.34,,Najee GLASS,12 JUN 1994,USA,1f9,,"Fayetteville, AR (USA) (i)",31 JAN 2015,1219
4,45.38,,Deon LENDORE,28 OCT 1992,TTO,1f4,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1216
5,45.39,,Bralon TAPLIN,08 MAY 1992,GRN,1f3,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1216
5,45.39,,Abdalelah HAROUN,01 JAN 1997,QAT,1f2,,"Globe Arena, Stockholm (SWE) (i)",19 FEB 2015,1216
7,45.75,,Clayton PARROS,11 DEC 1990,USA,1f1,,"College Station, TX (USA) (i)",07 FEB 2015,1191
8,45.96,,Aldrich BAILEY JR,06 FEB 1994,USA,1f2,,"Albuquerque, NM (USA) (i)",07 FEB 2015,1177
9,45.98,,Hugh GRAHAM,10 OCT 1992,JAM,3f9,,"Fayetteville, AR (USA) (i)",31 JAN 2015,1175
9,45.98,,Chris GIESTING,10 DEC 1992,USA,3f9,,"Fayetteville, AR (USA) (i)",31 JAN 2015,1175
9,45.98,,Zack BILDERBACK,27 AUG 1993,USA,2f3,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1175
12,46.13,,Quincy DOWNING,16 JAN 1993,USA,3f1,,"Fayetteville, AR (USA) (i)",14 MAR 2015,1165
13,46.18,,Arman Gino HALL,12 FEB 1994,USA,2h3,,"Fayetteville, AR (USA) (i)",13 MAR 2015,1162
14,46.20,,D.J. ZAHN,31 JAN 1993,USA,3h2,,"Fayetteville, AR (USA) (i)",13 MAR 2015,1160
15,46.21,,Jan TESAŘ,26 MAR 1990,CZE,2,,Praha (CZE) (i),22 FEB 2015,1160
16,46.25,,Karol ZALEWSKI,07 AUG 1993,POL,1,,Toruń (POL) (i),22 FEB 2015,1157
16,46.25,,Dylan BORLÉE,20 SEP 1992,BEL,2,,"O2 Arena, Praha (CZE) (i)",07 MAR 2015,1157
18,46.26,,Brycen SPRATLING,10 MAR 1992,USA,1f4,,"University Park, PA (USA) (i)",17 JAN 2015,1156
18,46.26,,LaToy WILLIAMS,28 MAY 1988,BAH,1f2,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1156
18,46.26,,Rafał OMELKO,16 JAN 1989,POL,3,,"O2 Arena, Praha (CZE) (i)",07 MAR 2015,1156
21,46.30,,Michael BINGHAM,13 APR 1986,GBR,2f2,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1154
22,46.31,,Łukasz KRAWCZUK,15 JUN 1989,POL,4,,"O2 Arena, Praha (CZE) (i)",07 MAR 2015,1153
23,46.32,,Cody RUSH,11 NOV 1993,USA,1f10,,"Lincoln, NE (USA) (i)",06 FEB 2015,1152
24,46.33,,Nick URUBURU,27 FEB 1995,USA,3f3,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1152
25,46.43,,Nigel LEVINE,30 APR 1989,GBR,1,,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1145
26,46.46,,Liemarvin BONEVACIA,05 APR 1989,NED,1f1,,"Boston, MA (USA) (i)",31 JAN 2015,1143
27,46.48,,Jonathan BORLÉE,22 FEB 1988,BEL,1,,Metz (FRA) (i),25 FEB 2015,1142
28,46.49,,Cass BROWN-STEWART,02 AUG 1992,USA,1f1,,"Birmingham, AL (USA) (i)",17 FEB 2015,1141
28,46.49,,Marqueze WASHINGTON,29 SEP 1993,USA,1f4,,"Fayetteville, AR (USA) (i)",21 FEB 2015,1141
28,46.49,,Patrik ŠORM,21 NOV 1993,CZE,3,,Praha (CZE) (i),22 FEB 2015,1141
28,46.49,,Michael CHERRY,23 MAR 1995,USA,3h1,,"Fayetteville, AR (USA) (i)",13 MAR 2015,1141
32,46.50,,Taylor MCLAUGHLIN,03 AUG 1997,USA,1f2,,"Armory Track&Field Center, New York, NY (USA) (i)",15 MAR 2015,1140
33,46.53,,Dara KERVICK,05 JUN 1991,IRL,1,,Athlone (IRL) (i),22 FEB 2015,1138
34,46.54,,George CADDICK,29 JUL 1994,GBR,2f1,,"College Station, TX (USA) (i)",07 FEB 2015,1138
35,46.55,,Cole LAMBOURNE,23 NOV 1993,USA,1f2,,"Albuquerque, NM (USA) (i)",28 FEB 2015,1137
36,46.56,,Jakub KRZEWINA,10 OCT 1989,POL,1f2,,Spala (POL) (i),07 FEB 2015,1136
37,46.59,,Luka JANEŽIČ,14 NOV 1995,SLO,1f9,,Wien (AUT) (i),31 JAN 2015,1134
37,46.59,,Darrell BUSH,13 MAY 1993,USA,1f1,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1134
37,46.59,,Rai BENJAMIN,27 JUL 1997,ANT,1h1,,"Armory Track&Field Center, New York, NY (USA) (i)",14 MAR 2015,1134
40,46.60,,Payton HAZZARD,06 SEP 1993,GRN,2f1,,"Boston, MA (USA) (i)",31 JAN 2015,1134
41,46.62,,Joseph RICHARDS,14 OCT 1993,USA,4f3,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1132
42,46.64,,Lev MOSIN,07 DEC 1992,RUS,1h4,,Moskva (RUS) (i),17 FEB 2015,1131
43,46.66,,Je'Von HUTCHISON,04 MAY 1992,USA,1f1,,"Boston, MA (USA) (i)",07 FEB 2015,1130
44,46.67,,Neal BRADDY,18 OCT 1991,USA,3f2,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1129
44,46.67,,Jarryd DUNN,30 JAN 1992,GBR,2,,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1129
46,46.69,,Matteo GALVAN,24 AUG 1988,ITA,1f3,,Wien (AUT) (i),14 FEB 2015,1128
47,46.70,,Jereem RICHARDS,13 JAN 1994,TTO,1f2,,"Albuquerque, NM (USA) (i)",07 MAR 2015,1127
48,46.71,,Jordan EDWARDS,04 FEB 1991,USA,1f2,,"Birmingham, AL (USA) (i)",14 MAR 2015,1126
49,46.72,,Yevhen HUTSOL,13 MAY 1990,UKR,1,,Sumy (UKR) (i),13 FEB 2015,1126
50,46.73,,Ceolamar WAYS,22 NOV 1994,USA,1f1,,"Blacksburg, VA (USA) (i)",24 JAN 2015,1125
51,46.74,,Michael CHEEKS,13 MAR 1995,USA,3f1,,"College Station, TX (USA) (i)",07 FEB 2015,1124
51,46.74,,Daniel NEMEČEK,11 AUG 1991,CZE,4,,Praha (CZE) (i),22 FEB 2015,1124
53,46.75,,Aleksey KENIG,15 AUG 1990,RUS,1,,Moskva (RUS) (i),18 FEB 2015,1124
53,46.75,,Bjorn BLAUWHOF,10 DEC 1990,NED,2,,Apeldoorn (NED) (i),22 FEB 2015,1124
53,46.75,,Bryce ROBINSON,13 NOV 1993,USA,1f2,,"New York, NY (USA) (i)",28 FEB 2015,1124
56,46.77,,Terrence AGARD,16 APR 1990,NED,3,,Apeldoorn (NED) (i),22 FEB 2015,1122
57,46.78,,Ricco HALL,24 NOV 1992,USA,1f3,,"Lincoln, NE (USA) (i)",31 JAN 2015,1122
57,46.78,,Daniel ROSEN,23 MAR 1993,LCA,1f3,,"Albuquerque, NM (USA) (i)",07 FEB 2015,1122
57,46.78,,Aliaksandr LINNIK,28 JAN 1991,BLR,3sf2,,"O2 Arena, Praha (CZE) (i)",06 MAR 2015,1122
60,46.80,,Rabah YOUSIF,11 DEC 1986,GBR,2f1,,"Globe Arena, Stockholm (SWE) (i)",19 FEB 2015,1120
60,46.80,,Samuel GARCÍA,04 DEC 1991,ESP,1,,Antequera (ESP) (i),22 FEB 2015,1120
62,46.81,,Donald BLAIR-SANFORD,05 FEB 1987,ISR,1h4,,"O2 Arena, Praha (CZE) (i)",06 MAR 2015,1120
63,46.82,,Lamar BRUTON,26 MAY 1995,USA,4h1,,"Fayetteville, AR (USA) (i)",13 MAR 2015,1119
64,46.83,,Fitzroy DUNKLEY,20 MAR 1993,JAM,2f2,,"Albuquerque, NM (USA) (i)",07 FEB 2015,1118
64,46.83,,Vitaliy BUTRYM,10 JAN 1991,UKR,2,,Sumy (UKR) (i),13 FEB 2015,1118
64,46.83,,Marc-André ALEXANDRE,22 OCT 1993,CAN,1f2,,"Boston, MA (USA) (i)",08 MAR 2015,1118
67,46.85,,Gregory COLEMAN,24 JUL 1993,USA,2f7,,"Fayetteville, AR (USA) (i)",31 JAN 2015,1117
68,46.86,,Onkabetse NKOBOLO,22 JUL 1993,BOT,1f2,,San Sebastián (ESP) (i),31 JAN 2015,1116
69,46.87,,Michael COURTNEY,12 JUN 1986,USA,1f6,,"Albuquerque, NM (USA) (i)",06 FEB 2015,1116
69,46.87,,Yavuz CAN,23 FEB 1987,TUR,1f8,,Istanbul (TUR) (i),14 FEB 2015,1116
69,46.87,,Mikhail LITVIN,05 JAN 1996,KAZ,1,,Ust-Kamenogorsk (KAZ) (i),14 FEB 2015,1116
69,46.87,,Pau FRADERA,08 APR 1987,ESP,2,,Antequera (ESP) (i),22 FEB 2015,1116
73,46.88,,Alexander GLADITZ,19 DEC 1994,GER,1,,Karlsruhe (GER) (i),22 FEB 2015,1115
74,46.89,,Clayton GRAVESANDE,06 SEP 1992,USA,3f1,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1114
75,46.90,,Drew BRANCH,13 MAY 1993,USA,1f6,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1114
76,46.91,,David HALL,25 APR 1995,GBR,1,,Sheffield (GBR) (i),22 FEB 2015,1113
77,46.93,,Steven GAYLE,19 MAR 1994,USA,1f13,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1112
77,46.93,,Patryk DOBEK,13 FEB 1994,POL,2h4,,Toruń (POL) (i),21 FEB 2015,1112
79,46.95,,LeJerald BETTERS,06 FEB 1988,USA,1f1,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1110
80,46.96,,Thomas SCHNEIDER,07 NOV 1988,GER,2,,Karlsruhe (GER) (i),22 FEB 2015,1110
81,46.97,,Steven CHAMPLIN,16 FEB 1996,USA,1f5,,"Fayetteville, AR (USA) (i)",13 FEB 2015,1109
81,46.97,,Rodney JONES,,USA,1f2,,"Birmingham, AL (USA) (i)",17 FEB 2015,1109
83,46.98,,Bershawn JACKSON,08 MAY 1983,USA,3,,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1108
84,47.01,,Austin BATISTE,,USA,2f2,,"Boston, MA (USA) (i)",08 MAR 2015,1106
85,47.02,,Thomas HOPKINS,01 AUG 1982,GBR,1f1,,"Aliso Viejo, CA (USA) (i)",14 FEB 2015,1106
86,47.03,,Jeffrey GREEN,18 AUG 1995,USA,1f16,,"New York, NY (USA) (i)",30 JAN 2015,1105
86,47.03,,Tyrell YARDLEY,22 DEC 1991,USA,3f2,,"Albuquerque, NM (USA) (i)",07 FEB 2015,1105
86,47.03,,David LAGERBERG,08 NOV 1993,GBR,2f1,,"Boston, MA (USA) (i)",07 FEB 2015,1105
86,47.03,,Jordin ANDRADE,05 MAY 1992,USA,2f2,,"Albuquerque, NM (USA) (i)",28 FEB 2015,1105
90,47.04,,Jarrin SOLOMON,11 JAN 1986,TTO,4,,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1104
