Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:29.33,,Asbel KIPROP,30 JUN 1989,KEN,1,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1254
2,3:30.49,,Ronald KWEMOI,19 SEP 1995,KEN,1,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1238
3,3:31.19,,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1228
4,3:31.34,,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1226
5,3:31.35,,Taoufik MAKHLOUFI,29 APR 1988,ALG,3,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1226
6,3:31.40,,Abdelaati IGUIDER,25 MAR 1987,MAR,2,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1225
7,3:31.68,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1f1,,Heusden-Zolder (BEL),16 JUL 2016,1221
8,3:31.74,,Mo FARAH,23 MAR 1983,GBR,5,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1220
9,3:32.13,,Ryan GREGSON,26 APR 1990,AUS,7,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1215
10,3:32.43,,Filip INGEBRIGTSEN,20 APR 1993,NOR,5,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1210
11,3:32.97,,Hillary Cheruiyot NGETICH,15 SEP 1995,KEN,2f1,,Heusden-Zolder (BEL),16 JUL 2016,1203
12,3:33.05,,Robert BIWOTT,28 JAN 1996,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1202
13,3:33.36,,Jakub HOLUŠA,20 FEB 1988,CZE,8,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1197
14,3:33.56,,Vincent KIBET,06 MAY 1991,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1195
15,3:33.60,,Charlie DA'VALL GRICE,07 NOV 1993,GBR,9,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1194
16,3:33.68,,Silas KIPLAGAT,20 AUG 1989,KEN,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1193
