Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:28.80,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1262
2,3:29.10,Timothy CHERUIYOT,20 NOV 1995,KEN,2,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1258
3,3:30.77,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1234
4,3:30.89,Ronald KWEMOI,19 SEP 1995,KEN,1,,Nairobi (KEN),24 JUN 2017,1232
5,3:31.05,Timothy CHERUIYOT,20 NOV 1995,KEN,2,,Nairobi (KEN),24 JUN 2017,1230
6,3:31.63,Aman WOTE,18 APR 1984,ETH,2,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1222
7,3:31.90,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1218
8,3:32.03,Elijah Motonei MANANGOI,05 JAN 1993,KEN,3,,Nairobi (KEN),24 JUN 2017,1216
9,3:32.20,Aman WOTE,18 APR 1984,ETH,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1214
10,3:32.23,Silas KIPLAGAT,20 AUG 1989,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1213
11,3:32.27,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1213
12,3:32.34,Ronald KWEMOI,19 SEP 1995,KEN,3,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1212
13,3:32.48,Filip INGEBRIGTSEN,20 APR 1993,NOR,4,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1210
14,3:32.59,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1208
15,3:32.66,Vincent KIBET,06 MAY 1991,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1207
16,3:32.87,Timothy CHERUIYOT,20 NOV 1995,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1204
17,3:32.94,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1203
18,3:32.96,Silas KIPLAGAT,20 AUG 1989,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1203
19,3:32.97,Justus SOGET,22 OCT 1999,KEN,4,,Nairobi (KEN),24 JUN 2017,1203
