Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:28.77,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1262
2,3:29.26,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1255
3,3:29.97,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1245
4,3:30.16,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1242
5,3:30.22,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1242
6,3:30.47,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1238
7,3:30.58,Ronald MUSAGALA,16 DEC 1992,UGA,3,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1236
7,3:30.58,Ronald MUSAGALA,16 DEC 1992,UGA,1,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1236
9,3:30.62,Charlie DA'VALL GRICE,07 NOV 1993,GBR,4,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1236
10,3:30.66,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1235
11,3:30.79,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1233
12,3:30.82,Filip INGEBRIGTSEN,20 APR 1993,NOR,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1233
13,3:31.06,Filip INGEBRIGTSEN,20 APR 1993,NOR,3,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1230
14,3:31.33,Ronald MUSAGALA,16 DEC 1992,UGA,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1226
14,3:31.33,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,4,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1226
16,3:31.38,Ayanleh SOULEIMAN,03 DEC 1992,DJI,5,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1225
16,3:31.38,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1225
18,3:31.39,Samuel TEFERA,23 OCT 1999,ETH,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1225
19,3:31.45,Bethwell BIRGEN,06 AUG 1988,KEN,5,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1224
20,3:31.46,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1224
21,3:31.49,George Meitamei MANANGOI,29 NOV 2000,KEN,6,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1224
22,3:31.62,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1222
23,3:31.64,Abdelaati IGUIDER,25 MAR 1987,MAR,6,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1221
24,3:31.70,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,4,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1221
25,3:31.77,Taoufik MAKHLOUFI,29 APR 1988,ALG,7,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1220
26,3:31.81,Filip INGEBRIGTSEN,20 APR 1993,NOR,7,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1219
26,3:31.81,Stewart MCSWEYN,01 JUN 1995,AUS,8,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1219
26,3:31.81,Stewart MCSWEYN,01 JUN 1995,AUS,8,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1219
29,3:31.82,Samuel TEFERA,23 OCT 1999,ETH,9,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1219
30,3:31.87,Jake WIGHTMAN,11 JUL 1994,GBR,5,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1218
31,3:31.95,Marcin LEWANDOWSKI,13 JUN 1987,POL,10,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1217
32,3:32.21,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1213
33,3:32.47,Timothy CHERUIYOT,20 NOV 1995,KEN,2,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1210
34,3:32.52,Josh KERR,08 OCT 1997,GBR,6,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1209
35,3:32.72,Ronald KWEMOI,19 SEP 1995,KEN,7,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1206
36,3:32.81,Matthew CENTROWITZ,18 OCT 1989,USA,8,,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1205
37,3:33.11,Rabii DOUKKANA,06 DEC 1987,FRA,11,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1201
38,3:33.12,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1201
39,3:33.21,Vincent KIBET,06 MAY 1991,KEN,4,,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1199
40,3:33.25,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,9,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1199
41,3:33.27,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,12,,"Stade Charléty, Paris (FRA)",24 AUG 2019,1199
