Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:28.41,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1267
2,3:29.64,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1250
3,3:29.71,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1249
4,3:30.01,Filip INGEBRIGTSEN,20 APR 1993,NOR,3,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1245
5,3:30.27,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1241
6,3:31.16,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1228
7,3:31.18,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,4,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1228
8,3:31.19,Ayanleh SOULEIMAN,03 DEC 1992,DJI,5,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1228
9,3:31.22,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1227
10,3:31.24,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1227
11,3:31.48,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1224
12,3:31.59,Abdelaati IGUIDER,25 MAR 1987,MAR,4,,"Letzigrund, Zürich (SUI)",30 AUG 2018,1222
13,3:31.62,Brahim KAAZOUZI,15 JUN 1990,MAR,6,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1222
14,3:31.63,Samuel TEFERA,23 OCT 1999,ETH,2,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1222
15,3:31.77,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1220
15,3:31.77,Matthew CENTROWITZ,18 OCT 1989,USA,7,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1220
17,3:31.90,Aman WOTE,18 APR 1984,ETH,8,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1218
18,3:32.11,Chris O'HARE,23 NOV 1990,GBR,9,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1215
19,3:32.37,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1211
20,3:32.49,Jakub HOLUŠA,20 FEB 1988,CZE,10,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1210
21,3:32.52,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,1209
22,3:32.59,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,1208
23,3:32.61,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,3,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1208
24,3:32.72,Abdelaati IGUIDER,25 MAR 1987,MAR,3,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1206
25,3:32.77,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,11,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1206
26,3:32.81,Aman WOTE,18 APR 1984,ETH,4,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1205
27,3:32.85,Jakub HOLUŠA,20 FEB 1988,CZE,5,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1204
28,3:32.87,Filip INGEBRIGTSEN,20 APR 1993,NOR,6,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1204
