Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:28.28,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1269
2,3:28.32,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1269
3,3:28.76,Mohamed KATIR,17 FEB 1998,ESP,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1262
4,3:29.01,Timothy CHERUIYOT,20 NOV 1995,KEN,2,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1259
5,3:29.05,Josh KERR,08 OCT 1997,GBR,3,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1258
6,3:29.25,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,3,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1255
7,3:29.51,Stewart MCSWEYN,01 JUN 1995,AUS,4,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1252
8,3:29.56,Abel KIPSANG,22 NOV 1996,KEN,4,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1251
9,3:30.30,Charles Cheboi SIMOTWO,05 JUN 1995,KEN,5,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1240
10,3:30.42,Marcin LEWANDOWSKI,13 JUN 1987,POL,6,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1239
11,3:30.48,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1238
12,3:30.71,Samuel TEFERA,23 OCT 1999,ETH,7,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1235
13,3:30.77,Adel MECHAAL,05 DEC 1990,ESP,5,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1234
14,3:31.37,Timothy CHERUIYOT,20 NOV 1995,KEN,1,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1225
15,3:31.40,Cole HOCKER,06 JUN 2001,USA,6,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1225
16,3:31.45,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1224
17,3:31.55,Josh KERR,08 OCT 1997,GBR,1f1,,"Griswold Stadium, Portland, OR (USA)",03 JUN 2021,1223
18,3:31.57,Stewart MCSWEYN,01 JUN 1995,AUS,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1222
19,3:31.65,Abel KIPSANG,22 NOV 1996,KEN,1sf2,,"National Stadium, Tokyo (JPN)",05 AUG 2021,1221
20,3:31.74,Azeddine HABZ,19 JUL 1993,FRA,8,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1220
21,3:31.82,Melese NBERET,29 JAN 2001,ETH,9,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1219
22,3:31.90,Teddese LEMI,20 JAN 1999,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1218
23,3:31.91,Stewart MCSWEYN,01 JUN 1995,AUS,7,,"National Stadium, Tokyo (JPN)",07 AUG 2021,1218
24,3:31.92,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,f1,,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1218
25,3:31.95,Soufiane EL BAKKALI,07 JAN 1996,MAR,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1217
26,3:32.13,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2sf2,,"National Stadium, Tokyo (JPN)",05 AUG 2021,1215
27,3:32.14,Stewart MCSWEYN,01 JUN 1995,AUS,3,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1214
28,3:32.18,Josh KERR,08 OCT 1997,GBR,3sf2,,"National Stadium, Tokyo (JPN)",05 AUG 2021,1214
