Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:27.72,Asbel KIPROP,30 JUN 1989,KEN,1,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1277
2,3:28.81,Mo FARAH,23 MAR 1983,GBR,2,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1262
3,3:29.50,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,3,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1252
4,3:30.13,Silas KIPLAGAT,20 AUG 1989,KEN,1,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1243
5,3:30.77,Bethwell BIRGEN,06 AUG 1988,KEN,4,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1234
6,3:30.97,Silas KIPLAGAT,20 AUG 1989,KEN,1,,"Letzigrund, Zürich (SUI)",29 AUG 2013,1231
7,3:31.13,Asbel KIPROP,30 JUN 1989,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1229
8,3:31.30,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,5,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1226
9,3:31.53,Collins CHEBOI,25 SEP 1987,KEN,6,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1223
10,3:31.64,Ayanleh SOULEIMAN,03 DEC 1992,DJI,2,,"Letzigrund, Zürich (SUI)",29 AUG 2013,1221
11,3:31.90,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1218
12,3:31.93,Johan CRONJE,13 APR 1982,RSA,2,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1217
13,3:31.94,Zakaria MAZOUZI,15 JUN 1985,MAR,1f1,,Marrakesh (MAR),20 APR 2013,1217
14,3:32.08,Mohamed MOUSTAOUI,02 APR 1985,MAR,3,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1215
15,3:32.39,Asbel KIPROP,30 JUN 1989,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1211
16,3:32.43,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1210
17,3:32.55,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,Paris (FRA),06 JUL 2013,1209
18,3:32.57,Nick WILLIS,25 APR 1983,NZL,4,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1208
19,3:32.59,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1208
