Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:31.49,,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,1,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1224
2,3:31.57,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1222
3,3:31.64,,Asbel KIPROP,30 JUN 1989,KEN,1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1221
4,3:31.88,,Abdelaati IGUIDER,25 MAR 1987,MAR,2,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1218
5,3:31.94,,Shadrack KORIR,14 DEC 1978,KEN,2,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1217
6,3:31.98,,Tarek BOUKENSA,19 NOV 1981,ALG,3,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1217
7,3:32.00,,Mehdi BAALA,17 AUG 1978,FRA,4,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1216
8,3:32.06,,Mohamed MOUSTAOUI,02 APR 1985,MAR,5,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1216
8,3:32.06,,Haron KEITANY,17 DEC 1983,KEN,1,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1216
10,3:32.16,,Alex KIPCHIRCHIR,26 NOV 1984,KEN,5,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1214
11,3:32.55,,Geoffrey Kipkoech RONO,21 APR 1987,KEN,6,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1209
12,3:32.57,,Juan Carlos HIGUERO,03 AUG 1978,ESP,6,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1208
13,3:32.75,,Bernard LAGAT,12 DEC 1974,USA,1,,Rieti (ITA),07 SEP 2008,1206
14,3:32.83,,Yusuf Saad KAMEL,29 MAR 1983,BRN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 SEP 2008,1205
15,3:33.06,,Belal Mansoor ALI,17 OCT 1988,BRN,2,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1202
16,3:33.14,,Arturo CASADO,26 JAN 1983,ESP,7,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1200
17,3:33.32,,Anter ZERGUELAINE,04 JAN 1985,ALG,3,,Doha (QAT),09 MAY 2008,1198
18,3:33.33,,Kamal BOULAHFANE,01 JUL 1976,ALG,8,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1198
19,3:33.51,,Nick WILLIS,25 APR 1983,NZL,3,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1195
20,3:33.63,,Gideon GATHIMBA,09 MAR 1980,KEN,4,,Rabat (MAR),14 JUN 2008,1194
21,3:33.69,,Alfred Kirwa YEGO,28 NOV 1986,KEN,7,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1193
22,3:33.85,,Youssef BABA,07 AUG 1979,MAR,7,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1191
23,3:33.90,,Mohammed SHAWEEN,15 FEB 1986,KSA,5,,Doha (QAT),09 MAY 2008,1190
24,3:33.99,,Deresse MEKONNEN,20 OCT 1987,ETH,1f1,,Madrid (ESP),05 JUL 2008,1189
25,3:34.06,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,6,,Doha (QAT),09 MAY 2008,1188
26,3:34.36,,Andrew BADDELEY,20 JUN 1982,GBR,,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1183
27,3:34.46,,Juan VAN DEVENTER,26 MAR 1983,RSA,2f1,,Rehlingen (GER),24 MAY 2008,1182
28,3:34.47,,Nabil MADI,09 JUN 1981,ALG,5,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1182
29,3:34.65,,Nathan BRANNEN,08 SEP 1982,CAN,12,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1179
30,3:34.67,,Mulugeta WENDIMU,07 JAN 1985,ETH,7,,Rabat (MAR),14 JUN 2008,1179
31,3:34.77,,Daham Najim BASHIR,08 NOV 1979,QAT,2f1,,Barcelona (ESP),19 JUL 2008,1178
32,3:34.98,,Reyes ESTÉVEZ,02 AUG 1976,ESP,3f1,,Barcelona (ESP),19 JUL 2008,1175
33,3:34.99,,Carsten SCHLANGEN,31 DEC 1980,GER,10,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1175
34,3:35.04,,José Antonio REDOLAT,17 FEB 1976,ESP,2f1,,Jerez de la Frontera (ESP),24 JUN 2008,1174
35,3:35.05,,Nicholas Kiptanui KEMBOI,18 DEC 1989,KEN,8,,"Letzigrund, Zürich (SUI)",29 AUG 2008,1174
36,3:35.10,,Bernard Kiptanui KIPTUM,08 OCT 1986,KEN,11,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1173
37,3:35.27,,Demma Daba BIKILA,18 JUL 1989,ETH,3f1,,Rehlingen (GER),24 MAY 2008,1171
38,3:35.33,,Thomas LANCASHIRE,02 JUL 1985,GBR,1,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1170
39,3:35.40,,Diego RUIZ,05 FEB 1982,ESP,3f1,,Jerez de la Frontera (ESP),24 JUN 2008,1169
40,3:35.53,,Samir KHADAR,10 JUN 1986,ALG,4f1,,Jerez de la Frontera (ESP),24 JUN 2008,1167
41,3:35.56,,Ali Thamer KAMAL,12 NOV 1988,QAT,7,,Doha (QAT),09 MAY 2008,1167
42,3:35.57,,Cornelius CHIRCHIR,05 JUN 1983,KEN,2f1,,Madrid (ESP),05 JUL 2008,1167
43,3:35.59,,Mounir YEMMOUNI,12 OCT 1983,FRA,8,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1166
44,3:35.68,,Mekonnen GEBREMEDHIN,11 OCT 1988,ETH,3,,Rieti (ITA),07 SEP 2008,1165
45,3:35.73,,Mahiedine MEKHISSI,15 MAR 1985,FRA,5f1,,Heusden-Zolder (BEL),20 JUL 2008,1165
46,3:35.78,,Kevin SULLIVAN,20 MAR 1974,CAN,3,,"Carson, CA (USA)",18 MAY 2008,1164
47,3:35.86,,Alan WEBB,13 JAN 1983,USA,6f1,,Heusden-Zolder (BEL),20 JUL 2008,1163
48,3:35.91,,Christian OBRIST,20 NOV 1980,ITA,3h4,,"National Stadium, Beijing (CHN)",15 AUG 2008,1162
49,3:35.95,,Yoann KOWAL,28 MAY 1987,FRA,9,,"Stade de France, Paris-St-Denis (FRA)",18 JUL 2008,1161
50,3:36.00,,Taylor MILNE,14 SEP 1981,CAN,1f3,,Burnaby (CAN),21 JUN 2008,1161
51,3:36.03,,Jeffrey RISELEY,11 NOV 1986,AUS,13,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1160
52,3:36.14,,Guillaume ÉRAUD,01 JUL 1981,FRA,6,,"Stade Louis II, Monaco (MON)",29 JUL 2008,1159
53,3:36.21,,Mitchell KEALEY,28 JAN 1984,AUS,2,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1158
53,3:36.21,,Yassine BENSGHIR,03 JAN 1983,MAR,6f1,,Jerez de la Frontera (ESP),24 JUN 2008,1158
55,3:36.23,,Rob MYERS,05 AUG 1980,USA,8f1,,Heusden-Zolder (BEL),20 JUL 2008,1158
56,3:36.36,,Lopez LOMONG,01 JAN 1985,USA,4,,"Carson, CA (USA)",18 MAY 2008,1156
57,3:36.45,,Vickson Naran POLONET,02 JUL 1985,KEN,2,,Milano (ITA),02 JUL 2008,1155
58,3:36.46,,Bouabdellah TAHRI,20 DEC 1978,FRA,1,,Longeville (FRA),04 JUL 2008,1154
59,3:36.48,,Michael EAST,20 JAN 1978,GBR,12,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1154
60,3:36.61,,Jon Byron RANKIN,09 FEB 1982,USA,5,,"Carson, CA (USA)",18 MAY 2008,1152
61,3:36.63,,Abubaker Ali KAMAL,08 NOV 1983,QAT,7f1,,Jerez de la Frontera (ESP),24 JUN 2008,1152
62,3:36.66,,Craig MOTTRAM,18 JUN 1980,AUS,1f1,,Göteborg (SWE),24 JUN 2008,1152
63,3:36.67,,Leonel MANZANO,12 SEP 1984,USA,6h1,,"National Stadium, Beijing (CHN)",15 AUG 2008,1152
64,3:36.69,,Vincent RONO,22 JUN 1986,KEN,1f1,,"New York, NY (USA)",08 JUN 2008,1151
65,3:36.80,,Jonathan Kipkoech KOMEN,04 FEB 1982,KEN,8f1,,Jerez de la Frontera (ESP),24 JUN 2008,1150
