Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:23.63,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1280
2,7:23.64,,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1280
3,7:23.81,,Lamecha GIRMA,26 NOV 2000,ETH,1,,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1306
4,7:24.68,,Mohamed KATIR,17 FEB 1998,ESP,2,,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1300
5,7:25.47,,Grant FISHER,22 APR 1997,USA,3,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1268
6,7:25.48,,Telahun Haile BEKELE,13 MAY 1999,ETH,4,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1268
7,7:26.28,,Selemon BAREGA,20 JAN 2000,ETH,5,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1263
8,7:27.61,,Berihu AREGAWI,28 FEB 2001,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1254
9,7:28.23,,Yared NUGUSE,01 JUN 1999,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1277
10,7:29.43,,Luis GRIJALVA,10 APR 1999,GUA,7,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1243
11,7:31.14,,Stewart MCSWEYN,01 JUN 1995,AUS,8,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1232
12,7:31.35,,Jacob KROP,04 JUN 2001,KEN,3,,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1257
13,7:31.97,,Sam ATKIN,14 MAR 1993,GBR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1253
14,7:33.42,,Birhanu BALEW,27 FEB 1996,BRN,4,,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1243
15,7:33.47,,Josh KERR,08 OCT 1997,GBR,1,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1243
16,7:33.87,,Soufiane EL BAKKALI,07 JAN 1996,MAR,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1215
17,7:33.95,,Dominic Lokinyomo LOBALU,16 AUG 1998,SUI,1,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1214
18,7:34.14,,Joe KLECKER,16 NOV 1996,USA,3,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1239
19,7:34.70,,Cooper TEARE,18 AUG 1999,USA,4,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1235
20,7:34.74,,Mario GARCÍA,29 JUN 1999,ESP,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1235
21,7:34.80,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,2,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1209
22,7:35.12,,Jonas RAESS,08 MAR 1994,SUI,3,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1207
23,7:35.78,,Morgan MCDONALD,23 APR 1996,AUS,4,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1203
24,7:36.13,,Addisu YIHUNE,17 MAR 2003,ETH,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1226
25,7:36.22,,Geordie BEAMISH,24 OCT 1996,NZL,6,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1225
26,7:36.32,,Ferdinand Kvan EDMAN,12 FEB 1993,NOR,5,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1199
27,7:36.42,,Drew BOSLEY,08 OCT 2000,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1224
28,7:36.46,,Kieran LUMB,02 AUG 1998,CAN,6,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1198
29,7:36.72,,Timothy CHERUIYOT,20 NOV 1995,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1197
30,7:36.81,,Getnet WALE,16 JUL 2000,ETH,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1196
31,7:36.89,,Dylan JACOBS,15 JUN 2000,USA,7,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1221
31,7:36.89,,Brian FAY,09 NOV 1998,IRL,2,,"Stadio Quercia, Rovereto (ITA)",06 SEP 2023,1196
33,7:37.03,,Elzan BIBIĆ,08 JAN 1999,SRB,7,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1195
34,7:37.05,,Andreas ALMGREN,12 JUN 1995,SWE,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1195
35,7:37.15,,Santiago CATROFE,13 FEB 1999,URU,8,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1194
36,7:37.50,,Kuma GIRMA,24 NOV 2005,ETH,,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1192
37,7:37.56,,Mohamed Amin JHINAOUI,02 APR 1997,TUN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1192
38,7:37.73,,Nico YOUNG,27 JUL 2002,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,1216
39,7:38.04,,Brian Muange MUSAU,2006,KEN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,1214
40,7:38.06,,Ishmael Rokitto KIPKURUI,10 FEB 2005,KEN,,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1188
41,7:38.10,,Olin HACKER,21 MAY 1997,USA,2,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1188
42,7:38.19,,Justin KIPKOECH,18 SEP 1998,KEN,,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1188
43,7:38.80,,Ryan SCHOPPE,,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",02 DEC 2023,1209
44,7:38.98,,Mohamed ABDILAAHI,24 MAR 1999,GER,3,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1183
45,7:39.00,,Hobbs KESSLER,15 MAR 2003,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1208
46,7:39.25,,Adriaan WILDSCHUTT,03 MAY 1998,RSA,4,,"Stadion Allmend, Luzern (SUI)",20 JUL 2023,1181
47,7:39.38,,Michael Kiplangat TEMOI,26 MAR 2005,KEN,7,,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1205
48,7:39.70,,Emil DANIELSSON,05 SEP 1997,SWE,1,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1178
49,7:39.74,,Ali ABDILMANA,17 FEB 2002,ETH,1,,"Stadio Zecchini, Grosseto (ITA)",27 MAY 2023,1178
50,7:39.87,,James WEST,30 JAN 1996,GBR,4,,"Stadio Quercia, Rovereto (ITA)",06 SEP 2023,1177
51,7:39.94,,Sam PARSONS,18 JUN 1994,GER,8,,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2023,1202
52,7:40.21,,Jimmy GRESSIER,04 MAY 1997,FRA,3,,"Olympiastadion, Stockholm (SWE)",02 JUL 2023,1175
53,7:40.26,,Egide NTAKARUTIMANA,21 OCT 1997,BDI,5,,"Stadio Quercia, Rovereto (ITA)",06 SEP 2023,1175
54,7:40.34,,Eduardo HERRERA,23 SEP 1997,MEX,9,,"Sports Park Mladost, Zagreb (CRO)",10 SEP 2023,1174
55,7:40.35,,Abdisa FAYISA,24 APR 2005,ETH,1,,"Messehalle, Karlsruhe (GER) (i)",27 JAN 2023,1199
56,7:40.53,,Robin HENDRIX,14 JAN 1995,BEL,2,,"Messehalle, Karlsruhe (GER) (i)",27 JAN 2023,1198
57,7:40.54,,Yann SCHRUB,20 MAR 1996,FRA,1f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",11 FEB 2023,1198
58,7:40.71,,William KINCAID,21 SEP 1992,USA,1,,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1197
59,7:41.42,,Adel MECHAAL,05 DEC 1990,ESP,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1168
60,7:41.53,,Adisu GIRMA,10 DEC 1999,ETH,3,,"Messehalle, Karlsruhe (GER) (i)",27 JAN 2023,1192
61,7:41.63,,Fouad MESSAOUDI,07 JAN 2001,MAR,1f7,,"Dempsey Indoor, Seattle, WA (USA) (i)",10 FEB 2023,1166
62,7:41.93,,Anass ESSAYI,18 MAY 2001,MAR,1,,"Armory Track&Field Center, New York, NY (USA) (i)",28 JAN 2023,1189
63,7:41.97,,Lukas KIPROP,2002,KEN,2,,"Stadio Zecchini, Grosseto (ITA)",27 MAY 2023,1164
64,7:42.10,,Bastien AUGUSTO,10 AUG 1999,FRA,2f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",11 FEB 2023,1188
65,7:42.23,,Yaseen ABDALLA,13 AUG 2001,SUD,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 JAN 2023,1187
66,7:42.30,,Ky ROBINSON,27 FEB 2002,AUS,1f2,,"Dempsey Indoor, Seattle, WA (USA) (i)",25 FEB 2023,1162
67,7:42.53,,Amos BETT,1986,KEN,1,,"Gallur, Madrid (ESP) (i)",22 FEB 2023,1185
68,7:42.55,,Christian NOBLE,21 APR 1997,USA,2,,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1185
68,7:42.55,,John HEYMANS,09 JAN 1998,BEL,3f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",11 FEB 2023,1185
70,7:42.90,,Morgan BEADLESCOMB,01 JUN 1998,USA,4,,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2023,1183
71,7:42.93,,Cole HOCKER,06 JUN 2001,USA,1f1,,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",05 AUG 2023,1158
72,7:43.00,,Charles GRETHEN,02 JUN 1992,LUX,4f1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",11 FEB 2023,1182
