Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:37.74,,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1216
2,7:37.99,,Million WOLDE,17 MAR 1979,ETH,1,,Stuttgart (GER) (i),04 FEB 2001,1214
3,7:38.48,,Girma TOLA,19 OCT 1974,ETH,2,,Stuttgart (GER) (i),04 FEB 2001,1211
4,7:38.94,,Mohammed MOURHIT,10 OCT 1970,BEL,2,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1208
5,7:38.95,,Hailu MEKONNEN,04 APR 1980,ETH,3,,Stuttgart (GER) (i),04 FEB 2001,1208
6,7:39.52,,Rui SILVA,03 AUG 1977,POR,4,,Stuttgart (GER) (i),04 FEB 2001,1204
7,7:39.96,,Alberto GARCÍA,22 FEB 1971,ESP,3,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1201
8,7:42.08,,Assefa MEZGEBU,19 JUN 1978,ETH,5,,Stuttgart (GER) (i),04 FEB 2001,1188
9,7:42.32,,Ismail SGHYR,16 MAR 1972,MAR,6,,Stuttgart (GER) (i),04 FEB 2001,1187
10,7:42.68,,Bouabdellah TAHRI,20 DEC 1978,FRA,7,,Stuttgart (GER) (i),04 FEB 2001,1184
11,7:43.38,,Mohamed KHALDI,05 MAR 1975,ALG,1,,Wien (AUT) (i),12 FEB 2001,1180
12,7:43.59,,Roberto GARCÍA,20 AUG 1975,ESP,2,,Sevilla (ESP) (i),03 FEB 2001,1179
13,7:44.08,,John MAYOCK,26 OCT 1970,GBR,4,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1176
14,7:45.52,,Bernard LAGAT,12 DEC 1974,KEN,6,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1167
15,7:45.80,,Daniel KOMEN,17 MAY 1976,KEN,8,,Stuttgart (GER) (i),04 FEB 2001,1165
16,7:46.79,,Mark CARROLL,15 JAN 1972,IRL,7,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1159
17,7:47.86,,Günther WEIDLINGER,05 APR 1978,AUT,2,,Wien (AUT) (i),12 FEB 2001,1152
18,7:47.96,,Mushir Salim JAWHER,13 JUN 1978,KEN,1,,"Boston, MA (USA) (i)",04 FEB 2001,1151
19,7:48.26,,Yusef EL NASRI,28 JUL 1979,ESP,4,,Dortmund (GER) (i),11 FEB 2001,1150
20,7:48.34,,Craig MOTTRAM,18 JUN 1980,AUS,8,,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1149
21,7:48.46,,Daniel ZEGEYE,13 MAR 1979,ETH,2,,"Boston, MA (USA) (i)",04 FEB 2001,1148
22,7:48.69,,Tim BROE,20 JUN 1977,USA,3,,"Boston, MA (USA) (i)",04 FEB 2001,1147
23,7:48.76,,Jan FITSCHEN,02 MAY 1977,GER,1,,Erfurt (GER) (i),02 FEB 2001,1146
24,7:48.79,,Jonathon RILEY,29 DEC 1978,USA,4,,"Boston, MA (USA) (i)",04 FEB 2001,1146
25,7:49.13,,Rachid CHEKHEMANI,01 OCT 1973,FRA,4,,Karlsruhe (GER) (i),27 JAN 2001,1144
