Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:26.64,,Jacob KIPLIMO,14 NOV 2000,UGA,1,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1261
2,7:27.05,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1258
3,7:28.02,,Stewart MCSWEYN,01 JUN 1995,AUS,3,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1252
4,7:32.80,,Getnet WALE,16 JUL 2000,ETH,1,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1247
5,7:33.19,,Selemon BAREGA,20 JAN 2000,ETH,2,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1245
6,7:34.58,,Birhanu BALEW,27 FEB 1996,BRN,3,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1236
7,7:34.94,,Lamecha GIRMA,26 NOV 2000,ETH,4,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1233
8,7:35.78,,Berihu AREGAWI,28 FEB 2001,ETH,5,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1228
9,7:36.21,,Bethwell BIRGEN,06 AUG 1988,KEN,3,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1225
10,7:37.74,,Lopez LOMONG,01 JAN 1985,USA,1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1216
11,7:38.03,,Ryan HILL,31 JAN 1990,USA,2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1214
12,7:38.25,,Evan JAGER,08 MAR 1989,USA,3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1212
13,7:38.27,,Yemaneberhan CRIPPA,15 OCT 1996,ITA,4,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1187
14,7:38.85,,Telahun Haile BEKELE,13 MAY 1999,ETH,6,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1208
15,7:39.75,,Mike FOPPEN,29 NOV 1996,NED,5,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1178
16,7:39.94,,Vladimir NIKITIN,05 AUG 1992,RUS,1,,"LFK CSKA, Moskva (RUS) (i)",09 FEB 2020,1202
17,7:39.99,,Grant FISHER,22 APR 1997,USA,4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1201
18,7:40.25,,Davis KIPLANGAT,10 JUL 1998,KEN,5,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1200
19,7:40.62,,Ouassim OUMAIZ,30 MAR 1999,ESP,1,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1173
20,7:41.31,,Justus SOGET,22 OCT 1999,KEN,3,,"Messehalle, Karlsruhe (GER) (i)",31 JAN 2020,1193
21,7:41.40,,Djilali BEDRANI,01 OCT 1993,FRA,7,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1192
22,7:41.94,,Travis MAHONEY,25 JUL 1990,USA,5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",27 FEB 2020,1189
23,7:43.18,,Elzan BIBIĆ,08 JAN 1999,SRB,2,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1157
24,7:43.48,,Marc SCOTT,21 DEC 1993,GBR,1f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1155
25,7:43.73,,Luis GRIJALVA,10 APR 1999,GUA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1178
26,7:43.79,,James WEST,30 JAN 1996,GBR,2f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1153
27,7:44.13,,Mohamed KATIR,17 FEB 1998,ESP,3,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1151
28,7:44.21,,Willy FINK,07 MAR 1994,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1175
29,7:44.31,,Fernando Daniel MARTÍNEZ,30 MAY 1993,MEX,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1174
30,7:44.67,,Geordie BEAMISH,24 OCT 1996,NZL,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1172
31,7:45.08,,Adel MECHAAL,05 DEC 1990,ESP,8,,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1169
32,7:45.24,,Abdessamad OUKHELFEN,18 DEC 1998,ESP,4,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1144
33,7:45.46,,Seán TOBIN,20 JUL 1994,IRL,5,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1143
34,7:45.50,,Kieran LUMB,02 AUG 1998,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1167
35,7:45.67,,Jonas RAESS,08 MAR 1994,SUI,6,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1166
36,7:45.70,,Tyler DAY,18 DEC 1996,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1165
37,7:45.75,,Jonathan DAVIES,28 OCT 1994,GBR,3f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1141
38,7:45.81,,Alexander YEE,18 FEB 1998,GBR,4f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1141
39,7:45.87,,Abrham SIME,07 NOV 2001,ETH,8,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1164
40,7:45.90,,Nassim HASSAOUS,23 MAR 1994,ESP,6,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1140
41,7:46.30,,Graham CRAWFORD,29 DEC 1992,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1162
42,7:46.32,,Soufiyan BOUQANTAR,30 AUG 1993,MAR,9,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1162
43,7:46.36,,Justyn KNIGHT,19 JUL 1996,CAN,1,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1161
44,7:46.45,,Cooper TEARE,18 AUG 1999,USA,4f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 FEB 2020,0
45,7:46.48,,Sean MCGORTY,08 MAR 1995,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1137
46,7:46.64,,Mohammed AHMED,05 JAN 1991,CAN,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1136
47,7:46.71,,Yared NUGUSE,01 JUN 1999,USA,1,,"Loftus Sports Center, Notre Dame, IN (USA) (i)",08 FEB 2020,0
48,7:46.74,,Edward CHESEREK,02 FEB 1994,KEN,2,,"Reggie Lewis Center, Boston, MA (USA) (i)",25 JAN 2020,1159
49,7:47.04,,William KINCAID,21 SEP 1992,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1133
50,7:47.37,,Benjamin FLANAGAN,11 JAN 1995,CAN,8f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1155
51,7:47.48,,Isaac KIMELI,09 MAR 1994,BEL,6,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1130
52,7:47.57,,Joe KLECKER,16 NOV 1996,USA,2,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1154
53,7:47.85,,Matt BAXTER,06 AUG 1994,NZL,9f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1152
54,7:47.93,,Isaac UPDIKE,21 MAR 1992,USA,10f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1152
55,7:47.99,,Hyuga ENDO,05 AUG 1998,JPN,7f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 FEB 2020,0
56,7:48.08,,Matthew RAMSDEN,23 JUL 1997,AUS,7,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1127
57,7:48.17,,Jordan GUSMAN,30 JAN 1994,MLT,3,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1150
58,7:48.34,,Andreas ALMGREN,12 JUN 1995,SWE,1f1,,"Telekonsult Arena, Växjö (SWE) (i)",22 FEB 2020,1149
59,7:48.44,,Mason FERLIC,05 AUG 1993,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1148
60,7:48.54,,Jimmy GRESSIER,04 MAY 1997,FRA,10,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1148
61,7:48.57,,John GAY,07 NOV 1996,CAN,12f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1148
62,7:48.63,,Osama ZOGHLAMI,19 JUN 1994,ITA,8,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1124
63,7:48.73,,Hillary BOR,22 NOV 1989,USA,4,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1147
64,7:49.01,,Alexander OSTBERG,15 FEB 1997,USA,8f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 FEB 2020,0
65,7:49.03,,Dan KIPLANGAT,04 JUN 1996,KEN,1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1121
66,7:49.15,,Kieran TUNTIVATE,16 FEB 1997,THA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 FEB 2020,1144
67,7:49.19,,Edwin KURGAT,19 MAY 1996,KEN,5,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1144
68,7:49.45,,Ryan ADAMS,25 JUL 1996,USA,2,,"Armory Track&Field Center, New York, NY (USA) (i)",25 JAN 2020,1142
69,7:49.55,,Andrew BAYER,03 FEB 1990,USA,1f1,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA) (i)",14 FEB 2020,1142
70,7:49.65,,Eric AVILA,03 OCT 1989,USA,6,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1141
70,7:49.65,,Lucas BRUCHET,23 FEB 1991,CAN,13f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1141
72,7:49.67,,Chala BEYO,18 JAN 1996,ETH,12,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1141
73,7:49.82,,Carlos MAYO,18 SEP 1995,ESP,2f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",24 JAN 2020,1140
74,7:50.00,,Jacob THOMSON,29 NOV 1994,USA,3,,"Armory Track&Field Center, New York, NY (USA) (i)",25 JAN 2020,1139
75,7:50.03,,Pietro RIVA,01 MAY 1997,ITA,9,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1115
76,7:50.13,,Ben BLANKENSHIP,15 DEC 1988,USA,1,,"Newberg, OR (USA)",21 AUG 2020,1114
77,7:50.22,,Kyle MAU,,USA,2f1,,"Gladstein Fieldhouse Indiana Un., Bloomington, IN (USA) (i)",14 FEB 2020,1137
78,7:50.37,,Paul CHELIMO,27 OCT 1990,USA,1,,"JDL Fast Track, Winston Salem, NC (USA) (i)",08 FEB 2020,1137
79,7:50.57,,Narve Gilje NORDÅS,30 SEP 1998,NOR,1f5,,"Fana Stadion, Bergen (NOR)",29 JUL 2020,1112
80,7:50.61,,Maximilian THORWIRTH,09 JAN 1995,GER,8,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1135
81,7:50.64,,Marcel FEHR,20 JUN 1992,GER,9,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",04 FEB 2020,1135
82,7:50.80,,Cameron GRIFFITH,31 AUG 1996,AUS,9f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 FEB 2020,0
83,7:50.90,,Jordan MANN,12 JAN 1993,USA,7,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1133
84,7:50.93,,George KUSCHE,06 AUG 1998,RSA,1f2,,"Bob Devaney Sports Center, Lincoln, NE (USA) (i)",08 FEB 2020,1133
85,7:50.97,,Eric JENKINS,24 NOV 1991,USA,1,,"Newton North HS, Newton, MA (USA)",07 SEP 2020,1109
86,7:51.00,,Jack ROWE,30 JAN 1996,GBR,10f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 FEB 2020,0
87,7:51.13,,Benjamin KIGEN,05 JUL 1993,KEN,11,,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1132
88,7:51.17,,Andreas VOJTA,09 JUN 1989,AUT,12,,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1132
89,7:51.29,,Robin HENDRIX,14 JAN 1995,BEL,1,,"Topsporthal Vlaanderen, Gent (BEL) (i)",16 FEB 2020,1131
90,7:51.30,,Rabii DOUKKANA,06 DEC 1987,FRA,13,,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1131
91,7:51.57,,Ari KLAU,,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",15 FEB 2020,1129
92,7:51.59,,Wesley BANGURIA,,KEN,2f2,,"Bob Devaney Sports Center, Lincoln, NE (USA) (i)",08 FEB 2020,1129
93,7:51.61,,Zachary FACIONI,03 APR 1999,AUS,1f1,,"Olympic Park Warm Up Arena, Sydney (AUS)",21 NOV 2020,1106
94,7:51.78,,Paul Kipngetich TANUI,22 DEC 1990,KEN,8,,"Armory Track&Field Center, New York, NY (USA) (i)",08 FEB 2020,1128
