Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:28.37,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Doha (QAT),08 MAY 2009,1249
2,7:28.64,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1248
3,7:30.09,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,Doha (QAT),08 MAY 2009,1239
4,7:30.95,,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,1,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1233
5,7:31.20,,Joseph Kitur KIPLIMO,20 JUL 1988,KEN,1,,Rieti (ITA),06 SEP 2009,1231
6,7:31.41,,Sammy Alex MUTAHI,01 JUN 1989,KEN,2,,Rieti (ITA),06 SEP 2009,1230
7,7:31.48,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,3,,Rieti (ITA),06 SEP 2009,1230
8,7:31.81,,Abraham CHERKOS,23 SEP 1989,ETH,4,,Rieti (ITA),06 SEP 2009,1228
9,7:32.25,,Silas KIPRUTO,26 SEP 1984,KEN,5,,Rieti (ITA),06 SEP 2009,1225
10,7:32.46,,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,4,,Doha (QAT),08 MAY 2009,1224
11,7:32.57,,Isaac Kiprono SONGOK,25 APR 1984,KEN,6,,Rieti (ITA),06 SEP 2009,1223
12,7:32.80,,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,,Stockholm (SWE) (i),18 FEB 2009,1247
13,7:32.91,,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,5,,Doha (QAT),08 MAY 2009,1221
14,7:32.93,,Deresse MEKONNEN,20 OCT 1987,ETH,7,,Rieti (ITA),06 SEP 2009,1221
15,7:32.97,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,6,,Doha (QAT),08 MAY 2009,1220
16,7:33.15,,Bernard LAGAT,12 DEC 1974,USA,2,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1219
17,7:33.18,,Bouabdellah TAHRI,20 DEC 1978,FRA,4,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1219
18,7:33.27,,Leonard Patrick KOMON,10 JAN 1988,KEN,8,,Rieti (ITA),06 SEP 2009,1218
19,7:34.29,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,9,,Rieti (ITA),06 SEP 2009,1212
20,7:34.47,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,2f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1236
20,7:34.47,,Mo FARAH,23 MAR 1983,GBR,1,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1236
22,7:35.62,,Yusuf Kibet BIWOTT,12 NOV 1986,KEN,10,,Rieti (ITA),06 SEP 2009,1204
23,7:35.98,,Shadrack KORIR,14 DEC 1978,KEN,3f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1227
24,7:37.05,,Chris SOLINSKY,05 DEC 1984,USA,3,,"Eugene, OR (USA)",07 JUN 2009,1195
25,7:37.32,,Matt TEGENKAMP,19 JAN 1982,USA,4,,"Eugene, OR (USA)",07 JUN 2009,1193
26,7:37.40,,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,1,,Torino (ITA),04 JUN 2009,1193
27,7:37.50,,Morhad AMDOUNI,21 JUN 1988,FRA,3,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1192
28,7:37.63,,Joseph EBUYA,20 JUN 1987,KEN,11,,Rieti (ITA),06 SEP 2009,1191
29,7:37.84,,Alistair Ian CRAGG,13 JUN 1980,IRL,5,,"Eugene, OR (USA)",07 JUN 2009,1190
30,7:37.93,,Reyes ESTÉVEZ,02 AUG 1976,ESP,12,,Rieti (ITA),06 SEP 2009,1189
31,7:38.71,,Juan Carlos HIGUERO,03 AUG 1978,ESP,5,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1184
32,7:41.14,,Lucas Kimeli ROTICH,16 APR 1990,KEN,8,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1169
33,7:41.16,,Mang'ata Kimai NDIWA,12 DEC 1987,KEN,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1169
34,7:41.21,,Chakir BOUJATTAOUI,16 JAN 1983,MAR,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1169
35,7:41.43,,Abraham CHEBII,23 DEC 1979,KEN,7,,"International Stadium, Gateshead (GBR)",31 AUG 2009,1168
36,7:41.78,,Evan JAGER,08 MAR 1989,USA,9,,"Stade Louis II, Monaco (MON)",28 JUL 2009,1165
37,7:41.88,,Bekana DABA,29 JUL 1988,ETH,1f1,,"Boston, MA (USA) (i)",07 FEB 2009,1189
38,7:41.95,,Gideon NGATUNYI,10 OCT 1986,KEN,3,,Torino (ITA),04 JUN 2009,1164
39,7:42.38,,Josphat Kipkoech BETT,12 JUN 1990,KEN,1,,Liège (BEL),15 JUL 2009,1162
40,7:42.42,,Remmy Limo NDIWA,03 FEB 1988,KEN,2,,"Wattenscheid, Bochum (GER)",02 AUG 2009,1161
41,7:42.78,,Chesari Kirui JACOB,06 APR 1984,KEN,2,,Liège (BEL),15 JUL 2009,1159
42,7:42.82,,Daniel Lemashon SALEL,11 DEC 1990,KEN,14,,Rieti (ITA),06 SEP 2009,1159
43,7:43.08,,Mohamed MOUSTAOUI,02 APR 1985,MAR,5f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1182
44,7:43.26,,James Kwalia C'KURUI,12 JUN 1984,QAT,7,,Doha (QAT),08 MAY 2009,1156
45,7:43.29,,Jesús ESPAÑA,21 AUG 1978,ESP,3,,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1180
46,7:43.41,,Sergio SÁNCHEZ,01 OCT 1982,ESP,6f1,,"Velódromo Luis Puig, Valencia (ESP) (i)",14 FEB 2009,1180
47,7:43.66,,Boniface KIRUI,27 OCT 1987,KEN,3,,Liège (BEL),15 JUL 2009,1154
48,7:43.71,,Tareq Mubarak TAHER,01 DEC 1986,BRN,1,,Gent (BEL) (i),08 FEB 2009,1178
49,7:43.76,,Kaan Kigen ÖZBILEN,15 JAN 1986,KEN,8,,"International Stadium, Gateshead (GBR)",31 AUG 2009,1153
50,7:44.15,,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,,Zaragoza (ESP),18 JUL 2009,1151
51,7:44.35,,Edwin KIPKORIR,03 SEP 1989,KEN,2,,Gent (BEL) (i),08 FEB 2009,1174
52,7:44.37,,Dino SEFIR,28 MAY 1988,ETH,2,,Sotteville-lès-Rouen (FRA),05 JUL 2009,1149
53,7:44.67,,Mourad MAROUFIT,26 JAN 1982,MAR,10,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1148
54,7:44.69,,Galen RUPP,08 MAY 1986,USA,2f1,,"Boston, MA (USA) (i)",07 FEB 2009,1172
55,7:44.75,,Moses Ndiema MASAI,01 JUN 1986,KEN,7,,"Eugene, OR (USA)",07 JUN 2009,1147
56,7:45.16,,Juan Luis BARRIOS,24 JUN 1983,MEX,4,,Liège (BEL),15 JUL 2009,1145
57,7:45.30,,Francisco Javier ALVES,03 SEP 1980,ESP,3,,Zaragoza (ESP),18 JUL 2009,1144
58,7:45.46,,Selim BAYRAK,30 NOV 1987,TUR,5,,"Oval Lingotto, Torino (ITA) (i)",07 MAR 2009,1167
59,7:45.79,,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,5,,Zaragoza (ESP),18 JUL 2009,1141
60,7:45.87,,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,3,,Gent (BEL) (i),08 FEB 2009,1164
61,7:45.89,,Bolota ASMEROM,12 OCT 1978,USA,4,,Sotteville-lès-Rouen (FRA),05 JUL 2009,1140
62,7:46.05,,Arne GABIUS,22 MAR 1981,GER,5,,"Wattenscheid, Bochum (GER)",02 AUG 2009,1139
63,7:46.34,,Vincent Kipsegechi YATOR,11 JUL 1989,KEN,11,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1137
64,7:46.40,,Sahle WARGA,30 JAN 1984,ETH,12,,"Stade de France, Paris-St-Denis (FRA)",17 JUL 2009,1137
65,7:46.72,,Demma Daba BIKILA,18 JUL 1989,ETH,3,,Dakar (SEN),18 APR 2009,1135
66,7:46.74,,Markos GENETI,07 JUN 1984,ETH,3f1,,"Boston, MA (USA) (i)",07 FEB 2009,1159
67,7:47.03,,Suleiman Kipses SIMOTWO,21 APR 1980,KEN,2f1,,Paris (FRA) (i),13 FEB 2009,1157
68,7:47.22,,Essa Ismail RASHED,14 DEC 1986,QAT,4,,Gent (BEL) (i),08 FEB 2009,1156
69,7:47.73,,Collins KOSGEI,04 AUG 1986,KEN,5,,Sotteville-lès-Rouen (FRA),05 JUL 2009,1129
70,7:47.76,,Jonas CHERUIYOT,11 JAN 1984,KEN,5,,Gent (BEL) (i),08 FEB 2009,1153
71,7:47.97,,German FERNANDEZ,02 NOV 1990,USA,1f5,,"Seattle, WA (USA) (i)",14 FEB 2009,0
72,7:48.05,,Michael COE,04 DEC 1987,USA,2f5,,"Seattle, WA (USA) (i)",14 FEB 2009,0
73,7:48.18,,Jamel CHATBI,30 APR 1984,MAR,9,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1126
74,7:48.74,,Jonathon RILEY,29 DEC 1978,USA,1,,"Eugene, OR (USA)",06 JUN 2009,1123
74,7:48.74,,Polat Kemboi ARIKAN,12 DEC 1990,KEN,6,,Liège (BEL),15 JUL 2009,1123
76,7:49.05,,Jukka KESKISALO,27 MAR 1981,FIN,1,,Joensuu (FIN),22 JUL 2009,1121
77,7:49.10,,Bernard SANG,15 FEB 1981,KEN,4,,Rehlingen (GER),01 JUN 2009,1121
78,7:49.23,,Halil AKKAŞ,01 JUL 1983,TUR,1,,Istanbul (TUR),14 JUN 2009,1120
79,7:49.26,,Kensuke TAKEZAWA,11 OCT 1986,JPN,7,,Zaragoza (ESP),18 JUL 2009,1120
80,7:49.54,,Javier Adolfo CARRIQUEO,29 MAY 1979,ARG,2,,Mataró (ESP),04 AUG 2009,1118
81,7:49.55,,Josh ROHATINSKY,07 MAR 1982,USA,4f1,,"Boston, MA (USA) (i)",07 FEB 2009,1142
82,7:49.65,,Gideon GATHIMBA,09 MAR 1980,KEN,2f1,,Glasgow (GBR) (i),31 JAN 2009,1141
83,7:49.71,,Mohamed-Khaled BELABBAS,04 JUL 1981,FRA,6,,Gent (BEL) (i),08 FEB 2009,1141
84,7:50.03,,Michael KIPYEGO,02 OCT 1983,KEN,5,,Dakar (SEN),18 APR 2009,1115
85,7:50.23,,Mark CHRISTIE,12 JAN 1985,IRL,1,,Leiden (NED),13 JUN 2009,1114
86,7:50.27,,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,6,,Sotteville-lès-Rouen (FRA),05 JUL 2009,1114
87,7:50.43,,Stephen PIFER,07 DEC 1984,USA,2,,"Eugene, OR (USA)",06 JUN 2009,1113
88,7:50.50,,Nick MCCORMICK,11 SEP 1981,GBR,3,,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2009,1136
89,7:50.52,,Richard Bartale KIPKOROS,1990,KEN,2,,Florø (NOR),06 JUN 2009,1112
90,7:50.53,,Daniele MEUCCI,07 OCT 1985,ITA,16,,Rieti (ITA),06 SEP 2009,1112
91,7:50.63,,Youssef EL KALAI,01 MAR 1981,MAR,8,,Zaragoza (ESP),18 JUL 2009,1111
