Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:25.79,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,Stockholm (SWE),07 AUG 2007,1266
2,7:32.03,,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,2,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1226
3,7:32.43,,Bernard LAGAT,12 DEC 1974,USA,1,,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1250
4,7:32.49,,Alistair Ian CRAGG,13 JUN 1980,IRL,3,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1223
5,7:32.69,,Markos GENETI,07 JUN 1984,ETH,2,,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1248
6,7:32.79,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,1,,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1221
7,7:33.06,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,Doha (QAT),11 MAY 2007,1220
8,7:33.09,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,3,,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1245
9,7:33.39,,Yusuf Kibet BIWOTT,12 NOV 1986,KEN,2,,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1218
10,7:33.46,,Paul Kipsiele KOECH,10 NOV 1981,KEN,4,,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1243
11,7:34.07,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,3,,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1213
12,7:34.37,,Jonas CHERUIYOT,11 JAN 1984,KEN,2,,Doha (QAT),11 MAY 2007,1211
13,7:34.66,,Joseph EBUYA,20 JUN 1987,KEN,3,,Doha (QAT),11 MAY 2007,1210
14,7:34.94,,Ahmed BADAY,15 JUN 1974,MAR,4,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1208
15,7:35.00,,Craig MOTTRAM,18 JUN 1980,AUS,2,,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,1208
16,7:35.68,,Matt TEGENKAMP,19 JAN 1982,USA,4,,Stockholm (SWE),07 AUG 2007,1203
