Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:24.98,Getnet WALE,16 JUL 2000,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1298
2,7:26.10,Selemon BAREGA,20 JAN 2000,ETH,2,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1291
3,7:27.98,Lamecha GIRMA,26 NOV 2000,ETH,3,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1278
4,7:29.24,Berihu AREGAWI,28 FEB 2001,ETH,4,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1270
5,7:34.12,Bethwell BIRGEN,06 AUG 1988,KEN,1,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1239
6,7:35.29,Mohamed KATIR,17 FEB 1998,ESP,2,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1231
7,7:37.99,Birhanu BALEW,27 FEB 1996,BRN,5,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1214
8,7:39.70,Jimmy GRESSIER,04 MAY 1997,FRA,3,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1203
9,7:40.85,Andrew BUTCHART,14 OCT 1991,GBR,4,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1196
10,7:41.06,Tadese WORKU,20 JAN 2002,ETH,6,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1195
11,7:41.6h,Andreas ALMGREN,12 JUN 1995,SWE,1f1,,"Friidrottshall, Sollentuna (SWE)",30 JAN 2021,1191
12,7:42.55,Mike FOPPEN,29 NOV 1996,NED,7,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1185
13,7:42.71,Abdelaati IGUIDER,25 MAR 1987,MAR,5,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1184
14,7:44.17,Isaac KIMELI,09 MAR 1994,BEL,1,,"Topsporthal Vlaanderen, Gent (BEL)",13 FEB 2021,1175
15,7:44.60,Morgan MCDONALD,23 APR 1996,AUS,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1172
16,7:44.61,Justyn KNIGHT,19 JUL 1996,CAN,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1172
17,7:44.91,Joe KLECKER,16 NOV 1996,USA,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1170
18,7:45.54,Carlos MAYO,18 SEP 1995,ESP,1f1,,"Palau Sant Jordi, Barcelona (ESP)",08 FEB 2021,1166
19,7:46.10,Cooper TEARE,18 AUG 1999,USA,1f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",30 JAN 2021,1163
20,7:46.14,Eric JENKINS,24 NOV 1991,USA,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1163
21,7:46.15,Cole HOCKER,06 JUN 2001,USA,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1163
22,7:46.23,Cooper TEARE,18 AUG 1999,USA,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1162
23,7:46.26,Kieran LUMB,02 AUG 1998,CAN,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1162
24,7:46.38,Maximilian THORWIRTH,09 JAN 1995,GER,,,"Ocean Breeze Athl. Complex, New York, NY (USA)",13 FEB 2021,1161
25,7:46.44,Cole HOCKER,06 JUN 2001,USA,2f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",30 JAN 2021,1161
26,7:46.46,Andrew BUTCHART,14 OCT 1991,GBR,1h2,,"Arena, Toruń (POL)",06 MAR 2021,1161
27,7:46.52,Djilali BEDRANI,01 OCT 1993,FRA,8,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1160
27,7:46.52,Adel MECHAAL,05 DEC 1990,ESP,2h2,,"Arena, Toruń (POL)",06 MAR 2021,1160
29,7:46.76,Robin HENDRIX,14 JAN 1995,BEL,3h2,,"Arena, Toruń (POL)",06 MAR 2021,1159
30,7:47.30,Hugo HAY,28 MAR 1997,FRA,4h2,,"Arena, Toruń (POL)",06 MAR 2021,1155
31,7:47.50,Jonas RAESS,08 MAR 1994,SUI,9,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1154
32,7:47.71,Seán TOBIN,20 JUL 1994,IRL,5h2,,"Arena, Toruń (POL)",06 MAR 2021,1153
33,7:47.74,Emmanuel BOR,14 APR 1988,USA,1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",04 MAR 2021,1153
34,7:47.94,Willy FINK,07 MAR 1994,USA,2,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",04 MAR 2021,1152
35,7:47.98,Yassin BOUIH,24 NOV 1996,ITA,10,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1151
36,7:48.01,Seán TOBIN,20 JUL 1994,IRL,1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1151
37,7:48.06,Marcel FEHR,20 JUN 1992,GER,6h2,,"Arena, Toruń (POL)",06 MAR 2021,1151
38,7:48.20,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Arena, Toruń (POL)",07 MAR 2021,1150
39,7:48.26,Adel MECHAAL,05 DEC 1990,ESP,11,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1150
40,7:48.36,Wesley KIPTOO,,KEN,3f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",30 JAN 2021,1149
41,7:48.40,Mario GARCÍA,29 JUN 1999,ESP,4f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",30 JAN 2021,1149
42,7:48.53,Robin HENDRIX,14 JAN 1995,BEL,2,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1148
43,7:48.59,Mario GARCÍA,29 JUN 1999,ESP,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",13 MAR 2021,1147
44,7:48.63,Paul CHELIMO,27 OCT 1990,USA,3,,"Virginia Beach Sports Center, Virginia Beach, VA (USA)",04 MAR 2021,1147
45,7:48.66,Hugo HAY,28 MAR 1997,FRA,1,,"Halle Michel d'Ornano, Mondeville (FRA)",30 JAN 2021,1147
46,7:48.93,Jimmy GRESSIER,04 MAY 1997,FRA,1h3,,"Arena, Toruń (POL)",06 MAR 2021,1145
47,7:49.27,Yann SCHRUB,20 MAR 1996,FRA,3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",06 FEB 2021,1143
47,7:49.27,Davis KIPLANGAT,10 JUL 1998,KEN,12,,"Arena Stade Couvert, Liévin (FRA)",09 FEB 2021,1143
49,7:49.32,Adel MECHAAL,05 DEC 1990,ESP,f4,,"Ataköy Arena, Istanbul (TUR)",05 FEB 2021,1143
50,7:49.39,Djilali BEDRANI,01 OCT 1993,FRA,6,,"Europahalle, Karlsruhe (GER)",29 JAN 2021,1143
51,7:49.41,Isaac KIMELI,09 MAR 1994,BEL,2,,"Arena, Toruń (POL)",07 MAR 2021,1142
52,7:49.46,Isaac KIMELI,09 MAR 1994,BEL,2h3,,"Arena, Toruń (POL)",06 MAR 2021,1142
53,7:49.47,Adel MECHAAL,05 DEC 1990,ESP,3,,"Arena, Toruń (POL)",07 MAR 2021,1142
