Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:37.41,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1218
2,7:42.62,Grant FISHER,22 APR 1997,USA,1,,"New York, NY (USA)",09 FEB 2019,1185
3,7:42.76,Morgan MCDONALD,23 APR 1996,AUS,2,,"New York, NY (USA)",09 FEB 2019,1184
4,7:42.93,Edward CHESEREK,02 FEB 1994,KEN,2,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1183
5,7:44.77,Amon KEMBOI,,KEN,3,,"New York, NY (USA)",09 FEB 2019,1171
6,7:44.90,Stewart MCSWEYN,01 JUN 1995,AUS,1,,Metz (FRA),10 FEB 2019,1170
7,7:45.56,Adel MECHAAL,05 DEC 1990,ESP,3,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1166
8,7:46.00,Birhanu BALEW,27 FEB 1996,BRN,1,,Mondeville (FRA),02 FEB 2019,1164
9,7:46.45,Vladimir NIKITIN,05 AUG 1992,RUS,1,,Yekaterinburg (RUS),07 JAN 2019,1161
10,7:46.50,Andrew BUTCHART,14 OCT 1991,GBR,4,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1160
11,7:47.18,Vladimir NIKITIN,05 AUG 1992,RUS,1f3,,Moskva (RUS),13 FEB 2019,1156
12,7:47.29,Chala BEYO,18 JAN 1996,ETH,2,,Mondeville (FRA),02 FEB 2019,1156
13,7:47.60,Antonio ABADÍA,02 JUL 1990,ESP,1f1,,Valencia (ESP),18 JAN 2019,1154
14,7:47.78,Chris O'HARE,23 NOV 1990,GBR,5,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1152
15,7:47.99,Stewart MCSWEYN,01 JUN 1995,AUS,1,,Stockholm (SWE),04 FEB 2019,1151
16,7:48.03,Eric AVILA,03 OCT 1989,USA,4,,"New York, NY (USA)",09 FEB 2019,1151
17,7:48.36,Patrick TIERNAN,11 SEP 1994,AUS,5,,"New York, NY (USA)",09 FEB 2019,1149
18,7:48.72,Travis MAHONEY,25 JUL 1990,USA,6,,"New York, NY (USA)",09 FEB 2019,1147
19,7:48.76,Jesús GÓMEZ,24 APR 1991,ESP,2f1,,Valencia (ESP),18 JAN 2019,1146
20,7:48.80,Benjamin FLANAGAN,11 JAN 1995,CAN,1,,"New York, NY (USA)",26 JAN 2019,1146
21,7:48.81,Oliver HOARE,29 JAN 1997,AUS,1f1,,"Bloomington, IN (USA)",26 JAN 2019,1146
22,7:48.86,Patrick TIERNAN,11 SEP 1994,AUS,1,,"Winston Salem, NC (USA)",02 FEB 2019,1146
23,7:49.16,Sam PARSONS,18 JUN 1994,USA,2,,"New York, NY (USA)",26 JAN 2019,1144
24,7:49.73,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,,"Rud, Bærum (NOR)",10 FEB 2019,1140
25,7:49.95,Brian BARRAZA,16 MAY 1995,USA,7,,"New York, NY (USA)",09 FEB 2019,1139
26,7:50.17,Kyle MAU,,USA,2f1,,"Bloomington, IN (USA)",26 JAN 2019,1138
27,7:50.84,Djilali BEDRANI,01 OCT 1993,FRA,1,,Sabadell (ESP),06 FEB 2019,1134
28,7:50.93,Jordan MANN,12 JAN 1993,USA,3,,"New York, NY (USA)",26 JAN 2019,1133
29,7:50.97,Yoann KOWAL,28 MAY 1987,FRA,2,,Sabadell (ESP),06 FEB 2019,1133
30,7:50.98,Graham CRAWFORD,29 DEC 1992,USA,8,,"New York, NY (USA)",09 FEB 2019,1133
31,7:51.20,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1131
32,7:51.28,Andrew BUTCHART,14 OCT 1991,GBR,2h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1131
33,7:51.30,Djilali BEDRANI,01 OCT 1993,FRA,3h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1131
34,7:51.35,Amos BARTELSMEYER,25 JUL 1994,GER,4h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1130
35,7:51.42,Djilali BEDRANI,01 OCT 1993,FRA,1,,Miramas (FRA),16 FEB 2019,1130
36,7:51.45,Jimmy GRESSIER,04 MAY 1997,FRA,5h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1130
37,7:51.47,Jonas LEANDERSON,26 JAN 1991,SWE,6h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1130
38,7:51.55,Sergio JIMÉNEZ,07 JAN 1995,ESP,3,,Sabadell (ESP),06 FEB 2019,1129
39,7:51.65,Marc SCOTT,21 DEC 1993,GBR,1f1,,"Boston, MA (USA)",24 FEB 2019,1129
40,7:51.80,Jacob THOMSON,29 NOV 1994,USA,4,,"New York, NY (USA)",26 JAN 2019,1128
41,7:52.08,Jimmy GRESSIER,04 MAY 1997,FRA,2,,Miramas (FRA),16 FEB 2019,1126
42,7:52.12,Sam ATKIN,14 MAR 1993,GBR,7h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1126
43,7:52.13,Sam ATKIN,14 MAR 1993,GBR,5,,"New York, NY (USA)",26 JAN 2019,1126
44,7:52.31,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f3,,Moskva (RUS),13 FEB 2019,1125
45,7:52.45,Brian BARRAZA,16 MAY 1995,USA,6,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1124
46,7:52.46,Yoann KOWAL,28 MAY 1987,FRA,3,,Miramas (FRA),16 FEB 2019,1124
47,7:52.48,Maksim YAKUSHEV,15 MAR 1992,RUS,3f3,,Moskva (RUS),13 FEB 2019,1124
48,7:52.85,Morgan MCDONALD,23 APR 1996,AUS,1,,"Birmingham, AL (USA)",09 MAR 2019,1121
49,7:52.86,Chris O'HARE,23 NOV 1990,GBR,1,,Birmingham (GBR),10 FEB 2019,1121
50,7:52.89,Haftu TEKLU,21 JAN 2000,ETH,3,,Mondeville (FRA),02 FEB 2019,1121
51,7:52.90,Konstantin PLOKHOTNIKOV,24 MAR 1997,RUS,4f3,,Moskva (RUS),13 FEB 2019,1121
52,7:53.07,Anatoliy RYBAKOV,27 FEB 1985,RUS,5f3,,Moskva (RUS),13 FEB 2019,1120
53,7:53.09,Simon DENISSEL,22 MAY 1990,FRA,4,,Miramas (FRA),16 FEB 2019,1120
54,7:53.15,Grant FISHER,22 APR 1997,USA,2,,"Birmingham, AL (USA)",09 MAR 2019,1119
55,7:53.39,Rabii DOUKKANA,06 DEC 1987,FRA,,,Miramas (FRA),16 FEB 2019,1118
55,7:53.39,Chris O'HARE,23 NOV 1990,GBR,1h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1118
57,7:53.40,Mike FOPPEN,29 NOV 1996,NED,1,,Linz (AUT),09 FEB 2019,1118
58,7:53.60,Collin LEIBOLD,13 DEC 1987,USA,1f1,,"Boston, MA (USA)",26 JAN 2019,1117
59,7:53.71,Sam PARSONS,18 JUN 1994,USA,,,Leipzig (GER),16 FEB 2019,1116
60,7:53.80,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,2h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1116
61,7:53.81,Mohamed KATIR,17 FEB 1998,ESP,3f1,,Valencia (ESP),18 JAN 2019,1115
62,7:53.85,Tripp HURT,30 OCT 1992,USA,7,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1115
63,7:53.89,Robin HENDRIX,14 JAN 1995,BEL,2,,Linz (AUT),09 FEB 2019,1115
64,7:54.01,Will LEER,15 APR 1985,USA,8,,"Reggie Lewis Center, Boston, MA (USA)",26 JAN 2019,1114
65,7:54.07,Jonas LEANDERSON,26 JAN 1991,SWE,2,,Stockholm (SWE),04 FEB 2019,1114
66,7:54.27,Florian ORTH,24 JUL 1989,GER,3,,Stockholm (SWE),04 FEB 2019,1113
67,7:54.33,David PALACIO,08 JUN 1988,ESP,4f1,,Valencia (ESP),18 JAN 2019,1112
67,7:54.33,Charlie DA'VALL GRICE,07 NOV 1993,GBR,2,,Birmingham (GBR),10 FEB 2019,1112
69,7:54.34,Jacob THOMSON,29 NOV 1994,USA,9,,"New York, NY (USA)",09 FEB 2019,1112
69,7:54.34,Joe KLECKER,16 NOV 1996,USA,3,,"Birmingham, AL (USA)",09 MAR 2019,1112
71,7:54.39,Amos BARTELSMEYER,25 JUL 1994,USA,,,Leipzig (GER),16 FEB 2019,1112
72,7:54.40,Benjamin FLANAGAN,11 JAN 1995,CAN,10,,"New York, NY (USA)",09 FEB 2019,1112
73,7:54.43,Riley MASTERS,05 APR 1990,USA,2,,"Winston Salem, NC (USA)",02 FEB 2019,1112
74,7:54.59,Florian ORTH,24 JUL 1989,GER,8h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1111
75,7:54.61,Andrew BUTCHART,14 OCT 1991,GBR,3,,Birmingham (GBR),10 FEB 2019,1111
76,7:54.77,Sydney GIDABUDAY,21 AUG 1996,USA,6,,"New York, NY (USA)",26 JAN 2019,1110
77,7:54.95,Mike FOPPEN,29 NOV 1996,NED,1,,Apeldoorn (NED),17 FEB 2019,1109
78,7:55.11,Kieran CLEMENTS,20 NOV 1993,GBR,1,,Cardiff (GBR),20 JAN 2019,1108
79,7:55.14,Elzan BIBIĆ,08 JAN 1999,SRB,1,,Istanbul (TUR),17 FEB 2019,1107
80,7:55.42,Artur BOSSY,30 APR 1994,ESP,4,,Sabadell (ESP),06 FEB 2019,1106
80,7:55.42,Yoann KOWAL,28 MAY 1987,FRA,3h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1106
82,7:55.46,Bram ANDERIESSEN,01 AUG 1999,NED,2,,Apeldoorn (NED),17 FEB 2019,1105
83,7:55.49,Jordan WILLIAMSZ,21 AUG 1992,AUS,4,,Stockholm (SWE),04 FEB 2019,1105
84,7:55.50,Cooper TEARE,18 AUG 1999,USA,4,,"Birmingham, AL (USA)",09 MAR 2019,1105
85,7:55.56,Suldan HASSAN,01 APR 1998,SWE,5,,Stockholm (SWE),04 FEB 2019,1105
86,7:55.60,Sam PARSONS,18 JUN 1994,GER,4h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1105
87,7:55.62,Benjamin DE HAAN,27 FEB 1993,NED,3,,Apeldoorn (NED),17 FEB 2019,1104
87,7:55.62,Alexander OSTBERG,15 FEB 1997,USA,5,,"Birmingham, AL (USA)",09 MAR 2019,1104
89,7:55.71,Topi RAITANEN,07 FEB 1996,FIN,9h1,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1104
90,7:55.86,Yevgeniy KUNTS,21 APR 1993,RUS,6f3,,Moskva (RUS),13 FEB 2019,1103
90,7:55.86,Clayton YOUNG,14 SEP 1993,USA,6,,"Birmingham, AL (USA)",09 MAR 2019,1103
92,7:55.91,Benjámin KOVÁCS,24 JAN 1995,HUN,3,,Linz (AUT),09 FEB 2019,1103
93,7:56.01,Ben VEATCH,01 JUN 1998,USA,3f1,,"Bloomington, IN (USA)",26 JAN 2019,1102
94,7:56.04,Sergio JIMÉNEZ,07 JAN 1995,ESP,5f1,,Valencia (ESP),18 JAN 2019,1102
95,7:56.07,Olin HACKER,21 MAY 1997,USA,4f1,,"Bloomington, IN (USA)",26 JAN 2019,1102
96,7:56.15,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Emirates Arena, Glasgow (GBR)",02 MAR 2019,1101
97,7:56.25,Abdelkarim BEN ZAHRA,27 OCT 1998,MAR,4,,Mondeville (FRA),02 FEB 2019,1101
98,7:56.27,Seán TOBIN,20 JUL 1994,IRL,5h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1100
99,7:56.35,Graham CRAWFORD,29 DEC 1992,USA,7,,"New York, NY (USA)",26 JAN 2019,1100
100,7:56.36,Daniel ARCE,22 APR 1992,ESP,6f1,,Valencia (ESP),18 JAN 2019,1100
101,7:56.39,Volodymyr KYTS,15 JAN 1987,UKR,2,,Istanbul (TUR),17 FEB 2019,1100
102,7:56.45,Ryan GREGSON,26 APR 1990,AUS,6,,Stockholm (SWE),04 FEB 2019,1099
103,7:56.50,Julian OAKLEY,23 JUN 1993,NZL,8,,"New York, NY (USA)",26 JAN 2019,1099
104,7:56.53,Yegor NIKOLAYEV,28 APR 1988,ANA,7f3,,Moskva (RUS),13 FEB 2019,1099
105,7:56.54,Sam ATKIN,14 MAR 1993,GBR,4,,Birmingham (GBR),10 FEB 2019,1099
106,7:56.63,Isaac UPDIKE,21 MAR 1992,USA,1f1,,"Boston, MA (USA)",09 FEB 2019,1098
106,7:56.63,Benjamin DE HAAN,27 FEB 1993,NED,4,,Linz (AUT),09 FEB 2019,1098
108,7:56.72,Conner MANTZ,08 DEC 1996,USA,7,,"Birmingham, AL (USA)",09 MAR 2019,1098
109,7:56.75,Robert BRANDT,02 NOV 1996,USA,8,,"Birmingham, AL (USA)",09 MAR 2019,1098
110,7:56.76,Jack SHEFFAR,1996,CAN,2f1,,"Boston, MA (USA)",09 FEB 2019,1098
111,7:56.78,Sol SWEENEY,04 DEC 1998,GBR,1f1,,Glasgow (GBR),04 JAN 2019,1097
112,7:56.86,Sebastian HENDEL,01 DEC 1995,GER,5,,Linz (AUT),09 FEB 2019,1097
113,7:57.00,Willy FINK,07 MAR 1994,USA,1f1,,"Blacksburg, VA (USA)",16 FEB 2019,1096
114,7:57.19,Chris O'HARE,23 NOV 1990,GBR,2,,"Emirates Arena, Glasgow (GBR)",02 MAR 2019,1095
114,7:57.19,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,3,,"Emirates Arena, Glasgow (GBR)",02 MAR 2019,1095
116,7:57.54,John AHO,24 MAR 1999,USA,2f1,,"Boston, MA (USA)",26 JAN 2019,1093
117,7:57.55,Mike FOPPEN,29 NOV 1996,NED,6h2,,"Emirates Arena, Glasgow (GBR)",01 MAR 2019,1093
118,7:57.64,Dennis RUTOH,29 OCT 1987,KEN,,,Miramas (FRA),16 FEB 2019,1092
119,7:57.66,Adam CRAIG,09 MAY 1995,GBR,2f1,,Glasgow (GBR),04 JAN 2019,1092
120,7:57.71,Jack BRUCE,31 AUG 1994,AUS,11,,"New York, NY (USA)",09 FEB 2019,1092
121,7:57.73,Nahom SOLOMON,27 SEP 1995,USA,3f1,,"Boston, MA (USA)",09 FEB 2019,1092
