Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:30.16,,Galen RUPP,08 MAY 1986,USA,1,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1264
2,7:30.36,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1237
3,7:31.66,,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,2,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1255
4,7:32.01,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1226
5,7:32.64,,Yenew ALAMIREW,27 MAY 1990,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1222
6,7:34.57,,Hayle IBRAHIMOV,18 JAN 1990,AZE,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1210
7,7:34.71,,Bernard LAGAT,12 DEC 1974,USA,1,,"Messehalle, Karlsruhe (GER) (i)",02 FEB 2013,1235
8,7:34.92,,Abdelaati IGUIDER,25 MAR 1987,MAR,3,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1234
9,7:35.53,,Albert ROP,17 JUL 1992,BRN,2,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1204
10,7:36.28,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200
11,7:36.53,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1198
12,7:36.59,,Ben TRUE,29 DEC 1985,USA,2,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1198
13,7:36.85,,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",27 JUL 2013,1196
14,7:36.96,,Bouabdellah TAHRI,20 DEC 1978,FRA,3,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1195
15,7:37.15,,Bethwell BIRGEN,06 AUG 1988,KEN,4,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1194
16,7:37.40,,John KIPKOECH,29 DEC 1991,KEN,5,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1193
17,7:37.57,,Cyrus RUTTO,21 APR 1992,KEN,3,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1191
18,7:37.68,,Bedan KAROKI,21 AUG 1990,KEN,6,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1191
19,7:37.70,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1191
20,7:38.35,,Paul Kipsiele KOECH,10 NOV 1981,KEN,4,,"Globe Arena, Stockholm (SWE) (i)",21 FEB 2013,1212
21,7:39.38,,Will LEER,15 APR 1985,USA,7,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1180
22,7:39.70,,Abrar OSMAN,01 JAN 1994,ERI,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1178
23,7:39.81,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,Gent (BEL) (i),10 FEB 2013,1202
24,7:39.98,,Evan JAGER,08 MAR 1989,USA,,,"New York, NY (USA) (i)",16 FEB 2013,1201
25,7:40.02,,Andrew BUMBALOUGH,14 MAR 1987,USA,8,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1176
26,7:40.48,,Ben ST. LAWRENCE,07 NOV 1981,AUS,6,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1173
27,7:40.56,,Benson SEUREI,27 MAR 1984,BRN,9,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1173
28,7:40.62,,Nick WILLIS,25 APR 1983,NZL,10,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1173
29,7:40.78,,David TORRENCE,26 NOV 1985,USA,11,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1172
30,7:41.02,,Collis BIRMINGHAM,27 DEC 1984,AUS,1,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1170
