Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:26.20,Berihu AREGAWI,28 FEB 2001,ETH,1,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1290
2,7:30.54,Lamecha GIRMA,26 NOV 2000,ETH,1,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1262
3,7:30.66,Selemon BAREGA,20 JAN 2000,ETH,2,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1261
4,7:30.82,Adel MECHAAL,05 DEC 1990,ESP,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1260
5,7:30.88,Getnet WALE,16 JUL 2000,ETH,3,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1260
6,7:31.09,Lamecha GIRMA,26 NOV 2000,ETH,1,,"Arena, Toruń (POL)",22 FEB 2022,1258
7,7:31.39,Selemon BAREGA,20 JAN 2000,ETH,2,,"Arena, Toruń (POL)",22 FEB 2022,1256
8,7:31.77,Birhanu BALEW,27 FEB 1996,BRN,4,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1254
9,7:31.90,Jacob KROP,04 JUN 2001,KEN,3,,"Arena, Toruń (POL)",22 FEB 2022,1253
10,7:32.50,Getnet WALE,16 JUL 2000,ETH,4,,"Arena, Toruń (POL)",22 FEB 2022,1249
11,7:34.03,Selemon BAREGA,20 JAN 2000,ETH,1,,"Gallur, Madrid (ESP)",02 MAR 2022,1239
12,7:34.09,Lamecha GIRMA,26 NOV 2000,ETH,2,,"Gallur, Madrid (ESP)",02 MAR 2022,1239
13,7:34.31,Andreas ALMGREN,12 JUN 1995,SWE,5,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1237
14,7:34.67,Jacob KROP,04 JUN 2001,KEN,6,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1235
15,7:35.26,Adel MECHAAL,05 DEC 1990,ESP,3,,"Gallur, Madrid (ESP)",02 MAR 2022,1231
16,7:35.73,Mohamed KATIR,17 FEB 1998,ESP,4,,"Gallur, Madrid (ESP)",02 MAR 2022,1228
17,7:36.57,Adel MECHAAL,05 DEC 1990,ESP,2,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1223
18,7:36.62,Mohamed KATIR,17 FEB 1998,ESP,7,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1223
19,7:37.42,Andrew BUTCHART,14 OCT 1991,GBR,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1218
19,7:37.42,Luis GRIJALVA,10 APR 1999,GUA,3,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1218
21,7:37.45,Samuel TEFERA,23 OCT 1999,ETH,1f3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",12 FEB 2022,1217
22,7:37.81,Jake WIGHTMAN,11 JUL 1994,GBR,4,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1215
23,7:37.86,Daniel Simiu EBENYO,18 SEP 1995,KEN,2f3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",12 FEB 2022,1215
24,7:38.13,Yared NUGUSE,01 JUN 1999,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",12 FEB 2022,1213
25,7:38.14,Maximilian THORWIRTH,09 JAN 1995,GER,5,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1213
26,7:38.15,Jacob KROP,04 JUN 2001,KEN,3,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1213
27,7:38.79,Diriba GIRMA,29 JAN 2003,ETH,8,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1209
28,7:39.23,Yasin HAJI,22 JAN 1996,ETH,3f3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",12 FEB 2022,1206
29,7:39.49,Jonas RAESS,08 MAR 1994,SUI,6,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1204
30,7:39.50,George BEAMISH,24 OCT 1996,NZL,1,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1204
31,7:39.61,Cooper TEARE,18 AUG 1999,USA,2,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1204
32,7:39.83,Cole HOCKER,06 JUN 2001,USA,3,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1202
33,7:39.96,Elzan BIBIĆ,08 JAN 1999,SRB,5,,"Arena, Toruń (POL)",22 FEB 2022,1201
34,7:40.39,Zouhair TALBI,08 APR 1995,MAR,1,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",18 FEB 2022,1199
35,7:40.97,Tom MORTIMER,07 JAN 1999,GBR,7,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1195
36,7:41.21,Luis GRIJALVA,10 APR 1999,GUA,4,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1194
37,7:41.35,Mohamed ABDILAAHI,24 MAR 1999,GER,4,,"Messehalle, Karlsruhe (GER)",28 JAN 2022,1193
38,7:41.38,Selemon BAREGA,20 JAN 2000,ETH,1,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1192
39,7:41.43,Conner MANTZ,08 DEC 1996,USA,5,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1192
40,7:41.59,Hugo HAY,28 MAR 1997,FRA,5,,"Gallur, Madrid (ESP)",02 MAR 2022,1191
41,7:41.63,Lamecha GIRMA,26 NOV 2000,ETH,2,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1191
42,7:42.02,Marc SCOTT,21 DEC 1993,GBR,3,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1188
43,7:42.29,Amon KEMBOI,,KEN,2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",18 FEB 2022,1187
44,7:42.63,Andrew HUNTER,05 SEP 1997,USA,6,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1185
45,7:42.93,Daniel Simiu EBENYO,18 SEP 1995,KEN,1,,"Halle Michel d'Ornano, Mondeville (FRA)",09 FEB 2022,1183
46,7:42.95,Melkeneh AZIZE,01 JAN 2005,ETH,2,,"Halle Michel d'Ornano, Mondeville (FRA)",09 FEB 2022,1183
46,7:42.95,Elzan BIBIĆ,08 JAN 1999,SRB,9,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1183
48,7:42.97,Daniel Simiu EBENYO,18 SEP 1995,KEN,4,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1182
49,7:43.22,Morgan BEADLESCOMB,,USA,7,,"Armory Track&Field Center, New York, NY (USA)",29 JAN 2022,1181
50,7:43.26,Jacob KROP,04 JUN 2001,KEN,5,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1181
51,7:43.31,Nicholas KIPKORIR,29 SEP 1998,KEN,10,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1180
52,7:43.33,Azeddine HABZ,19 JUL 1993,FRA,8,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1180
53,7:43.45,Zouhair TALBI,08 APR 1995,MAR,6,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1179
54,7:43.57,Patrick DEVER,05 SEP 1996,GBR,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",30 JAN 2022,1179
55,7:43.60,Adel MECHAAL,05 DEC 1990,ESP,7,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1179
56,7:43.61,Mohamed ABDILAAHI,24 MAR 1999,GER,11,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1178
56,7:43.61,Wesley KIPTOO,,KEN,3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA)",18 FEB 2022,1178
