Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:37.41,,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1218
2,7:42.62,,Grant FISHER,22 APR 1997,USA,1,,"New York, NY (USA) (i)",09 FEB 2019,1185
3,7:42.76,,Morgan MCDONALD,23 APR 1996,AUS,2,,"New York, NY (USA) (i)",09 FEB 2019,1184
4,7:42.93,,Edward CHESEREK,02 FEB 1994,KEN,2,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1183
5,7:44.77,,Amon KEMBOI,,KEN,3,,"New York, NY (USA) (i)",09 FEB 2019,1171
6,7:44.90,,Stewart MCSWEYN,01 JUN 1995,AUS,1,,Metz (FRA) (i),10 FEB 2019,1170
7,7:45.56,,Adel MECHAAL,05 DEC 1990,ESP,3,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1166
8,7:46.00,,Birhanu BALEW,27 FEB 1996,BRN,1,,Mondeville (FRA) (i),02 FEB 2019,1164
9,7:46.45,,Vladimir NIKITIN,05 AUG 1992,RUS,1,,Yekaterinburg (RUS) (i),07 JAN 2019,1161
10,7:46.50,,Andrew BUTCHART,14 OCT 1991,GBR,4,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1160
11,7:47.29,,Chala BEYO,18 JAN 1996,ETH,2,,Mondeville (FRA) (i),02 FEB 2019,1156
12,7:47.60,,Antonio ABADÍA,02 JUL 1990,ESP,1f1,,Valencia (ESP) (i),18 JAN 2019,1154
13,7:47.78,,Chris O'HARE,23 NOV 1990,GBR,5,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1152
14,7:48.03,,Eric AVILA,03 OCT 1989,USA,4,,"New York, NY (USA) (i)",09 FEB 2019,1151
15,7:48.36,,Patrick TIERNAN,11 SEP 1994,AUS,5,,"New York, NY (USA) (i)",09 FEB 2019,1149
16,7:48.72,,Travis MAHONEY,25 JUL 1990,USA,6,,"New York, NY (USA) (i)",09 FEB 2019,1147
17,7:48.76,,Jesús GÓMEZ,24 APR 1991,ESP,2f1,,Valencia (ESP) (i),18 JAN 2019,1146
18,7:48.80,,Benjamin FLANAGAN,11 JAN 1995,CAN,1,,"New York, NY (USA) (i)",26 JAN 2019,1146
19,7:48.81,,Oliver HOARE,29 JAN 1997,AUS,1f1,,"Bloomington, IN (USA) (i)",26 JAN 2019,1146
20,7:49.16,,Sam PARSONS,18 JUN 1994,USA,2,,"New York, NY (USA) (i)",26 JAN 2019,1144
21,7:49.73,,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,,"Rud, Bærum (NOR) (i)",10 FEB 2019,1140
22,7:49.95,,Brian BARRAZA,16 MAY 1995,USA,7,,"New York, NY (USA) (i)",09 FEB 2019,1139
23,7:50.17,,Kyle MAU,,USA,2f1,,"Bloomington, IN (USA) (i)",26 JAN 2019,1138
24,7:50.84,,Djilali BEDRANI,01 OCT 1993,FRA,1,,Sabadell (ESP) (i),06 FEB 2019,1134
25,7:50.93,,Jordan MANN,12 JAN 1993,USA,3,,"New York, NY (USA) (i)",26 JAN 2019,1133
26,7:50.97,,Yoann KOWAL,28 MAY 1987,FRA,2,,Sabadell (ESP) (i),06 FEB 2019,1133
27,7:50.98,,Graham CRAWFORD,29 DEC 1992,USA,8,,"New York, NY (USA) (i)",09 FEB 2019,1133
28,7:51.20,,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1131
29,7:51.35,,Amos BARTELSMEYER,25 JUL 1994,GER,4h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1130
30,7:51.45,,Jimmy GRESSIER,04 MAY 1997,FRA,5h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1130
31,7:51.47,,Jonas LEANDERSON,26 JAN 1991,SWE,6h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1130
32,7:51.55,,Sergio JIMÉNEZ,07 JAN 1995,ESP,3,,Sabadell (ESP) (i),06 FEB 2019,1129
33,7:51.65,,Marc SCOTT,21 DEC 1993,GBR,1f1,,"Boston, MA (USA) (i)",24 FEB 2019,1129
34,7:51.80,,Jacob THOMSON,29 NOV 1994,USA,4,,"New York, NY (USA) (i)",26 JAN 2019,1128
35,7:52.12,,Sam ATKIN,14 MAR 1993,GBR,7h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1126
36,7:52.31,,Yevgeniy RYBAKOV,27 FEB 1985,RUS,2f3,,Moskva (RUS) (i),13 FEB 2019,1125
37,7:52.48,,Maksim YAKUSHEV,15 MAR 1992,RUS,3f3,,Moskva (RUS) (i),13 FEB 2019,1124
38,7:52.89,,Haftu TEKLU,21 JAN 2000,ETH,3,,Mondeville (FRA) (i),02 FEB 2019,1121
39,7:52.90,,Konstantin PLOKHOTNIKOV,24 MAR 1997,RUS,4f3,,Moskva (RUS) (i),13 FEB 2019,1121
40,7:53.07,,Anatoliy RYBAKOV,27 FEB 1985,RUS,5f3,,Moskva (RUS) (i),13 FEB 2019,1120
41,7:53.09,,Simon DENISSEL,22 MAY 1990,FRA,4,,Miramas (FRA) (i),16 FEB 2019,1120
42,7:53.39,,Rabii DOUKKANA,06 DEC 1987,FRA,,,Miramas (FRA) (i),16 FEB 2019,1118
43,7:53.40,,Mike FOPPEN,29 NOV 1996,NED,1,,Linz (AUT) (i),09 FEB 2019,1118
44,7:53.60,,Collin LEIBOLD,13 DEC 1987,USA,1f1,,"Boston, MA (USA) (i)",26 JAN 2019,1117
45,7:53.80,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,2h2,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1116
46,7:53.81,,Mohamed KATIR,17 FEB 1998,ESP,3f1,,Valencia (ESP) (i),18 JAN 2019,1115
47,7:53.85,,Tripp HURT,30 OCT 1992,USA,7,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1115
48,7:53.89,,Robin HENDRIX,14 JAN 1995,BEL,2,,Linz (AUT) (i),09 FEB 2019,1115
49,7:54.01,,Will LEER,15 APR 1985,USA,8,,"Reggie Lewis Center, Boston, MA (USA) (i)",26 JAN 2019,1114
50,7:54.27,,Florian ORTH,24 JUL 1989,GER,3,,Stockholm (SWE) (i),04 FEB 2019,1113
51,7:54.33,,David PALACIO,08 JUN 1988,ESP,4f1,,Valencia (ESP) (i),18 JAN 2019,1112
51,7:54.33,,Charlie DA'VALL GRICE,07 NOV 1993,GBR,2,,Birmingham (GBR) (i),10 FEB 2019,1112
53,7:54.34,,Joe KLECKER,16 NOV 1996,USA,3,,"Birmingham, AL (USA) (i)",09 MAR 2019,1112
54,7:54.43,,Riley MASTERS,05 APR 1990,USA,2,,"Winston Salem, NC (USA) (i)",02 FEB 2019,1112
55,7:54.77,,Sydney GIDABUDAY,21 AUG 1996,USA,6,,"New York, NY (USA) (i)",26 JAN 2019,1110
56,7:55.11,,Kieran CLEMENTS,20 NOV 1993,GBR,1,,Cardiff (GBR) (i),20 JAN 2019,1108
57,7:55.14,,Elzan BIBIĆ,08 JAN 1999,SRB,1,,Istanbul (TUR) (i),17 FEB 2019,1107
58,7:55.42,,Artur BOSSY,30 APR 1994,ESP,4,,Sabadell (ESP) (i),06 FEB 2019,1106
59,7:55.46,,Bram ANDERIESSEN,01 AUG 1999,NED,2,,Apeldoorn (NED) (i),17 FEB 2019,1105
60,7:55.49,,Jordan WILLIAMSZ,21 AUG 1992,AUS,4,,Stockholm (SWE) (i),04 FEB 2019,1105
61,7:55.50,,Cooper TEARE,18 AUG 1999,USA,4,,"Birmingham, AL (USA) (i)",09 MAR 2019,1105
62,7:55.56,,Suldan HASSAN,01 APR 1998,SWE,5,,Stockholm (SWE) (i),04 FEB 2019,1105
63,7:55.62,,Benjamin DE HAAN,27 FEB 1993,NED,3,,Apeldoorn (NED) (i),17 FEB 2019,1104
63,7:55.62,,Alexander OSTBERG,15 FEB 1997,USA,5,,"Birmingham, AL (USA) (i)",09 MAR 2019,1104
65,7:55.71,,Topi RAITANEN,07 FEB 1996,FIN,9h1,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1104
66,7:55.86,,Yevgeniy KUNTS,21 APR 1993,RUS,6f3,,Moskva (RUS) (i),13 FEB 2019,1103
66,7:55.86,,Clayton YOUNG,14 SEP 1993,USA,6,,"Birmingham, AL (USA) (i)",09 MAR 2019,1103
68,7:55.91,,Benjámin KOVÁCS,24 JAN 1995,HUN,3,,Linz (AUT) (i),09 FEB 2019,1103
69,7:56.01,,Ben VEATCH,01 JUN 1998,USA,3f1,,"Bloomington, IN (USA) (i)",26 JAN 2019,1102
70,7:56.07,,Olin HACKER,21 MAY 1997,USA,4f1,,"Bloomington, IN (USA) (i)",26 JAN 2019,1102
71,7:56.25,,Abdelkarim BEN ZAHRA,27 OCT 1998,MAR,4,,Mondeville (FRA) (i),02 FEB 2019,1101
72,7:56.27,,Seán TOBIN,20 JUL 1994,IRL,5h2,,"Emirates Arena, Glasgow (GBR) (i)",01 MAR 2019,1100
73,7:56.36,,Daniel ARCE,22 APR 1992,ESP,6f1,,Valencia (ESP) (i),18 JAN 2019,1100
74,7:56.39,,Volodymyr KYTS,15 JAN 1987,UKR,2,,Istanbul (TUR) (i),17 FEB 2019,1100
75,7:56.45,,Ryan GREGSON,26 APR 1990,AUS,6,,Stockholm (SWE) (i),04 FEB 2019,1099
76,7:56.50,,Julian OAKLEY,23 JUN 1993,NZL,8,,"New York, NY (USA) (i)",26 JAN 2019,1099
77,7:56.53,,Yegor NIKOLAYEV,28 APR 1988,ANA,7f3,,Moskva (RUS) (i),13 FEB 2019,1099
78,7:56.63,,Isaac UPDIKE,21 MAR 1992,USA,1f1,,"Boston, MA (USA) (i)",09 FEB 2019,1098
79,7:56.72,,Conner MANTZ,08 DEC 1996,USA,7,,"Birmingham, AL (USA) (i)",09 MAR 2019,1098
80,7:56.75,,Robert BRANDT,02 NOV 1996,USA,8,,"Birmingham, AL (USA) (i)",09 MAR 2019,1098
81,7:56.76,,Jack SHEFFAR,1996,CAN,2f1,,"Boston, MA (USA) (i)",09 FEB 2019,1098
82,7:56.78,,Sol SWEENEY,04 DEC 1998,GBR,1f1,,Glasgow (GBR) (i),04 JAN 2019,1097
83,7:56.86,,Sebastian HENDEL,01 DEC 1995,GER,5,,Linz (AUT) (i),09 FEB 2019,1097
84,7:57.00,,Willy FINK,07 MAR 1994,USA,1f1,,"Blacksburg, VA (USA) (i)",16 FEB 2019,1096
85,7:57.54,,John AHO,24 MAR 1999,USA,2f1,,"Boston, MA (USA) (i)",26 JAN 2019,1093
86,7:57.64,,Dennis RUTOH,29 OCT 1987,KEN,,,Miramas (FRA) (i),16 FEB 2019,1092
87,7:57.66,,Adam CRAIG,09 MAY 1995,GBR,2f1,,Glasgow (GBR) (i),04 JAN 2019,1092
88,7:57.71,,Jack BRUCE,31 AUG 1994,AUS,11,,"New York, NY (USA) (i)",09 FEB 2019,1092
89,7:57.73,,Nahom SOLOMON,27 SEP 1995,USA,3f1,,"Boston, MA (USA) (i)",09 FEB 2019,1092
90,7:57.77,,Kirubel ERASSA,17 JUN 1993,USA,3,,"Winston Salem, NC (USA) (i)",02 FEB 2019,1091
91,7:57.78,,Derek GUTIEREZ,08 SEP 1995,USA,5f1,,"Bloomington, IN (USA) (i)",26 JAN 2019,1091
92,7:57.84,,Philip SESEMANN,03 OCT 1992,GBR,3f1,,Glasgow (GBR) (i),04 JAN 2019,1091
93,7:58.00,,Paul HOGAN,04 NOV 1995,USA,3f1,,"Boston, MA (USA) (i)",26 JAN 2019,1090
94,7:58.07,,Per SVELA,19 MAR 1992,NOR,1,,Bergen (NOR) (i),20 FEB 2019,1090
95,7:58.19,,James SUGIRA,02 FEB 1997,RWA,4,,"Winston Salem, NC (USA) (i)",02 FEB 2019,1089
96,7:58.47,,Fernando CARRO,01 APR 1992,ESP,5,,Sabadell (ESP) (i),06 FEB 2019,1087
97,7:58.95,,Jean-Simon DESGAGNÉS,26 JUL 1998,CAN,4f1,,"Boston, MA (USA) (i)",09 FEB 2019,1084
97,7:58.95,,Fred HUXHAM,,USA,10,,"Birmingham, AL (USA) (i)",09 MAR 2019,1084
99,7:59.03,,Getaye GELAW,12 NOV 1990,ETH,3,,Istanbul (TUR) (i),17 FEB 2019,1084
100,7:59.10,,Iskander YADGAROV,02 MAR 1991,RUS,8f3,,Moskva (RUS) (i),13 FEB 2019,1083
101,7:59.11,,Hlynur ANDRÉSSON,16 SEP 1993,ISL,2,,Bergen (NOR) (i),20 FEB 2019,1083
102,7:59.22,,Edwin KURGAT,19 MAY 1996,KEN,5,,"Winston Salem, NC (USA) (i)",02 FEB 2019,1083
103,7:59.40,,Vincent KIPROP,,KEN,4f1,,"Boston, MA (USA) (i)",26 JAN 2019,1082
104,7:59.48,,Gonzalo GARCÍA,26 JAN 1995,ESP,3,,Antequera (ESP) (i),16 FEB 2019,1081
105,7:59.49,,Alex Chesiro MASAI,05 FEB 1997,KEN,5f1,,"Boston, MA (USA) (i)",09 FEB 2019,1081
106,7:59.58,,Andrew HEYES,22 JUN 1990,GBR,4f1,,Glasgow (GBR) (i),04 JAN 2019,1081
107,7:59.60,,Peter SEUFER,18 FEB 1997,USA,1f2,,"Blacksburg, VA (USA) (i)",23 FEB 2019,1080
108,7:59.61,,Gilbert KIGEN,23 DEC 1994,KEN,5f1,,"Boston, MA (USA) (i)",26 JAN 2019,1080
109,7:59.74,,Dylan GEARINGER,,USA,6f1,,"Boston, MA (USA) (i)",26 JAN 2019,1080
