Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:36.64,Selemon BAREGA,20 JAN 2000,ETH,1,,Liévin (FRA),13 FEB 2018,1223
2,7:37.91,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1214
3,7:38.67,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1210
4,7:38.74,Edward CHESEREK,02 FEB 1994,KEN,1,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1209
5,7:39.09,Justus SOGET,22 OCT 1999,KEN,1,,"Emirates Arena, Glasgow (GBR)",25 FEB 2018,1207
6,7:39.10,Paul CHELIMO,27 OCT 1990,USA,2,,"Emirates Arena, Glasgow (GBR)",25 FEB 2018,1207
7,7:39.36,Yomif KEJELCHA,01 AUG 1997,ETH,3,,"Emirates Arena, Glasgow (GBR)",25 FEB 2018,1205
8,7:39.92,Abdelaati IGUIDER,25 MAR 1987,MAR,3,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1202
9,7:40.12,Davis KIPLANGAT,10 JUL 1998,KEN,4,,"Emirates Arena, Glasgow (GBR)",25 FEB 2018,1200
10,7:40.14,Adel MECHAAL,05 DEC 1990,ESP,4,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1200
11,7:40.55,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1198
12,7:40.56,Bethwell BIRGEN,06 AUG 1988,KEN,5,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1198
13,7:40.69,Muktar EDRIS,14 JAN 1994,ETH,2,,Liévin (FRA),13 FEB 2018,1197
14,7:40.90,Bethwell BIRGEN,06 AUG 1988,KEN,2,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1196
15,7:41.79,Hagos GEBRHIWET,11 MAY 1994,ETH,2,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1190
16,7:41.88,Soufiane EL BAKKALI,07 JAN 1996,MAR,3,,Liévin (FRA),13 FEB 2018,1189
17,7:41.97,Paul Kipsiele KOECH,10 NOV 1981,KEN,4,,Liévin (FRA),13 FEB 2018,1189
18,7:42.02,Edwin Cheruiyot SOI,03 MAR 1986,KEN,6,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1188
19,7:42.06,Adel MECHAAL,05 DEC 1990,ESP,3,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1188
20,7:42.14,Gemechu DIDA,12 SEP 1999,ETH,5,,"Emirates Arena, Glasgow (GBR)",25 FEB 2018,1188
21,7:42.34,Albert ROP,17 JUL 1992,BRN,5,,Liévin (FRA),13 FEB 2018,1186
22,7:42.38,Davis KIPLANGAT,10 JUL 1998,KEN,4,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1186
23,7:42.71,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,1f1,,"Boston, MA (USA)",27 JAN 2018,1184
24,7:42.78,Dejen GEBREMESKEL,24 NOV 1989,ETH,3,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1184
25,7:42.82,Vladimir NIKITIN,05 AUG 1992,RUS,1,,Yekaterinburg (RUS),07 JAN 2018,1183
26,7:42.83,Yomif KEJELCHA,01 AUG 1997,ETH,1h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1183
27,7:42.92,Davis KIPLANGAT,10 JUL 1998,KEN,6,,Liévin (FRA),13 FEB 2018,1183
28,7:43.18,Justus SOGET,22 OCT 1999,KEN,5,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1181
29,7:43.55,Hagos GEBRHIWET,11 MAY 1994,ETH,2h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1179
30,7:43.83,Adel MECHAAL,05 DEC 1990,ESP,3h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1177
31,7:44.03,Birhanu BALEW,27 FEB 1996,BRN,4h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1176
32,7:44.31,Adel MECHAAL,05 DEC 1990,ESP,4,,"Reggie Lewis Center, Boston, MA (USA)",10 FEB 2018,1174
33,7:44.34,Julian OAKLEY,23 JUN 1993,NZL,1f1,,"Boston, MA (USA)",16 DEC 2017,1174
34,7:44.39,Albert ROP,17 JUL 1992,BRN,6,,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER)",06 FEB 2018,1174
35,7:44.58,Mohammed Ayoub TIOUALI,26 MAY 1991,BRN,1,,Ostrava (CZE),25 JAN 2018,1172
36,7:44.77,Benjamin KIGEN,05 JUL 1993,KEN,2,,Ostrava (CZE),25 JAN 2018,1171
37,7:44.93,Emmanuel BOR,14 APR 1988,USA,2f1,,"Boston, MA (USA)",27 JAN 2018,1170
38,7:45.06,Bethwell BIRGEN,06 AUG 1988,KEN,5h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1169
39,7:45.07,Younéss ESSALHI,20 FEB 1993,MAR,6h1,,"Arena Birmingham, Birmingham (GBR)",02 MAR 2018,1169
40,7:45.34,Telahun Haile BEKELE,13 MAY 1999,ETH,3,,Ostrava (CZE),25 JAN 2018,1168
41,7:45.49,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,1,,"New York, NY (USA)",03 FEB 2018,1167
42,7:45.86,Justyn KNIGHT,19 JUL 1996,CAN,2,,"New York, NY (USA)",03 FEB 2018,1164
43,7:45.96,Djamal Abdi DIREH,01 JAN 1997,DJI,7,,"Messehalle, Karlsruhe (GER)",03 FEB 2018,1164
44,7:46.18,Richard RINGER,27 FEB 1989,GER,1,,Dortmund (GER),17 FEB 2018,1162
45,7:46.65,Ryan HILL,31 JAN 1990,USA,3,,"New York, NY (USA)",03 FEB 2018,1160
46,7:47.19,William KINCAID,21 SEP 1992,USA,4,,"New York, NY (USA)",03 FEB 2018,1156
47,7:47.21,Andrew BUTCHART,14 OCT 1991,GBR,5,,"New York, NY (USA)",03 FEB 2018,1156
48,7:47.22,Hamish CARSON,01 NOV 1988,NZL,6,,"New York, NY (USA)",03 FEB 2018,1156
49,7:47.36,Garrett HEATH,03 NOV 1985,USA,7,,"New York, NY (USA)",03 FEB 2018,1155
50,7:47.43,Kemoy CAMPBELL,14 JAN 1991,JAM,8,,"New York, NY (USA)",03 FEB 2018,1155
51,7:47.48,Kirubel ERASSA,17 JUN 1993,USA,3f1,,"Boston, MA (USA)",27 JAN 2018,1154
52,7:47.54,Andrew BAYER,03 FEB 1990,USA,9,,"New York, NY (USA)",03 FEB 2018,1154
53,7:47.57,Melesse BIRHAN,12 SEP 1999,ETH,4,,Ostrava (CZE),25 JAN 2018,1154
